,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,6041,5409,4868,4672,5701,8411,7183,5983,3369,2439,3234,Upgrade
1,Market Cap Growth,15.76%,15.76%,-14.61%,-44.45%,-20.63%,40.57%,113.20%,145.30%,4.17%,-21.65%,-5.50%,Upgrade
2,Enterprise Value,20699,20101,19844,20387,22665,24724,20946,19199,13687,11603,11572,Upgrade
3,Last Close Price,4.14,3.89,3.27,3.14,3.54,5.22,4.47,3.73,2.04,1.48,1.87,Upgrade
4,PE Ratio,3.55,3.79,3.72,4.74,3.80,4.46,4.52,6.12,8.16,9.07,9.14,Upgrade
5,PS Ratio,0.20,0.21,0.19,0.19,0.22,0.33,0.34,0.38,0.27,0.25,0.32,Upgrade
6,PB Ratio,0.58,0.43,0.42,0.44,0.53,0.75,0.73,0.69,0.44,0.37,0.51,Upgrade
7,P/TBV Ratio,0.63,0.63,0.58,0.63,0.75,1.05,1.05,1.01,0.64,0.52,0.70,Upgrade
8,P/FCF Ratio,3.86,3.46,2.06,2.37,7.98,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,1.05,1.05,0.83,0.76,1.15,2.63,2.13,2.06,1.66,1.01,1.26,Upgrade
10,EV/Sales Ratio,0.82,0.80,0.77,0.82,0.87,0.98,1.01,1.22,1.10,1.17,1.16,Upgrade
11,EV/EBITDA Ratio,4.87,4.76,4.80,5.48,4.89,4.72,4.61,5.98,6.81,7.43,7.15,Upgrade
12,EV/EBIT Ratio,8.14,7.91,8.01,9.48,7.40,6.55,6.39,8.65,11.98,16.09,13.72,Upgrade
13,EV/FCF Ratio,13.23,12.85,8.40,10.34,31.75,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,1.06,1.06,1.12,1.25,1.33,1.46,1.50,1.49,1.55,1.56,1.33,Upgrade
15,Debt / FCF Ratio,8.48,8.48,5.48,6.79,20.12,-,-,-,-,-,-,Upgrade
16,Return on Capital Employed (ROCE),11.94%,11.94%,12.03%,11.24%,15.65%,19.57%,18.91%,14.55%,7.76%,5.82%,7.39%,Upgrade
17,Earnings Yield,23.61%,26.38%,26.86%,21.10%,26.30%,22.42%,22.14%,16.34%,12.26%,11.02%,10.95%,Upgrade
18,FCF Yield,25.89%,28.92%,48.55%,42.22%,12.52%,-13.70%,-17.80%,-26.22%,-78.14%,-70.96%,-19.56%,Upgrade
19,Buyback Yield / Dilution,-1.65%,-0.09%,-3.30%,0.73%,-1.61%,-4.82%,-,-,-,-,-,Upgrade
20,Total Shareholder Return,4.72%,-0.09%,-3.30%,0.73%,-1.61%,-4.82%,-,-,-,-,-,Upgrade
