,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,97,147,91,132,198,264,389,867,1186,369,583,Upgrade
1,Market Cap Growth,11.54%,11.54%,-53.85%,-49.96%,-49.00%,-69.54%,-67.23%,135.14%,103.42%,-74.92%,-77.50%,Upgrade
2,Enterprise Value,3646,3667,4006,5317,5013,6788,12159,12258,13377,14101,17007,Upgrade
3,PE Ratio,-,-,-,-,-1.01,-,-,-,-,-,-,Upgrade
4,PS Ratio,0.49,0.75,0.35,0.44,0.56,1.32,-,1.05,1.10,0.58,-,Upgrade
5,PB Ratio,-0.08,-0.08,-0.06,-0.09,-0.18,-0.21,-0.38,16.31,12.02,2.89,0.89,Upgrade
6,P/FCF Ratio,2.47,-,5.77,-,0.99,3.06,-,3.11,-7.96,-,-,Upgrade
7,P/OCF Ratio,2.21,-,1.89,-,0.92,2.88,-,2.37,-42.30,-,-,Upgrade
8,EV/Sales Ratio,18.44,18.55,15.25,17.59,14.16,33.95,-,14.80,12.45,22.15,-,Upgrade
9,EV/EBITDA Ratio,32.22,35.01,25.26,28.67,22.01,49.45,-,18.48,15.57,27.96,-,Upgrade
10,EV/EBIT Ratio,-,-,93.69,249.86,-,85.86,-,46.78,33.98,50.34,-,Upgrade
11,EV/FCF Ratio,93.39,-,252.54,-,25.16,78.56,-,43.99,-89.85,-,-,Upgrade
12,Debt / Equity Ratio,-1.94,-1.94,-2.20,-2.81,-5.03,-4.20,-7.19,184.73,99.60,83.93,18.66,Upgrade
13,Debt / FCF Ratio,89.99,-,223.71,-,28.52,61.06,-,35.25,-65.98,-,-,Upgrade
14,Return on Capital Employed (ROCE),-,-,-,-,-,15.12%,-,8.04%,11.78%,10.41%,-,Upgrade
15,Earnings Yield,-400.98%,-262.71%,-541.26%,-234.01%,-99.18%,-85.92%,-,-18.24%,-55.31%,-146.27%,-,Upgrade
16,Earnings Yield,-400.98%,-262.71%,-541.26%,-234.01%,-99.18%,-85.92%,-,-18.24%,-55.31%,-146.27%,-,Upgrade
17,FCF Yield,40.43%,26.49%,17.34%,52.38%,100.54%,32.72%,-,32.14%,-12.56%,-81.48%,-,Upgrade
18,Buyback Yield / Dilution,-0.81%,-,-1.63%,-2.01%,-,-,-,-,-,-,-,Upgrade
19,Total Shareholder Return,-0.81%,-,-1.63%,-2.01%,-,-,-,-,-,-,-,Upgrade
