,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,83.08,87.95,132.86,102.73,160.83,165.71,155.86,150.24,111.57,168.9
1,Revenue Growth (YoY),-37.46%,-14.39%,-17.40%,-38.01%,3.19%,10.30%,39.70%,-11.05%,-37.24%,-19.70%
2,Cost of Revenue,72.15,83.91,109.27,83.03,132,137.19,130.27,129.21,99.09,157.98
3,Gross Profit,10.94,4.05,23.58,19.7,28.84,28.52,25.59,21.04,12.48,10.92
4,"Selling, General & Admin",28.37,30.11,29.88,37.04,33.56,47.78,40.43,33.96,34.31,46.68
5,Other Operating Expenses,-,-3.24,-,0.74,-,-,-,-,-,-
6,Operating Expenses,28.37,26.87,29.88,37.78,33.56,47.78,40.43,33.96,34.31,46.68
7,Operating Income,-17.44,-22.82,-6.3,-18.08,-4.72,-19.26,-14.84,-12.93,-21.83,-35.76
8,Interest Expense,-4.56,-3.96,-3.85,-0.8,-2.3,-2.83,-2.87,-1.85,-0.99,-0.59
9,Interest & Investment Income,-,0.1,-,0.17,-,0.64,-,0.34,-,0.24
10,Currency Exchange Gain (Loss),-,1.35,-,-,-,-,-,3.67,-,-
11,Other Non Operating Income (Expenses),2.79,-6.5,8.65,-0.36,3.75,2.67,1.25,1.51,1.55,0.29
12,EBT Excluding Unusual Items,-19.21,-31.83,-1.5,-19.06,-3.28,-18.77,-16.45,-9.25,-21.28,-35.83
13,Gain (Loss) on Sale of Investments,20.51,17.8,-15.48,-9.88,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,-,3.63,-,1.16,-,2.6,-,-2.01,-,-
15,Asset Writedown,-,-9.05,-,-22.53,-,-16.09,-,-34.88,-,-22.5
16,Other Unusual Items,-0.2,-0.25,-,-6.21,-1.93,-2.42,-0.07,0.31,-,-
17,Pretax Income,1.1,-19.7,-16.98,-56.53,-5.2,-34.68,-16.52,-45.84,-21.28,-58.33
18,Income Tax Expense,0.45,-4,1.44,-6.71,2.59,-2.49,2.84,-8.58,0.22,-5.61
19,Earnings From Continuing Operations,0.65,-15.7,-18.42,-49.82,-7.8,-32.19,-19.36,-37.26,-21.5,-52.72
20,Net Income,0.65,-15.7,-18.42,-49.82,-7.8,-32.19,-19.36,-37.26,-21.5,-52.72
21,Net Income to Common,0.65,-15.7,-18.42,-49.82,-7.8,-32.19,-19.36,-37.26,-21.5,-52.72
22,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
23,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
24,EPS (Basic),0.00,-0.02,-0.02,-0.06,-0.01,-0.04,-0.02,-0.05,-0.03,-0.07
25,EPS (Diluted),0.00,-0.02,-0.02,-0.06,-0.01,-0.04,-0.02,-0.05,-0.03,-0.07
26,Free Cash Flow,-24.92,7.95,19.27,-111.48,-2.45,-3.88,-1.08,-13.82,-4.9,-7.53
27,Free Cash Flow Per Share,-0.03,0.01,0.02,-0.14,-0.00,-0.00,-0.00,-0.02,-0.01,-0.01
28,Operating Margin,-20.98%,-25.94%,-4.74%,-17.60%,-2.94%,-11.62%,-9.52%,-8.60%,-19.57%,-21.17%
29,Profit Margin,0.78%,-17.85%,-13.86%,-48.49%,-4.85%,-19.42%,-12.42%,-24.80%,-19.27%,-31.21%
30,Free Cash Flow Margin,-29.99%,9.03%,14.50%,-108.51%,-1.52%,-2.34%,-0.69%,-9.20%,-4.39%,-4.46%
31,EBITDA,-15.01,-19.6,-3.07,-13.2,2.7,-11.78,-2.55,-1.24,-10.8,-21.98
32,D&A For EBITDA,2.43,3.22,3.23,4.88,7.42,7.48,12.29,11.69,11.03,13.78
33,EBIT,-17.44,-22.82,-6.3,-18.08,-4.72,-19.26,-14.84,-12.93,-21.83,-35.76
