,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,1376,1484,1649,1438,1377,1393,1327,1474,1257,1461,1410,989.5,1229,1120,1181,851.63,1133,938.09,747.32,1012,Upgrade
1,Cash & Short-Term Investments,1376,1484,1649,1438,1377,1393,1327,1474,1257,1461,1410,989.5,1229,1120,1181,851.63,1133,938.09,747.32,1012,Upgrade
2,Cash Growth,-0.08%,6.55%,24.25%,-2.42%,9.54%,-4.67%,-5.86%,48.97%,2.28%,30.47%,19.44%,16.19%,8.44%,19.34%,57.98%,-15.88%,24.14%,-38.67%,-21.71%,3.07%,Upgrade
3,Accounts Receivable,1010,915.15,936.05,748.65,1082,1092,907.12,773.45,651.02,702.83,834.71,755.06,910.55,1115,1351,1236,644.25,1600,1507,1325,Upgrade
4,Other Receivables,11.12,228.55,11.13,181.98,48.47,28.54,6.99,323.86,5.27,19.14,12.83,240.01,10.39,234.1,10.75,264.54,998.09,222.51,45.89,174.87,Upgrade
5,Receivables,1021,1144,947.18,930.63,1131,1120,914.11,1097,656.29,721.97,847.54,995.07,920.94,1349,1362,1501,1642,1822,1553,1500,Upgrade
6,Inventory,182.09,172.11,154.69,154.31,137.42,139.87,134.5,123.13,145.51,137.7,129.96,126.86,179.22,186.54,191.41,178.95,109.82,101.86,107.07,111.03,Upgrade
7,Other Current Assets,540.68,295.14,507.8,325.57,387.88,267.01,252.99,205.48,205.29,146.62,257.74,28.43,145.48,4.31,227.74,9.29,220.75,5.59,158.51,1.34,Upgrade
8,Total Current Assets,3120,3095,3259,2849,3033,2920,2629,2900,2264,2467,2645,2140,2474,2659,2962,2541,3106,2868,2566,2625,Upgrade
9,"Property, Plant & Equipment",27684,27345,27145,28598,27062,26997,24421,26529,23223,22611,21197,21103,19613,19113,18825,16815,17672,17285,16169,16051,Upgrade
