,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+8 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+8 Quarters
0,Revenue,1216214,1043817,1025856,694978,1151422,962569,968189,679950,1384326,1618876,957417,957417,792251,792251,854503,854503,1069120,1069120,807682,807682,Upgrade
1,Revenue Growth (YoY),5.63%,8.44%,5.96%,2.21%,-16.82%,-40.54%,1.13%,-28.98%,74.73%,104.34%,12.04%,12.04%,-25.90%,-25.90%,5.80%,5.80%,-15.07%,-15.07%,-15.73%,-15.73%,Upgrade
2,Cost of Revenue,827768,720004,696537,485196,817788,668611,693964,493985,959946,1107188,682817,682817,592132,592132,616749,616749,766023,766023,611527,611527,Upgrade
3,Gross Profit,388446,323813,329319,209782,333634,293958,274225,185965,424379,511689,274600,274600,200119,200119,237754,237754,303098,303098,196156,196156,Upgrade
4,"Selling, General & Admin",314741,201018,141957,146294,181075,156044,170074,167766,246752,259888,140333,140333,103544,103544,128312,128312,140767,140767,124563,124563,Upgrade
5,Operating Expenses,314741,201018,141957,146294,181075,156044,170074,167766,246752,259888,140333,140333,103544,103544,128312,128312,140767,140767,124563,124563,Upgrade
6,Operating Income,73705,122795,187362,63488,152559,137913,104151,18199,177627,251801,134267,134267,96574,96574,109442,109442,162330,162330,71593,71593,Upgrade
7,Interest Expense,-132143,-5107,-8677,-8015,-5986,-7006,-12754,-13094,-9752,-11947,-7527,-7527,-5750,-5750,-4991,-4991,-3220,-3220,-3200,-3200,Upgrade
8,Interest & Investment Income,-,36617,39396,41748,44691,29073,33978,34585,36504,75205,40298,40298,34909,34909,34545,34545,27272,27272,21466,21466,Upgrade
9,Earnings From Equity Investments,248.37,-,149.15,-,-,-,-,1849,8000,4000,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Currency Exchange Gain (Loss),-4943,1986,1068,1889,2724,1777,3266,2773,2962,2958,3020,3020,-3350,-3350,3350,3350,-4027,-4027,4027,4027,Upgrade
11,Other Non Operating Income (Expenses),161744,1005,-52534,2111,2864,-10536,4291,3176,-5529,-177579,339.27,339.27,7078,7078,1401,1401,4501,4501,96.03,96.03,Upgrade
12,EBT Excluding Unusual Items,98612,157297,166764,101220,196851,151221,132932,47489,209813,144438,170397,170397,129461,129461,143747,143747,186857,186857,93983,93983,Upgrade
13,Gain (Loss) on Sale of Assets,379.37,-51.82,-326.46,-,1.53,-2.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Pretax Income,98991,157245,166437,101220,196853,151218,132932,47489,209813,144438,170397,170397,129461,129461,143747,143747,186857,186857,93983,93983,Upgrade
15,Income Tax Expense,8846,26824,48308,19801,34851,45764,25474,11169,39172,48629,31049,31049,22559,22559,25010,25010,23843,23843,11008,11008,Upgrade
16,Earnings From Continuing Operations,90146,130421,118129,81420,162002,105454,107458,36320,170641,95809,139348,139348,106902,106902,118738,118738,163014,163014,82975,82975,Upgrade
17,Minority Interest in Earnings,-,-,-,-,-,-,-,1.47,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Net Income,90146,130421,118129,81420,162002,105454,107458,36321,170641,95809,139348,139348,106902,106902,118738,118738,163014,163014,82975,82975,Upgrade
19,Preferred Dividends & Other Adjustments,-,-,-,-,-,10527,10155,3292,16041,27350,-,-,28377,28377,17639,17639,21338,21338,-,-,Upgrade
20,Net Income to Common,90146,130421,118129,81420,162002,94927,97303,33029,154600,68459,139348,139348,78525,78525,101099,101099,141676,141676,82975,82975,Upgrade
21,Net Income Growth,-44.36%,23.68%,9.93%,124.16%,-5.06%,10.07%,-22.89%,-73.93%,59.62%,-10.38%,17.36%,17.36%,-34.42%,-34.42%,43.10%,43.10%,20.35%,20.35%,-22.99%,-22.99%,Upgrade
22,Shares Outstanding (Basic),151,151,151,151,151,151,151,151,151,-,119,119,97,97,97,97,97,97,97,97,Upgrade
23,Shares Outstanding (Diluted),151,151,151,151,151,151,151,151,151,-,119,119,97,97,97,97,97,97,97,97,Upgrade
24,Shares Change (YoY),0.02%,0.01%,0.00%,0.00%,0.00%,-,27.23%,27.23%,55.30%,-,22.22%,22.22%,-0.14%,-0.14%,0.30%,0.30%,1.92%,1.92%,1.83%,1.83%,Upgrade
25,EPS (Basic),597.72,864.93,783.46,539.99,1074.41,629.58,645.34,219.06,1025.34,-,1175.85,1175.85,808.78,808.78,1042.61,1042.61,1457.15,1457.15,858.26,858.26,Upgrade
26,EPS (Diluted),597.72,864.93,783.00,539.99,1074.00,629.58,645.00,219.00,1025.00,-,1175.68,1175.68,808.78,808.78,1042.61,1042.61,1457.15,1457.15,858.11,858.11,Upgrade
27,EPS Growth,-44.35%,37.38%,21.40%,146.57%,4.78%,-,-45.14%,-81.37%,26.73%,-,12.76%,12.76%,-44.50%,-44.50%,21.50%,21.50%,12.74%,12.74%,-24.37%,-24.37%,Upgrade
28,Free Cash Flow,402826,236854,14652,-80247,-,296688,251218,-270496,-,181102,46660,46660,64244,64244,14293,14293,289889,289889,99456,99456,Upgrade
29,Free Cash Flow Per Share,2670.97,1570.78,97.18,-532.21,-,1967.71,1666.14,-1794.00,-,-,393.72,393.72,661.70,661.70,147.41,147.41,2981.53,2981.53,1028.73,1028.73,Upgrade
30,Dividend Per Share,-,-,-,-,800.000,-,-,-,-,-,315.315,315.315,-,-,-,-,-,-,-,-,Upgrade
31,Gross Margin,31.94%,31.02%,32.10%,30.19%,28.98%,30.54%,28.32%,27.35%,30.66%,31.61%,28.68%,28.68%,25.26%,25.26%,27.82%,27.82%,28.35%,28.35%,24.29%,24.29%,Upgrade
32,Operating Margin,6.06%,11.76%,18.26%,9.14%,13.25%,14.33%,10.76%,2.68%,12.83%,15.55%,14.02%,14.02%,12.19%,12.19%,12.81%,12.81%,15.18%,15.18%,8.86%,8.86%,Upgrade
33,Profit Margin,7.41%,12.49%,11.52%,11.72%,14.07%,9.86%,10.05%,4.86%,11.17%,4.23%,14.55%,14.55%,9.91%,9.91%,11.83%,11.83%,13.25%,13.25%,10.27%,10.27%,Upgrade
34,Free Cash Flow Margin,33.12%,22.69%,1.43%,-11.55%,-,30.82%,25.95%,-39.78%,-,11.19%,4.87%,4.87%,8.11%,8.11%,1.67%,1.67%,27.11%,27.11%,12.31%,12.31%,Upgrade
35,EBITDA,103191,146429,211214,87577,177801,163499,130537,44830,205384,294426,161476,161476,124228,124228,138206,138206,190927,190927,100186,100186,Upgrade
36,EBITDA Margin,8.48%,14.03%,20.59%,12.60%,15.44%,16.99%,13.48%,6.59%,14.84%,18.19%,16.87%,16.87%,15.68%,15.68%,16.17%,16.17%,17.86%,17.86%,12.40%,12.40%,Upgrade
37,D&A For EBITDA,29486,23634,23852,24089,25242,25586,26386,26631,27756,42625,27210,27210,27653,27653,28764,28764,28597,28597,28593,28593,Upgrade
38,EBIT,73705,122795,187362,63488,152559,137913,104151,18199,177627,251801,134267,134267,96574,96574,109442,109442,162330,162330,71593,71593,Upgrade
39,EBIT Margin,6.06%,11.76%,18.26%,9.14%,13.25%,14.33%,10.76%,2.68%,12.83%,15.55%,14.02%,14.02%,12.19%,12.19%,12.81%,12.81%,15.18%,15.18%,8.86%,8.86%,Upgrade
40,Effective Tax Rate,8.94%,17.06%,29.02%,19.56%,17.70%,30.26%,19.16%,23.52%,18.67%,33.67%,18.22%,18.22%,17.43%,17.43%,17.40%,17.40%,12.76%,12.76%,11.71%,11.71%,Upgrade
41,Revenue as Reported,1216214,1043817,1025856,694978,1151422,962569,968189,679950,1384326,1618876,957417,957417,792251,792251,854503,854503,1069120,1069120,807682,807682,Upgrade
