,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+9 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+9 Quarters
0,Cash & Equivalents,259.16,164.52,281.15,361.22,249.89,285.57,355.87,318.28,316.91,371.54,362.42,371.34,111.45,88.55,491.37,60.62,38.55,54.25,55.22,122.62,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,280,-,90,-,180,-,200.96,Upgrade
2,Trading Asset Securities,20,40,0.54,0.54,0.78,0.78,0.78,0.78,-,-,-,0.4,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,279.16,204.52,281.69,361.76,250.67,286.35,356.65,319.07,316.91,371.54,362.42,371.74,111.45,368.55,491.37,150.62,38.55,234.25,55.22,323.58,Upgrade
4,Cash Growth,11.36%,-28.58%,-21.02%,13.38%,-20.90%,-22.93%,-1.59%,-14.17%,184.36%,0.81%,-26.24%,146.81%,189.09%,57.33%,789.81%,-53.45%,-86.73%,-28.86%,118.96%,499.75%,Upgrade
5,Accounts Receivable,1775,1772,1539,1412,1527,1625,1418,1386,1382,1365,1283,1234,1227,1064,970.22,656.98,620.65,626.58,482.48,508.72,Upgrade
6,Other Receivables,17.06,13.44,15.28,15.1,34.43,10.72,9.54,12.73,36.63,24.37,24.58,19.16,22.52,10.7,16.55,28.11,6.41,2.31,2.66,2.92,Upgrade
7,Receivables,1792,1785,1554,1427,1561,1636,1427,1399,1419,1389,1308,1253,1250,1075,986.78,685.09,627.05,628.88,485.14,511.64,Upgrade
8,Inventory,340.35,395.01,381.39,372.51,285.02,319.76,366.29,389.35,332.29,363.48,392.57,388,345.55,398.97,379.79,216.97,168.4,126.76,158.46,155.06,Upgrade
9,Other Current Assets,87.13,39.54,33.64,37.74,64.83,35.25,28.71,27.68,28.83,31.7,21.98,36.65,305.6,48.51,95.56,43.54,135.76,7.27,214.98,15.44,Upgrade
10,Total Current Assets,2498,2424,2251,2199,2162,2277,2179,2135,2097,2156,2085,2049,2012,1891,1953,1096,969.77,997.16,913.79,1006,Upgrade
11,"Property, Plant & Equipment",703.06,686.16,666.85,669.76,516.32,474.1,485.96,485.75,404.28,393.26,387.39,385.5,376.36,346.43,312.69,270.83,247.15,199.41,167.2,160.61,Upgrade
12,Long-Term Investments,6.49,6.49,6.34,6.34,6.67,7.03,6.3,6.4,6.36,-,-,-,-,-,-,-,-,-,-,-,Upgrade
13,Goodwill,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,44.22,43.04,43.04,43.04,-,-,-,-,-,Upgrade
14,Other Intangible Assets,167.39,169.22,171.31,173.33,175.18,177.18,179.18,181.2,182.74,116.83,118.18,119.82,77.16,77.98,78.86,65.39,68.12,68.65,69.15,69.67,Upgrade
15,Long-Term Deferred Tax Assets,11.42,11.42,8.36,8.36,11.92,11.92,11.66,11.72,8.44,8.44,8.52,8.48,8,9.67,11.47,6.27,5.6,5.11,4.69,4.69,Upgrade
16,Long-Term Deferred Charges,5.32,4.53,5.38,6.01,4.23,2.98,5.08,3.51,4.68,4.2,4.03,2.61,2.83,2.36,0.88,-,-,-,-,-,Upgrade
17,Other Long-Term Assets,3.97,0.46,1.08,0.43,12.17,18.11,12.09,3.68,10.34,10.36,6.65,10.66,16.81,14.51,-,11.8,21.89,23.47,29.88,6.12,Upgrade
18,Total Assets,3440,3347,3154,3108,2932,3013,2923,2871,2758,2733,2654,2620,2537,2385,2400,1450,1313,1294,1185,1247,Upgrade
19,Accounts Payable,913.06,794.33,712.23,720.43,585.33,687.77,640.72,630.51,503.11,435.71,289.42,254.82,239.63,245.65,248.3,225.91,151.69,197.39,153.95,206.85,Upgrade
20,Accrued Expenses,30.89,42.57,28.82,36.87,23.92,36.29,24.68,42.85,28.06,41.05,23.23,37.06,23.74,28.92,23.6,28.03,14.23,20.65,12.59,25.24,Upgrade
21,Short-Term Debt,340.5,376.93,332,310.44,310,295.5,285.5,277.74,302,357.86,462.61,471.28,466.59,470.1,502.79,98.86,73.55,73.29,30.06,50.06,Upgrade
22,Current Portion of Long-Term Debt,58.54,29.48,119.68,132.04,38.84,31.8,39.1,32.2,39.89,16.79,31.84,32.08,-,-,-,-,-,-,-,-,Upgrade
23,Current Portion of Leases,-,9.25,-,7.82,-,7.29,-,8.44,-,7.53,-,8.49,-,-,-,-,-,-,-,-,Upgrade
24,Current Income Taxes Payable,10.55,-,3.87,1.85,8.09,1.4,7.11,0.6,12.78,0.83,9.47,0.04,6.33,0.08,0.89,0.06,3.98,0.55,0.19,-,Upgrade
25,Current Unearned Revenue,11.61,10.77,5.79,6.99,2.79,10.22,9.01,12.99,10.38,5.4,1.89,13.17,0.31,0.42,0.4,7.07,18.07,6.66,7.9,-,Upgrade
26,Other Current Liabilities,14.98,11.27,17.49,10.48,18.83,40.02,37.63,16.77,16.43,36.84,20.29,23.32,26.84,29.91,61.36,44.88,7.9,7.75,7.27,9.32,Upgrade
27,Total Current Liabilities,1380,1275,1220,1227,987.79,1110,1044,1022,912.65,902.01,838.74,840.25,763.43,775.09,837.33,404.81,269.42,306.28,211.96,291.47,Upgrade
28,Long-Term Debt,187.93,228.91,108.94,83.94,184.92,174.6,174.6,468.19,478.65,499.9,496.25,492.37,490.69,379.5,354.52,-,-,-,-,-,Upgrade
29,Long-Term Leases,3.84,7.01,8.96,12.2,9.68,10.56,14.53,13.08,22.07,22.59,17.78,20.49,21.53,22.52,19.9,-,-,-,-,-,Upgrade
30,Long-Term Unearned Revenue,15.28,15.74,16.19,16.64,17.1,17.54,18.03,18.52,19.01,19.54,21.3,17.2,12.77,12.99,13.21,13.43,13.65,13.87,14.09,14.32,Upgrade
31,Long-Term Deferred Tax Liabilities,1.74,1.82,1.95,2.08,2.23,2.32,2.4,2.54,1.88,1.97,2.06,2.14,1.98,2.04,2.09,-,-,-,-,-,Upgrade
32,Total Liabilities,1589,1528,1356,1342,1202,1315,1253,1524,1434,1446,1376,1372,1290,1192,1227,418.24,283.07,320.16,226.06,305.79,Upgrade
33,Common Stock,456.89,456.89,351.45,351.45,351.45,352.2,352.33,319.98,316.62,316.38,243.34,243.38,243.37,243.38,173.84,173.88,173.88,172.08,172.08,172.08,Upgrade
34,Additional Paid-In Capital,509.06,508.95,614.49,614.39,613.95,619.22,620.17,284.51,251.68,249.16,321.13,320.55,318.35,316.07,383.63,382.2,378.68,355.73,355.73,355.73,Upgrade
35,Retained Earnings,878.9,841.46,821.26,788.25,752.52,719.38,691.79,662.92,669.21,641.37,631.39,603.38,594.83,553.39,535.9,497.45,473.69,442.79,428.08,413.2,Upgrade
36,Treasury Stock,-5,-,-,-,-,-5.56,-6.47,-6.47,-7.73,-13.77,-13.77,-14.22,-14.43,-24.25,-24.25,-24.75,-,-,-,-,Upgrade
37,Comprehensive Income & Other,-,-,-,-,-,-,-,73.25,81.41,82.08,82.19,81.1,100.79,100.8,100.8,-,-,-,-,-,Upgrade
38,Total Common Equity,1840,1807,1787,1754,1718,1685,1658,1334,1311,1275,1264,1234,1243,1189,1170,1029,1026,970.6,955.89,941.01,Upgrade
39,Minority Interest,11.57,11.28,11.2,11.83,12.57,12.21,12.13,12.48,12.58,12.2,13.44,13.69,3.22,3.21,3.46,3.46,3.2,3.05,2.76,-0,Upgrade
40,Shareholders' Equity,1851,1819,1798,1766,1730,1697,1670,1347,1324,1287,1278,1248,1246,1193,1173,1032,1029,973.64,958.65,941.01,Upgrade
41,Total Liabilities & Equity,3440,3347,3154,3108,2932,3013,2923,2871,2758,2733,2654,2620,2537,2385,2400,1450,1313,1294,1185,1247,Upgrade
42,Total Debt,590.81,651.58,569.58,546.43,543.44,519.75,513.73,799.67,842.62,904.67,1008,1025,978.8,872.11,877.2,98.86,73.55,73.29,30.06,50.06,Upgrade
