,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,431.18,616.09,1112,1088,686.86,758.32,364.62,565.3,863.52,1010,Upgrade
1,Short-Term Investments,62.36,238.15,127.99,-,17.57,18.35,59.13,-,-,-,Upgrade
2,Trading Asset Securities,-,1.53,-,3.73,3.58,6.95,57.85,-,54.99,57.55,Upgrade
3,Cash & Short-Term Investments,493.54,855.78,1240,1092,708.01,783.62,481.6,565.3,918.52,1067,Upgrade
4,Cash Growth,-60.19%,-21.62%,75.09%,39.33%,47.01%,38.62%,-47.57%,-47.02%,-15.22%,-20.30%,Upgrade
5,Accounts Receivable,1369,1241,1257,1250,3562,4590,4316,3475,2481,2796,Upgrade
6,Other Receivables,94.17,163.56,134.29,2214,573.84,716,806.1,492.22,354.3,372.81,Upgrade
7,Receivables,1464,1404,1391,3464,4136,5306,5122,3967,2835,3190,Upgrade
8,Inventory,363.2,393.25,364.84,416.86,1740,1297,1579,1169,838.34,947,Upgrade
9,Other Current Assets,1.08,-,2.38,-,2.31,8.2,384.97,-,-,-,Upgrade
10,Total Current Assets,2321,2654,2998,4973,6587,7395,7567,5702,4592,5205,Upgrade
11,"Property, Plant & Equipment",1001,1032,1055,1130,2334,2456,2055,2033,1907,1957,Upgrade
12,Long-Term Investments,2276,2277,2009,1399,184.94,151.27,108.48,87.22,21.58,47.96,Upgrade
13,Goodwill,59.09,55.11,93.7,95.2,154.72,149.56,148.88,148.58,146.07,112.78,Upgrade
14,Other Intangible Assets,59.76,60.79,79.93,82.1,84.48,81.4,82.1,82.99,82.87,69.04,Upgrade
15,Long-Term Deferred Tax Assets,2.52,2.73,10.84,7.33,7.13,7.44,7.76,7.7,9.88,-,Upgrade
16,Other Long-Term Assets,329.62,337.6,299.21,324.91,153.22,179.4,236.74,378.68,364.02,361.74,Upgrade
17,Total Assets,6049,6419,6545,8012,9505,10420,10207,8439,7123,7753,Upgrade
18,Accounts Payable,653.47,716.29,676.42,689.13,1786,2710,2585,1888,1202,1620,Upgrade
19,Accrued Expenses,-,115,-,162.05,-,258.72,-,237.04,-,208.25,Upgrade
20,Current Portion of Long-Term Debt,798.58,930.79,1225,1820,1738,1249,1542,712.36,697.49,805.74,Upgrade
21,Current Portion of Leases,3.89,15.17,10.73,16.93,29.98,30.12,27.57,27.88,26.59,19.27,Upgrade
22,Current Income Taxes Payable,27.3,28.27,29.04,233.24,113.39,100.61,95.04,86.77,65.82,70.74,Upgrade
23,Current Unearned Revenue,26.03,31.96,27.07,35.26,59.21,58.5,44.17,44.03,51.91,34.42,Upgrade
24,Other Current Liabilities,289.06,129.74,713.43,187.62,589.73,247.22,577.72,201.01,427.03,200.13,Upgrade
25,Total Current Liabilities,1798,1967,2682,3145,4317,4654,4871,3197,2471,2959,Upgrade
26,Long-Term Debt,387.9,471.01,18.32,360.16,626,903.61,715.91,921.36,1008,1174,Upgrade
27,Long-Term Leases,10.65,27.69,19.07,24.28,93.82,104.45,55.51,64.4,62.02,41.98,Upgrade
28,Long-Term Deferred Tax Liabilities,35.75,38.02,28.76,23.62,29.9,30.8,32.02,30.1,23.44,15.85,Upgrade
29,Total Liabilities,2233,2504,2748,3553,5066,5693,5674,4213,3564,4190,Upgrade
30,Common Stock,56.85,56.85,56.85,56.85,56.85,56.85,55.39,55.67,56.4,56.4,Upgrade
31,Additional Paid-In Capital,576.02,576.02,576.02,576.02,576.02,576.02,505.19,505.19,505.19,505.19,Upgrade
32,Retained Earnings,3193,3212,3153,3589,2596,2590,2485,2286,2302,2315,Upgrade
33,Comprehensive Income & Other,-33.27,81.63,39.2,185.19,342.91,579.29,603.48,559.23,-9.21,64.75,Upgrade
34,Total Common Equity,3793,3926,3825,4407,3572,3802,3649,3406,2854,2941,Upgrade
35,Minority Interest,23.4,-11.25,-27.82,51.96,866.62,925.13,883.53,820.28,705.37,620.72,Upgrade
36,Shareholders' Equity,3816,3915,3797,4459,4439,4727,4532,4226,3559,3562,Upgrade
37,Total Liabilities & Equity,6049,6419,6545,8012,9505,10420,10207,8439,7123,7753,Upgrade
38,Total Debt,1201,1445,1273,2222,2488,2287,2341,1726,1794,2041,Upgrade
39,Net Cash (Debt),-707.48,-588.87,-33.81,-1130,-1780,-1504,-1859,-1161,-875.09,-973.68,Upgrade
40,Net Cash Per Share,-1.24,-1.04,-0.06,-,-3.13,-,-3.34,-2.07,-1.55,-1.73,Upgrade
41,Filing Date Shares Outstanding,568.48,568.48,568.48,568.48,568.48,568.48,553.88,556.66,564.03,564.03,Upgrade
42,Total Common Shares Outstanding,568.48,568.48,568.48,568.48,568.48,568.48,553.88,556.66,564.03,564.03,Upgrade
43,Working Capital,523.05,686.3,316.09,1828,2270,2741,2696,2504,2121,2246,Upgrade
44,Book Value Per Share,6.67,6.91,6.73,7.75,6.28,6.69,6.59,6.12,5.06,5.22,Upgrade
45,Tangible Book Value,3674,3810,3651,4230,3333,3571,3418,3174,2625,2760,Upgrade
46,Tangible Book Value Per Share,6.46,6.70,6.42,7.44,5.86,6.28,6.17,5.70,4.65,4.89,Upgrade
47,Machinery,-,1010,-,1003,-,2573,-,1997,-,1769,Upgrade
48,Construction In Progress,-,1.59,-,7.55,-,26.98,-,34.11,-,64.04,Upgrade
