,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Cash & Equivalents,116999,170925,159050,194659,190198,161663,141181,117985,97802,89319,61285,122636,132516,135151,134900,138061,138891,130634,133874,168009,Upgrade
1,Short-Term Investments,50050,50000,50000,61229,13887,1168,1172,53743,51261,35042,35042,48918,50000,57705,-,39842,-,470,470,-,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,14909,34061,-,-,-,-,-,245843,245843,245808,245808,Upgrade
3,Cash & Short-Term Investments,167049,220925,209050,255889,204084,162831,142353,171728,149063,139270,130389,171553,182516,192856,134900,177903,384733,376946,380152,413817,Upgrade
4,Cash Growth,-18.15%,35.68%,46.85%,49.01%,36.91%,16.92%,9.18%,0.10%,-18.33%,-27.79%,-3.34%,-3.57%,-52.56%,-48.84%,-64.51%,-57.01%,9.41%,12.22%,16.36%,20.42%,Upgrade
5,Accounts Receivable,276915,1091399,467648,144976,141066,146917,155831,205408,270554,727639,826683,797261,903291,558043,475171,611391,200411,378580,565018,576981,Upgrade
6,Other Receivables,-58030,956.04,682.14,-491951,160823,114791,153792,37884,400119,123681,267646,214661,311796,509526,529335,491699,710508,728955,762013,729721,Upgrade
7,Receivables,1968087,1092355,468330,684148,1127971,1087394,1329769,1222214,1784318,1768910,1835516,1773029,2074583,2259464,1936318,1959234,1499080,1781427,2657864,2483993,Upgrade
8,Inventory,133807,196355,187623,178446,224548,230573,238215,243504,297298,341420,355145,369436,291092,328948,414307,402721,449049,413123,439758,405275,Upgrade
9,Prepaid Expenses,246.2,194.43,231.98,343.45,1017,4619,153.38,277.25,223.55,123.76,180.92,290.88,561.59,442.41,646.48,877.81,457.34,3117,4616,497.16,Upgrade
10,Other Current Assets,7162,942.87,1109,12884,20834,15667,25959,9670,74195,-19349,15423,19611,102123,127831,161123,88109,196542,178833,264408,287713,Upgrade
11,Total Current Assets,2276351,1510772,866343,1131710,1578455,1501083,1736450,1647393,2305097,2230375,2336654,2333919,2650875,2909542,2647294,2628845,2529861,2753447,3746798,3591296,Upgrade
12,"Property, Plant & Equipment",2267127,2325785,2375434,2428190,2474082,2573371,2583858,2622959,2724224,2763160,2798874,2833140,3050860,3528107,3592778,3628855,3716430,3288123,3360507,3346016,Upgrade
13,Long-Term Investments,7041,20863,31230,21974,22703,22739,17242,16182,22448,6840,7036,6954,7066,7069,7365,7283,7012,7015,7277,7177,Upgrade
14,Goodwill,100783,140133,151706,163136,175352,185742,197325,210163,222870,231061,242883,255114,285691,305135,319840,327911,365666,187390,195784,202932,Upgrade
15,Other Intangible Assets,-,-,-,-,-,-,-,-,20604,20684,20766,20848,37969,38914,40132,41071,41836,43091,78405,44692,Upgrade
16,Long-Term Deferred Tax Assets,10196,10386,10572,10760,10925,11082,11236,11392,11534,11669,11804,11935,12042,17997,18122,18245,18364,18486,18585,18701,Upgrade
17,Long-Term Deferred Charges,-,20888,22445,24215,24349,22741,25207,27349,24896,26580,29398,33291,27561,30724,34569,38416,35183,34568,37019,33059,Upgrade
18,Other Long-Term Assets,114047,155625,165200,147789,155245,89572,96121,103043,115785,119787,127903,136308,138390,120548,107709,112400,192909,202211,113134,148993,Upgrade
19,Total Assets,4859738,5063271,5019822,5051949,5739639,5701968,5595793,5611846,6624601,6728461,7019109,7070349,7439515,8176252,8212779,8247996,8568056,8351266,8621211,8614513,Upgrade
20,Accounts Payable,210142,298713,272150,277587,280478,280588,262685,272530,334273,363886,355365,382257,343152,421161,498917,510831,421680,386029,513435,514557,Upgrade
21,Accrued Expenses,1283628,1214766,1188453,1164526,1195701,1063870,948592,962797,924207,888279,837822,816464,809605,891494,822555,794593,750154,616459,574629,552257,Upgrade
22,Short-Term Debt,176674,186314,176674,202064,1020720,1031802,222867,200550,202998,201513,204745,209072,298300,354819,365615,360724,427005,454532,444303,443359,Upgrade
23,Current Portion of Long-Term Debt,907250,914750,896250,926250,109200,139830,903046,925009,887565,957738,995248,1026248,1096741,1117634,982834,1020981,882795,904632,885982,891488,Upgrade
24,Current Income Taxes Payable,10299,56669,54418,58748,65541,65020,67205,65700,70631,67885,64648,68036,66501,65740,66878,64113,92868,91303,86685,92680,Upgrade
25,Current Unearned Revenue,527.72,545.14,410.63,352.58,939.66,362.68,1000,74.57,199.76,46,21,59.97,930.79,1870,680.82,64.73,32.73,38.18,20.45,177.73,Upgrade
26,Other Current Liabilities,29601,161535,144220,140146,70776,143165,167380,165495,266576,224552,216318,232160,261079,295788,280784,299368,279882,308299,299768,266845,Upgrade
27,Total Current Liabilities,2618122,2833292,2732576,2769672,2743356,2724637,2572775,2592155,2686449,2703898,2674167,2734296,2876309,3148506,3018264,3050674,2854416,2761292,2804821,2761363,Upgrade
28,Long-Term Debt,1521361,1571261,1649261,1682861,1772061,1774961,1845561,1845661,1918025,1937695,1950885,1952636,2063932,2420619,2586909,2586779,2746273,2356261,2386345,2386513,Upgrade
29,Long-Term Unearned Revenue,-,-,-,-,-,-,-,-,-,-,-,-,822.43,642.43,-,513.64,-,-,-,-,Upgrade
30,Long-Term Deferred Tax Liabilities,76778,76117,73130,71104,69195,68954,64059,64789,66230,64449,63555,64362,65558,88664,90272,85774,71214,40634,40410,34451,Upgrade
31,Other Long-Term Liabilities,130,356.8,353.5,797.03,220,220,220,220,220,220,220,220,524.21,519.68,854.23,13878,20557,20422,2136,2132,Upgrade
32,Total Liabilities,4216391,4481026,4455320,4524434,4584831,4568772,4482615,4502825,4670923,4706263,4688827,4751514,5007145,5658951,5696300,5737619,5692459,5178610,5233712,5184459,Upgrade
33,Common Stock,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,2993097,Upgrade
34,Additional Paid-In Capital,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,50511,Upgrade
35,Retained Earnings,-2558467,-2628633,-2630505,-2658183,-2026990,-2035991,-2058991,-2063582,-1241177,-1151378,-839140,-844169,-831475,-836149,-848056,-860800,-479434,-210533,-303.56,46891,Upgrade
36,Comprehensive Income & Other,-,15842,8152,6703,5120,-648.38,-1872,786.82,2267,-11867,-12980,-12722,3184,-3509,9484,12007,-24.57,12930,14424,9649,Upgrade
37,Total Common Equity,485141,430817,421254,392128,1021738,1006969,982746,980813,1804698,1880364,2191488,2186717,2215317,2203950,2205036,2194814,2564150,2846005,3057729,3100148,Upgrade
38,Minority Interest,158205,151427,143248,135386,133069,126227,130433,128208,148979,141835,138794,132118,217053,313351,311443,315562,311447,326651,329770,329906,Upgrade
39,Shareholders' Equity,643347,582244,564502,527515,1154807,1133196,1113178,1109021,1953678,2022198,2330282,2318835,2432370,2517301,2516479,2510377,2875597,3172656,3387499,3430054,Upgrade
40,Total Liabilities & Equity,4859738,5063271,5019822,5051949,5739639,5701968,5595793,5611846,6624601,6728461,7019109,7070349,7439515,8176252,8212779,8247996,8568056,8351266,8621211,8614513,Upgrade
41,Total Debt,2605285,2672325,2722185,2811175,2901981,2946593,2971473,2971219,3008587,3096946,3150878,3187956,3458973,3893072,3935358,3968484,4056072,3715425,3716630,3721360,Upgrade
42,Net Cash (Debt),-2438236,-2451400,-2513135,-2555286,-2697897,-2783761,-2829120,-2799491,-2859524,-2957676,-3020489,-3016402,-3276457,-3700216,-3800458,-3790581,-3671339,-3338479,-3336478,-3307543,Upgrade
43,Net Cash Per Share,-8146.20,-8178.84,-8396.44,-8537.26,-9013.73,-9300.60,-9414.70,-9353.16,-9553.73,-9875.41,-10097.91,-10115.21,-10946.71,-12362.50,-12544.89,-12664.41,-12266.02,-11147.19,-11153.98,-11050.57,Upgrade
44,Filing Date Shares Outstanding,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,Upgrade
45,Total Common Shares Outstanding,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,299.31,Upgrade
46,Working Capital,-341771,-1322520,-1866233,-1637962,-1164901,-1223554,-836326,-944762,-381352,-473523,-337513,-400377,-225434,-238964,-370971,-421829,-324555,-7845,941976,829933,Upgrade
47,Book Value Per Share,1620.87,1439.37,1407.42,1310.11,3413.65,3364.30,3283.37,3276.92,6029.54,6282.33,7321.81,7305.87,7401.42,7363.44,7367.07,7332.92,8566.88,9508.56,10215.94,10357.66,Upgrade
48,Tangible Book Value,384358,290685,269548,228993,846387,821227,785420,770650,1561224,1628618,1927838,1910755,1891658,1859901,1845064,1825833,2156647,2615523,2783539,2852523,Upgrade
49,Tangible Book Value Per Share,1284.15,971.18,900.57,765.07,2827.80,2743.74,2624.11,2574.76,5216.08,5441.25,6440.95,6383.87,6320.07,6213.97,6164.40,6100.14,7205.40,8738.52,9299.86,9530.34,Upgrade
50,Buildings,488886,517777,516295,515710,514186,513385,513205,513484,602872,600188,600188,600068,748158,746395,761568,761039,815790,579844,575185,579623,Upgrade
51,Machinery,299812,1087745,1066430,1050297,1046543,1024146,1019011,1026593,1031863,1000526,999655,1002083,1047187,1049830,1082440,1081058,1085221,799153,808826,787442,Upgrade
52,Construction In Progress,35482,35376,34070,34958,34871,86621,49883,40861,34377,34245,33535,32436,25916,469811,483485,485862,483729,500224,532295,489579,Upgrade
