,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Market Capitalization,64,103,128,90,95,91,108,121,109,128,210
1,Market Cap Growth,14.67%,14.67%,35.44%,-1.32%,-12.22%,-24.38%,-0.55%,-6.07%,-48.29%,-26.21%,14.75%
2,Enterprise Value,40,84,97,40,41,23,36,60,32,49,138
3,Last Close Price,0.11,0.17,0.21,0.15,0.16,0.15,0.18,0.20,0.18,0.21,0.35
4,PE Ratio,-,-,-,-,-,-,178.81,-628.12,-,13.46,12.24
5,PS Ratio,1.92,3.08,2.76,1.47,1.21,1.07,1.38,1.75,1.89,1.59,1.91
6,PB Ratio,0.79,1.36,1.54,0.86,0.83,0.67,0.78,0.87,0.79,0.93,1.52
7,P/TBV Ratio,1.32,1.32,1.59,0.85,0.83,0.67,0.78,0.87,0.79,0.93,1.52
8,P/FCF Ratio,-,-20.41,-,-,-,-,-124.14,-,-,-,12.29
9,P/OCF Ratio,-,-27.73,-,-,-6.95,-,-140.08,-,-,-,11.63
10,EV/Sales Ratio,1.21,2.50,2.09,0.65,0.52,0.27,0.46,0.87,0.56,0.60,1.25
11,EV/EBITDA Ratio,-,-,-,-,-,-,12.08,28.49,-,-,5.34
12,EV/EBIT Ratio,-,-,-,-,-,-,14.27,36.61,-,-,5.42
13,EV/FCF Ratio,-8.00,-16.56,-,-,-,-,-41.72,-,-,-,8.07
14,Debt / Equity Ratio,0.04,0.04,0.07,0.05,0.01,0.01,0.02,0.00,0.01,0.01,0.01
15,Debt / FCF Ratio,-,-0.66,-,-,-,-,-2.51,-,-,-,0.12
16,Return on Capital Employed (ROCE),-,-,-,-,-,-,1.83%,1.19%,-,-,18.35%
17,Earnings Yield,-39.41%,-24.52%,-23.20%,-33.39%,-25.76%,-1.44%,0.56%,-0.16%,-0.44%,7.43%,8.17%
18,FCF Yield,-7.88%,-4.90%,-14.81%,-14.98%,-14.51%,-11.73%,-0.81%,-7.04%,-9.80%,3.15%,8.14%
19,Buyback Yield / Dilution,0.16%,-,-,-,-,-,-,-,-,-,-
20,Total Shareholder Return,0.16%,-,-,-,-,-,-,-,-,-,-
