,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,14.24,19.23,27.26,34.11,44.34,40.9,37.36,31.51,26.1,54.89
1,Revenue Growth (YoY),-47.75%,-43.61%,-38.53%,-16.61%,18.68%,29.81%,43.14%,-42.60%,-52.69%,-20.58%
2,Cost of Revenue,12.28,17.7,24.78,33.99,34.01,30.98,24.31,23.85,18.63,35.76
3,Gross Profit,1.96,1.53,2.48,0.11,10.33,9.92,13.05,7.65,7.47,19.13
4,"Selling, General & Admin",10.1,18.62,11.39,11.59,12.07,7.23,10.8,6.8,8.7,6.29
5,Operating Expenses,10.31,21,11.41,24.03,12.09,9.63,10.81,8.25,8.71,6.35
6,Operating Income,-8.35,-19.47,-8.93,-23.92,-1.75,0.3,2.25,-0.6,-1.24,12.78
7,Interest Expense,-0.09,-0.1,-0.13,-0.01,-0.05,-0.04,-0.01,-0.03,-0.04,-0.04
8,Interest & Investment Income,0.25,0.42,0.61,0.49,0.06,0.06,0.09,0.12,0.42,0.54
9,Other Non Operating Income (Expenses),-,-,-,-,-,0.04,-,-,-0.66,-1.98
10,EBT Excluding Unusual Items,-8.19,-19.15,-8.46,-23.44,-1.74,0.35,2.32,-0.51,-1.52,11.31
11,Gain (Loss) on Sale of Investments,0.4,-0.12,0.06,0.48,-0.4,-0.37,-1.7,-0.8,-,-
12,Gain (Loss) on Sale of Assets,-,-,0.11,-,-,-,-,-,-,-
13,Asset Writedown,-,-1.81,-,-,-,-,-,-,-,-
14,Other Unusual Items,-,0.13,-,0.07,0.69,-0.02,0.06,0.19,1.81,-
15,Pretax Income,-7.79,-20.95,-8.29,-22.89,-1.45,0.18,0.68,-1.12,0.29,11.31
16,Income Tax Expense,-,0.56,-,0.11,-0.04,0.08,0.18,-0.43,0.08,1.98
17,Earnings From Continuing Operations,-7.79,-21.5,-8.29,-23.01,-1.41,0.1,0.5,-0.69,0.21,9.33
18,Minority Interest in Earnings,5.24,-1.25,1.25,-,-,-,-,-,-,-
19,Net Income,-2.56,-22.75,-7.04,-23.01,-1.41,0.1,0.5,-0.69,0.21,9.33
20,Net Income to Common,-2.56,-22.75,-7.04,-23.01,-1.41,0.1,0.5,-0.69,0.21,9.33
21,Net Income Growth,-,-,-,-,-,-,138.57%,-,-97.32%,-35.11%
22,Shares Outstanding (Basic),600,600,600,600,600,600,600,600,600,600
23,Shares Outstanding (Diluted),600,600,600,600,600,600,600,600,600,600
24,EPS (Basic),-0.00,-0.04,-0.01,-0.04,-0.00,0.00,0.00,-0.00,0.00,0.02
25,EPS (Diluted),-0.00,-0.04,-0.01,-0.04,-0.00,0.00,0.00,-0.00,0.00,0.02
26,EPS Growth,-,-,-,-,-,-,138.57%,-,-97.32%,-35.11%
27,Free Cash Flow,0.58,-5.64,-13.37,-0.11,-13.64,2.94,-3.81,-4.69,-5.96,10.01
28,Free Cash Flow Per Share,0.00,-0.01,-0.02,-0.00,-0.02,0.00,-0.01,-0.01,-0.01,0.02
29,Operating Margin,-58.64%,-101.26%,-32.77%,-70.13%,-3.95%,0.73%,6.01%,-1.91%,-4.75%,23.29%
30,Profit Margin,-17.94%,-118.29%,-25.83%,-67.46%,-3.18%,0.25%,1.34%,-2.20%,0.80%,16.99%
31,Free Cash Flow Margin,4.09%,-29.32%,-49.06%,-0.33%,-30.76%,7.19%,-10.20%,-14.87%,-22.83%,18.23%
32,EBITDA,-8.2,-19.38,-8.75,-23.78,-1.52,0.52,2.48,-0.37,-1.01,13.01
33,D&A For EBITDA,0.16,0.09,0.19,0.14,0.23,0.23,0.24,0.23,0.23,0.23
34,EBIT,-8.35,-19.47,-8.93,-23.92,-1.75,0.3,2.25,-0.6,-1.24,12.78
