,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,292.45,144.95,223.77,324.46,560.63,291.84,246.08,228.82,194.3,336.16
1,Short-Term Investments,305.57,237.46,255.16,261.27,219.43,191.96,194.22,88.68,62.69,24.06
2,Cash & Short-Term Investments,598.02,382.41,478.93,585.73,780.05,483.8,440.29,317.5,256.99,360.22
3,Cash Growth,24.86%,-34.71%,-38.60%,21.07%,77.17%,52.38%,71.33%,-11.86%,16.59%,141.29%
4,Accounts Receivable,3586,4098,3575,3547,3152,3322,1572,1070,922.12,316.47
5,Other Receivables,-,-,-,-,-,-,98.95,-,4.25,3.81
6,Receivables,3586,4098,3575,3547,3152,3322,1671,1070,926.37,320.28
7,Inventory,19.52,21,18.38,13.26,33.59,51.07,99.81,2.57,-,-
8,Restricted Cash,14.3,21.01,0.18,4.01,4.59,4.8,-,1.51,-,-
9,Other Current Assets,20,31.05,102.21,236.98,58.47,71.72,27,23.7,18.7,23.2
10,Total Current Assets,4238,4554,4175,4387,4029,3934,2238,1416,1202,703.7
11,"Property, Plant & Equipment",368.66,386.57,401.92,399.43,399.49,404.98,345,279.62,267.39,208.77
12,Long-Term Investments,-,1.25,-,-,-,-,-,-,-,-
13,Goodwill,37.96,39.01,36.63,39.99,41.39,43.31,42.72,16.4,20.54,-
14,Other Intangible Assets,14.06,15.36,17.42,18.72,22.73,23.8,27.25,9.14,-,-
15,Long-Term Deferred Tax Assets,1.84,-,6.38,7.85,2.98,-,3.15,-,1.81,-
16,Other Long-Term Assets,33.83,39.57,28.94,41.03,53.89,31.2,28.39,33.12,9.39,15.95
17,Total Assets,4694,5036,4666,4894,4549,4437,2684,1754,1501,928.43
18,Accounts Payable,1794,2359,2060,2591,1973,2097,932.47,648.1,501.66,55.78
19,Accrued Expenses,561.52,313.81,272.2,294.22,233.97,217.98,189.84,60.49,58.34,7.55
20,Short-Term Debt,1200,1218,889.1,728.94,739.3,762.03,431.32,299.82,245.75,234.7
21,Current Portion of Long-Term Debt,16.31,343.54,201.24,217.25,5.04,12.26,-,11.88,-,0.79
22,Current Portion of Leases,2.33,2.35,2.33,2.09,1.53,3.85,1.98,1.13,2.43,3.01
23,Current Income Taxes Payable,9.86,18.93,9.87,31.81,19.79,31.84,25.59,11.88,8.85,5.83
24,Current Unearned Revenue,3.16,5.44,38.99,7.65,13.05,22.84,33.78,9.21,130.4,91.39
25,Other Current Liabilities,164.47,82.24,225.09,44.09,331.73,57.82,23.22,5.26,4.47,3.09
26,Total Current Liabilities,3751,4343,3698,3917,3317,3206,1638,1048,951.9,402.12
27,Long-Term Debt,532.73,208.42,381.46,339.4,592.43,576.94,400.67,134.15,-,-
28,Long-Term Leases,1.82,1.5,3,3.35,0.48,0.91,3.3,0.92,0.93,0.15
29,Long-Term Deferred Tax Liabilities,-,1.9,6.81,9.44,9.74,9.89,18.8,16.12,16.77,9.16
30,Total Liabilities,4286,4555,4090,4270,3920,3794,2061,1199,969.6,411.43
31,Common Stock,8,8,8,8,8,8,8,8,8,8
32,Additional Paid-In Capital,214.84,214.84,214.84,214.84,214.84,214.84,214.84,214.84,214.84,214.84
33,Retained Earnings,36.36,89.95,229.5,278.85,294.88,291.03,293.26,288.45,281.64,274.86
34,Comprehensive Income & Other,-7.95,2.28,0.22,6.11,8.31,29.55,20.65,23.9,11.86,19.3
35,Total Common Equity,251.25,315.06,452.55,507.79,526.03,543.42,536.76,535.19,516.35,517
36,Minority Interest,157.31,165.41,124.08,116.53,103.12,99.98,86.46,19.68,15.24,-
37,Shareholders' Equity,408.56,480.48,576.63,624.32,629.14,643.4,623.22,554.87,531.59,517
38,Total Liabilities & Equity,4694,5036,4666,4894,4549,4437,2684,1754,1501,928.43
39,Total Debt,1753,1773,1477,1291,1339,1356,837.27,447.89,249.12,238.64
40,Net Cash (Debt),-1155,-1391,-998.19,-705.29,-558.74,-872.2,-396.97,-130.4,7.87,121.59
41,Net Cash Growth,-,-,-,-,-,-,-,-,-92.38%,1173.96%
42,Net Cash Per Share,-1.44,-1.74,-1.25,-0.88,-0.70,-1.09,-0.50,-0.16,0.01,0.15
43,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800
44,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800
45,Working Capital,486.77,210.54,476.6,469.49,711.32,727.85,599.48,367.78,250.16,301.58
46,Book Value Per Share,0.31,0.39,0.57,0.63,0.66,0.68,0.67,0.67,0.65,0.65
47,Tangible Book Value,199.23,260.69,398.5,449.09,461.91,476.31,466.79,509.66,495.81,517
48,Tangible Book Value Per Share,0.25,0.33,0.50,0.56,0.58,0.60,0.58,0.64,0.62,0.65
49,Buildings,-,92.77,-,94.19,-,19.84,-,11.58,-,-
50,Machinery,-,375.03,-,390.41,-,375.04,-,338.39,-,299.84
51,Construction In Progress,-,-,-,-,-,73.17,-,-,-,-
