,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,508.95,1252,874.32,1579,1300,2203,982.98,970.17,495.53,343.32
1,Revenue Growth (YoY),-41.79%,-20.74%,-32.76%,-28.32%,32.28%,127.06%,98.37%,182.59%,188.50%,170.56%
2,Cost of Revenue,473.6,1119,826.12,1453,1205,2063,917.41,918.03,461.04,310.77
3,Gross Profit,35.36,132.9,48.2,125.77,94.85,139.53,65.56,52.14,34.49,32.55
4,"Selling, General & Admin",56.77,122.76,48.53,75.91,53.72,53.52,41.78,30.01,21.71,13.13
5,Research & Development,5.84,15.06,7.5,13.01,4.92,9.41,1.9,-,-,-
6,Other Operating Expenses,0.24,84.86,0.82,7.15,2.83,29.26,-0.58,-4.54,-0.24,-0.52
7,Operating Expenses,62.86,222.68,56.85,96.07,61.47,92.19,43.1,25.47,21.47,16.54
8,Operating Income,-27.5,-89.78,-8.65,29.7,33.37,47.34,22.46,26.67,13.02,16
9,Interest Expense,-42.21,-39.83,-31.64,-28.87,-29.86,-25.74,-14.85,-6.53,-5.42,-3.1
10,Interest & Investment Income,0.27,3.52,0.23,2.83,0.65,0.83,0.05,1.99,0.19,0.31
11,Currency Exchange Gain (Loss),5.54,0.88,-3.72,5.28,3.74,-2.57,3.41,-8.01,0.88,-5.77
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,-0.23
13,EBT Excluding Unusual Items,-63.89,-125.21,-43.78,8.93,7.91,19.87,11.07,14.12,8.67,7.22
14,Impairment of Goodwill,-,-0.45,-,-,-,-,-,-,-,-
15,Gain (Loss) on Sale of Investments,-,1.13,-,-0.26,-,-,-,-,-,-2.04
16,Gain (Loss) on Sale of Assets,1.5,0.1,0.65,0.07,0.09,0.73,-0.72,2.11,0.05,1.83
17,Asset Writedown,-,-1.91,-,-,-,-0.4,-,-,-,-
18,Other Unusual Items,-,1.36,-,3.01,-,0.66,-,3.43,-,-
19,Pretax Income,-62.4,-124.99,-43.13,11.76,7.99,20.85,10.34,19.65,8.73,7.01
20,Income Tax Expense,-3.37,13.06,0.46,8.3,0.92,9.89,4.54,11.21,1.12,1.92
21,Earnings From Continuing Operations,-59.03,-138.05,-43.59,3.47,7.07,10.96,5.8,8.44,7.61,5.09
22,Minority Interest in Earnings,5.44,-1.5,-5.76,-19.5,-3.23,-13.19,-0.99,-1.64,-0.82,-
23,Net Income,-53.59,-139.55,-49.35,-16.03,3.85,-2.23,4.81,6.81,6.79,5.09
24,Net Income to Common,-53.59,-139.55,-49.35,-16.03,3.85,-2.23,4.81,6.81,6.79,5.09
25,Net Income Growth,-,-,-,-,-20.10%,-,-29.08%,33.63%,-3.00%,-
26,Shares Outstanding (Basic),800,800,800,800,800,800,800,800,800,800
27,Shares Outstanding (Diluted),800,800,800,800,800,800,800,800,800,800
28,EPS (Basic),-0.07,-0.17,-0.06,-0.02,0.00,-0.00,0.01,0.01,0.01,0.01
29,EPS (Diluted),-0.07,-0.17,-0.06,-0.02,0.00,-0.00,0.01,0.01,0.01,0.01
30,EPS Growth,-,-,-,-,-20.10%,-,-29.08%,33.63%,-3.00%,-
31,Free Cash Flow,129,-514.6,-409.06,20.35,246.31,-404.81,-307.67,-122.74,-105.54,23.93
32,Free Cash Flow Per Share,0.16,-0.64,-0.51,0.03,0.31,-0.51,-0.38,-0.15,-0.13,0.03
33,Operating Margin,-5.40%,-7.17%,-0.99%,1.88%,2.57%,2.15%,2.28%,2.75%,2.63%,4.66%
34,Profit Margin,-10.53%,-11.15%,-5.64%,-1.02%,0.30%,-0.10%,0.49%,0.70%,1.37%,1.48%
35,Free Cash Flow Margin,25.35%,-41.12%,-46.79%,1.29%,18.94%,-18.38%,-31.30%,-12.65%,-21.30%,6.97%
36,EBITDA,-14.1,-70.85,5.03,45.77,46.06,64.99,33.99,35.75,23.95,24.89
37,D&A For EBITDA,13.4,18.93,13.68,16.07,12.69,17.65,11.53,9.09,10.93,8.88
38,EBIT,-27.5,-89.78,-8.65,29.7,33.37,47.34,22.46,26.67,13.02,16
