,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,159924,164977,159419,162830,153861,143881,164472,198958,194031,181147,192010,Upgrade
1,Market Cap Growth,1.32%,1.32%,3.61%,13.17%,-6.45%,-27.68%,-15.23%,9.83%,1.05%,-12.45%,-11.83%,Upgrade
2,Enterprise Value,224528,228994,216870,226039,209646,206092,223956,257982,248042,240771,245956,Upgrade
3,PE Ratio,13.62,14.05,21.13,24.47,14.20,155.72,-,23.43,19.29,15.81,16.59,Upgrade
4,PS Ratio,1.76,1.81,1.81,1.87,1.60,1.43,1.81,2.37,2.38,2.28,2.38,Upgrade
5,PB Ratio,1.54,1.50,1.40,1.45,1.33,1.24,1.37,1.57,1.54,1.44,1.62,Upgrade
6,P/FCF Ratio,21.32,22.00,12.87,14.55,20.91,-56.07,-,41.98,18.43,15.80,17.38,Upgrade
7,P/OCF Ratio,7.13,7.13,5.98,6.91,7.18,11.30,-,11.17,8.79,8.10,8.76,Upgrade
8,EV/Sales Ratio,2.47,2.52,2.47,2.59,2.18,2.05,2.47,3.07,3.04,3.03,3.05,Upgrade
9,EV/EBITDA Ratio,8.37,9.64,8.50,9.66,8.32,14.90,-,12.18,10.84,10.54,10.89,Upgrade
10,EV/EBIT Ratio,12.79,15.37,12.53,14.89,12.33,39.00,-,21.13,17.33,16.36,16.79,Upgrade
11,EV/FCF Ratio,29.94,30.53,17.51,20.20,28.49,-80.32,-,54.44,23.56,21.00,22.26,Upgrade
12,Debt / Equity Ratio,0.60,0.60,0.56,0.53,0.54,0.53,0.55,0.48,0.48,0.46,0.51,Upgrade
13,Debt / FCF Ratio,8.86,8.86,5.12,5.30,8.56,-23.78,-,12.95,5.74,5.07,5.43,Upgrade
14,Return on Capital Employed (ROCE),7.89%,7.89%,9.06%,8.14%,8.89%,2.76%,-,6.04%,7.19%,7.42%,7.68%,Upgrade
15,Earnings Yield,7.34%,7.20%,4.82%,4.17%,7.14%,0.74%,-0.51%,4.34%,5.26%,6.40%,6.11%,Upgrade
16,Earnings Yield,7.34%,7.20%,4.82%,4.17%,7.14%,0.74%,-0.51%,4.34%,5.26%,6.40%,6.11%,Upgrade
17,FCF Yield,4.69%,4.55%,7.77%,6.87%,4.78%,-1.78%,-3.33%,2.38%,5.43%,6.33%,5.75%,Upgrade
18,Dividend Yield,4.98%,4.92%,5.10%,5.14%,5.56%,6.14%,5.48%,4.64%,4.83%,5.31%,5.06%,Upgrade
19,Total Shareholder Return,4.98%,4.92%,5.10%,5.14%,5.56%,6.14%,5.48%,4.64%,4.83%,5.31%,5.06%,Upgrade
