,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,3911,2969,2808,2557,2257,2808,2608,3731,4834,1705,2186
1,Market Cap Growth,16.08%,16.08%,24.44%,-8.93%,-13.46%,-24.73%,-46.06%,118.82%,121.10%,1.19%,-18.05%
2,Enterprise Value,2991,2413,2373,2463,2301,2940,2222,3150,4388,1169,1727
3,Last Close Price,3.90,2.79,2.44,2.14,1.79,2.17,1.99,2.80,3.49,1.14,1.46
4,PE Ratio,5.47,4.15,4.20,4.53,4.63,10.17,9.87,7.36,12.24,7.17,9.51
5,Forward PE,5.76,4.93,4.54,4.94,5.27,6.88,5.61,6.06,3.49,3.49,3.49
6,PS Ratio,1.13,0.85,0.82,0.77,0.69,0.98,0.92,1.28,1.97,0.81,0.92
7,PB Ratio,1.03,0.78,0.73,0.73,0.68,0.90,0.86,1.20,1.66,0.66,0.83
8,P/TBV Ratio,0.78,0.78,0.73,0.73,0.68,0.90,0.86,1.20,1.67,0.66,0.83
9,P/FCF Ratio,5.66,4.30,4.01,4.54,7.08,-47.23,-,-,15.98,8.15,25.09
10,P/OCF Ratio,3.28,3.28,2.84,3.36,4.44,7.21,15.70,11.33,9.90,3.89,4.22
11,PEG Ratio,0.34,0.34,0.34,0.34,0.34,0.34,0.15,0.16,0.34,0.34,0.34
12,EV/Sales Ratio,0.86,0.69,0.69,0.74,0.71,1.02,0.78,1.08,1.79,0.55,0.72
13,EV/EBITDA Ratio,2.80,2.33,2.55,3.12,3.26,6.18,4.64,4.36,7.58,3.15,4.78
14,EV/EBIT Ratio,3.68,2.95,3.28,4.14,4.32,9.49,7.17,5.61,10.67,5.01,7.56
15,EV/FCF Ratio,4.33,3.49,3.39,4.37,7.22,-49.45,-,-,14.50,5.58,19.81
16,Debt / Equity Ratio,0.04,0.04,0.05,0.08,0.09,0.08,0.11,0.08,0.06,0.05,0.04
17,Debt / FCF Ratio,0.23,0.23,0.26,0.50,0.98,-4.22,-,-,0.57,0.58,1.34
18,Return on Capital Employed (ROCE),21.24%,21.24%,18.15%,16.26%,15.27%,9.57%,9.76%,17.63%,13.78%,8.68%,8.39%
19,Earnings Yield,18.29%,24.10%,23.83%,22.09%,21.61%,9.84%,10.13%,13.59%,8.17%,13.94%,10.51%
20,FCF Yield,17.67%,23.28%,24.93%,22.04%,14.13%,-2.12%,-13.58%,0.36%,6.26%,12.28%,3.99%
21,Dividend Yield,11.81%,15.82%,14.36%,10.87%,11.00%,3.76%,3.92%,6.55%,4.80%,12.17%,9.43%
22,Buyback Yield / Dilution,-,-,-,0.14%,-,-0.14%,-,-,-,0.29%,
23,Total Shareholder Return,11.81%,15.82%,14.36%,10.87%,11.14%,3.76%,3.78%,6.55%,4.80%,12.17%,9.72%
