,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+18 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+18 Quarters
0,Market Capitalization,613813,655855,773573,613813,437237,479279,504504,639038,714714,723122,1278076,1318590,2767128,2766400,1593000,732780,849600,495600,350460,329220,276120,Upgrade
1,Market Cap Growth,36.84%,36.84%,53.33%,-3.95%,-38.82%,-33.72%,-60.53%,-51.54%,-74.17%,-73.86%,-19.77%,79.94%,225.70%,458.19%,354.55%,122.58%,207.69%,53.85%,-10.00%,-61.25%,-66.52%,Upgrade
2,Enterprise Value,977965,1075232,1175223,1021505,844929,852504,877729,1135250,1236464,1244872,1799826,1577840,3163875,2989891,1816491,941759,1068519,724764,562257,627133,371697,Upgrade
3,Last Close Price,7300.00,7800.00,9200.00,7300.00,5200.00,5700.00,6000.00,7600.00,8500.00,8600.00,15200.00,15681.82,32909.09,34545.45,20324.81,9349.41,10839.90,6323.28,4328.75,4066.40,3410.53,Upgrade
4,PE Ratio,-,-56.32,-,-,-,-,-,-,9.23,5.97,4.88,3.73,7.63,8.34,9.36,12.69,12.96,8.23,3.91,5.11,8.14,Upgrade
5,PS Ratio,2.93,2.98,3.99,3.08,2.42,2.45,2.00,2.07,1.30,0.92,1.46,1.51,3.80,4.10,2.51,1.18,1.41,1.01,0.56,0.56,0.55,Upgrade
6,PB Ratio,0.69,0.72,0.86,0.67,0.47,0.51,-,0.65,0.72,0.73,1.30,1.47,-,3.28,1.89,1.29,1.53,0.91,0.65,0.63,0.55,Upgrade
7,P/TBV Ratio,0.74,0.74,0.88,0.69,0.48,0.52,-,0.67,0.74,0.75,1.33,1.48,-,3.28,1.89,1.30,1.54,0.92,0.65,0.63,0.55,Upgrade
8,P/FCF Ratio,71.77,71.77,-,-,-,-,-,-9.43,-,-,-,-,-20.98,-,-,-,-32.61,-,-,-1.90,-,Upgrade
9,P/OCF Ratio,71.77,71.77,-,-,-,-,-,-10.19,-,-,-,-,-21.14,-,-,-,-33.35,-,-,-1.97,-,Upgrade
10,EV/Sales Ratio,4.67,4.88,6.06,5.12,4.68,4.35,3.48,3.67,2.25,1.59,2.06,1.80,4.34,4.43,2.86,1.52,1.77,1.48,0.89,1.07,0.74,Upgrade
