,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,984.52,1054,987.5,982.91,862.72,1082,871.49,984.04,760.99,1041
1,Revenue Growth (YoY),-0.30%,7.27%,14.46%,-9.20%,-1.01%,10.00%,14.52%,-5.49%,-16.77%,15.59%
2,Cost of Revenue,838.12,880.98,816.5,826.28,774.2,887.26,741.64,812.46,687.81,837.69
3,Gross Profit,146.4,173.38,170.99,156.63,88.52,195.2,129.85,171.58,73.17,203.47
4,"Selling, General & Admin",140.47,96.77,125.62,96.78,115.34,70.88,103.44,49.93,123.25,86.87
5,Operating Expenses,143.7,97.25,127.85,97.58,118.33,96.9,102.14,84.28,123.25,119.87
6,Operating Income,2.7,76.13,43.14,59.05,-29.81,98.31,27.71,87.3,-50.07,83.61
7,Interest Expense,-17.06,-5.69,-6.36,-6.49,-8.55,-9.6,-10.21,-10.7,-11.29,-10.35
8,Interest & Investment Income,7.29,9.05,7.96,7.66,8.85,4.85,5.63,14.7,5.78,9.47
9,Currency Exchange Gain (Loss),1.82,1.62,-0.49,2.83,3.08,-1.31,-0.98,-6.22,1.31,1.14
10,Other Non Operating Income (Expenses),13.79,15.94,13.21,14.07,16.24,23.1,10.01,9.29,8.6,6.25
11,EBT Excluding Unusual Items,8.52,97.05,57.46,77.12,-10.19,115.34,32.16,94.37,-45.67,90.13
12,Impairment of Goodwill,-,-,-,-,-,-15.51,-,-1.4,-76,-60
13,Gain (Loss) on Sale of Investments,-11.4,-2.6,1.72,-2.08,-2.36,-6.02,3.69,6.71,-2.58,2.88
14,Gain (Loss) on Sale of Assets,-0.22,-0.1,-0.09,-0.57,-0.01,-0.44,-0.01,-1.32,-0.19,-0.21
15,Other Unusual Items,-,-,-,3.71,3.69,-,-,-,-,-
16,Pretax Income,-3.1,94.35,59.08,78.18,-8.87,93.37,35.84,98.36,-124.45,32.8
17,Income Tax Expense,21.56,32.69,29.72,29.63,13.4,41.24,21.04,22.19,1.77,39.66
18,Earnings From Continuing Operations,-24.66,61.66,29.37,48.56,-22.27,52.13,14.8,76.16,-126.22,-6.86
19,Minority Interest in Earnings,5.12,8.75,21.29,15.91,17.5,11.31,16.08,4.79,19.9,13.49
20,Net Income,-19.54,70.41,50.66,64.47,-4.77,63.43,30.88,80.95,-106.32,6.63
21,Net Income to Common,-19.54,70.41,50.66,64.47,-4.77,63.43,30.88,80.95,-106.32,6.63
22,Net Income Growth,-,9.21%,-,1.63%,-,-21.64%,-,1121.55%,-,-91.95%
23,Shares Outstanding (Basic),334,334,334,334,334,334,334,334,334,334
24,Shares Outstanding (Diluted),334,334,334,334,334,334,334,334,334,334
25,EPS (Basic),-0.06,0.21,0.15,0.19,-0.01,0.19,0.09,0.24,-0.32,0.02
26,EPS (Diluted),-0.06,0.21,0.15,0.19,-0.01,0.19,0.09,0.24,-0.32,0.02
27,EPS Growth,-,9.21%,-,1.63%,-,-21.60%,-,1120.97%,-,-91.95%
28,Free Cash Flow,-0.49,93.11,-19.8,99.39,6.81,80.54,81.66,151.57,-38.74,-89.3
29,Free Cash Flow Per Share,-0.00,0.28,-0.06,0.30,0.02,0.24,0.24,0.45,-0.12,-0.27
30,Operating Margin,0.27%,7.22%,4.37%,6.01%,-3.46%,9.08%,3.18%,8.87%,-6.58%,8.03%
31,Profit Margin,-1.98%,6.68%,5.13%,6.56%,-0.55%,5.86%,3.54%,8.23%,-13.97%,0.64%
32,Free Cash Flow Margin,-0.05%,8.83%,-2.00%,10.11%,0.79%,7.44%,9.37%,15.40%,-5.09%,-8.58%
33,EBITDA,56.5,129.19,97.99,115.63,27.2,156.33,83.29,142.38,4.12,130.69
34,D&A For EBITDA,53.8,53.06,54.85,56.58,57.01,58.02,55.59,55.08,54.19,47.08
35,EBIT,2.7,76.13,43.14,59.05,-29.81,98.31,27.71,87.3,-50.07,83.61
