,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jan '25 Jan 8, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,669,836,655,535,602,635,963,1455,1070,993,1552
1,Market Cap Growth,56.25%,56.25%,8.89%,-15.79%,-37.50%,-56.32%,-10.00%,46.46%,-31.03%,-41.19%,-27.84%
2,Enterprise Value,508,595,356,215,406,417,835,1425,1160,817,1385
3,Last Close Price,2.00,2.50,1.96,1.60,1.80,1.90,2.88,4.35,3.20,2.97,4.64
4,PE Ratio,12.24,-,4.91,4.30,8.92,-,8.32,10.82,-35.51,-,18.68
5,Forward PE,-,11.15,11.15,11.15,11.15,11.15,11.15,11.15,6.95,6.95,6.95
6,PS Ratio,0.31,0.38,0.29,0.25,0.29,0.28,0.40,0.65,0.52,0.50,0.71
7,PB Ratio,0.44,0.55,0.40,0.32,0.35,0.37,0.53,0.85,0.64,0.68,0.95
8,P/TBV Ratio,0.62,0.62,0.43,0.33,0.36,0.39,0.56,0.92,0.70,0.75,1.12
9,P/FCF Ratio,6.72,-,8.12,-,5.01,6.21,4.84,5.19,7.99,-,-
10,P/OCF Ratio,4.09,4.09,2.91,2.12,2.40,2.38,2.35,2.99,3.27,15.40,14.13
11,PEG Ratio,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,1.00,1.00,1.00
12,EV/Sales Ratio,0.23,0.27,0.16,0.10,0.19,0.18,0.35,0.64,0.56,0.41,0.63
13,EV/EBITDA Ratio,2.10,2.98,1.42,0.93,2.52,1.94,2.84,5.25,6.67,5.52,5.00
14,EV/EBIT Ratio,5.99,7.03,2.71,1.95,12.29,-,5.40,10.30,26.24,-,7.91
15,EV/FCF Ratio,5.10,-,4.41,-,3.38,4.07,4.19,5.08,8.66,-,-
16,Debt / Equity Ratio,0.25,0.25,0.28,0.28,0.30,0.37,0.37,0.39,0.34,0.43,0.40
17,Debt / FCF Ratio,3.93,-,5.82,-,4.30,6.24,3.36,2.35,4.30,-,-
18,Return on Capital Employed (ROCE),4.19%,4.19%,6.42%,5.36%,1.55%,-,6.54%,6.13%,2.00%,-,8.29%
19,Earnings Yield,8.17%,6.54%,20.35%,23.25%,11.21%,10.82%,12.02%,9.25%,-2.82%,-11.01%,5.35%
20,FCF Yield,14.88%,11.90%,12.32%,16.07%,19.95%,16.10%,20.67%,19.28%,12.52%,-14.15%,-8.71%
