,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020","Sep '19 Sep 30, 2019"
0,Market Capitalization,31,23,47,311,507,507,507,507,203,2188,2633
1,Market Cap Growth,-95.45%,-92.59%,-90.76%,-38.64%,0%,0%,149.06%,-76.84%,-92.27%,1.06%,-
2,Enterprise Value,-12,-40,-21,236,419,518,518,518,205,2166,2523
3,Last Close Price,0.03,0.03,0.06,0.41,0.66,0.66,0.66,0.66,0.27,2.85,3.43
4,PE Ratio,-,-,-,46.92,-,79.17,-,32.66,61.72,178.66,221.44
5,PS Ratio,0.18,0.15,0.30,3.66,-,4.55,-,2.15,0.88,10.92,14.62
6,PB Ratio,0.20,0.14,0.29,1.77,2.98,3.07,3.13,3.26,0.81,8.89,10.70
7,P/TBV Ratio,0.14,0.14,0.29,1.77,2.98,2.57,2.60,2.69,0.81,8.89,10.79
8,P/FCF Ratio,-,-,-,-,-,70.26,-,28.87,42.22,-66.41,-
9,P/OCF Ratio,-,-,-,-,-,67.62,-,26.59,7.37,-201.05,-
10,EV/Sales Ratio,-,-,-,2.77,-,4.65,-,2.20,0.89,10.81,14.01
11,EV/EBITDA Ratio,-,-,-,73.50,-,78.15,-,43.57,-,97.79,136.04
12,EV/EBIT Ratio,-,-,-,195.14,-,105.40,-,66.60,-,119.06,162.73
13,EV/FCF Ratio,0.34,-,-,-,-,71.78,-,29.49,42.57,-65.76,-
14,Debt / Equity Ratio,0.00,0.00,0.00,0.00,0.03,0.02,0.02,0.03,0.22,0.27,0.21
15,Debt / FCF Ratio,-,-,-,-,-,0.54,-,0.24,11.47,-2.01,-
16,Return on Capital Employed (ROCE),-,-,-,0.69%,-,2.97%,-,5.00%,-,7.38%,6.27%
17,Earnings Yield,-68.35%,-92.95%,-8.79%,2.13%,-,1.26%,-,3.06%,1.62%,0.56%,0.45%
18,FCF Yield,-112.41%,-152.87%,-29.23%,-2.57%,-,1.42%,-,3.46%,2.37%,-1.51%,-2.19%
19,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,0.09%
20,Buyback Yield / Dilution,-5.66%,-11.32%,-,-,-,-,-,0.94%,1.10%,-2.63%,-36.16%
21,Total Shareholder Return,-5.66%,-11.32%,-,-,-,-,-,0.94%,1.10%,-2.63%,-36.07%
