,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,219,162,166,186,255,2590,3189,2526,2647,2105,2007
1,Market Cap Growth,-13.04%,-13.04%,-34.92%,-92.81%,-92.01%,2.56%,20.49%,20.00%,31.85%,-,-
2,Enterprise Value,1338,1037,1077,869,848,3180,3990,2845,3138,2454,2709
3,Last Close Price,0.25,0.20,0.20,0.23,0.32,3.20,3.94,3.12,3.27,2.56,2.44
4,PE Ratio,-,-,13.71,-0.57,-,-,62.15,8.92,6.72,14.95,-
5,PS Ratio,0.07,0.06,0.06,0.09,0.12,0.73,0.90,0.72,0.66,1.43,-
6,PB Ratio,0.19,0.15,0.15,0.17,0.23,1.61,1.93,1.55,1.69,1.57,1.65
7,P/TBV Ratio,0.15,0.15,0.15,0.17,0.23,1.61,1.93,1.56,1.70,1.57,1.65
8,P/FCF Ratio,-,-,-4.92,-,-,49.33,-,-,10.19,30.09,-
9,P/OCF Ratio,-,-,-5.20,-,-,45.08,-,-,9.57,30.09,-
10,EV/Sales Ratio,0.48,0.37,0.36,0.43,0.39,0.90,1.12,0.81,0.78,1.67,-
11,EV/EBITDA Ratio,16.70,13.20,7.46,-10.79,-,23.42,23.07,6.69,4.88,9.09,-
12,EV/EBIT Ratio,18.61,14.43,7.85,-9.98,-,25.33,24.51,6.88,4.94,9.17,-
13,EV/FCF Ratio,-19.20,-,-31.90,-,-,60.55,-,-,12.08,35.09,-
14,Debt / Equity Ratio,1.42,1.42,1.03,1.06,0.90,0.60,0.59,0.63,0.44,0.54,0.73
15,Debt / FCF Ratio,-,-,-34.17,-,-,18.36,-,-,2.66,10.30,-
16,Return on Capital Employed (ROCE),4.41%,4.41%,8.05%,-4.82%,-,6.95%,7.82%,21.47%,34.55%,16.15%,-
17,Earnings Yield,-10.26%,-13.91%,7.30%,-174.70%,-154.00%,-1.52%,1.61%,11.22%,14.88%,6.69%,-
18,FCF Yield,-31.74%,-43.03%,-20.34%,-189.55%,-73.62%,2.03%,-5.99%,0.47%,9.82%,3.32%,-
19,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,1.93%,-
20,Buyback Yield / Dilution,-0.00%,-,-0.01%,-0.27%,-2.50%,-2.23%,-1.29%,2.45%,-,-34.91%,-
21,Total Shareholder Return,-0.00%,-,-0.01%,-0.27%,-2.50%,-2.23%,-1.29%,2.45%,-,-32.98%,-
