,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020"
0,Revenue,242.38,158.27,80.15,106.4,101.95,80.52,142.68,179.33,171.52,95.35
1,Revenue Growth (YoY),202.41%,48.75%,-21.38%,32.14%,-28.55%,-55.10%,-16.81%,88.07%,14.25%,-
2,Cost of Revenue,221.28,146.8,70.37,92.94,90.15,80.44,126.44,172.68,156.79,74.45
3,Gross Profit,21.11,11.47,9.78,13.46,11.8,0.08,16.24,6.65,14.73,20.9
4,"Selling, General & Admin",11.27,10.4,8.35,8.69,8.04,9.39,8.03,9.46,6.27,-1.38
5,Operating Expenses,19.03,60.23,8.77,10.63,8.29,9.71,6.92,11.07,7.08,-1.82
6,Operating Income,2.08,-48.76,1.01,2.83,3.51,-9.63,9.33,-4.42,7.65,22.72
7,Interest Expense,-0.28,-0.3,-0.05,-0.01,-0.02,-0.03,-0.05,-0.06,-0.05,-0.04
8,Interest & Investment Income,0.69,0.89,0.75,0.59,0.01,0.21,0.18,0.27,0.96,0.84
9,Earnings From Equity Investments,-0.15,-,-,-,-,-,-,-,-,-
10,Currency Exchange Gain (Loss),-,0.28,-,-,-,-,-,-,-,-
11,Other Non Operating Income (Expenses),0.14,2.98,0.22,0.01,0.27,0.68,0.01,0.83,-,0.3
12,EBT Excluding Unusual Items,2.48,-44.91,1.94,3.42,3.78,-8.78,9.47,-3.38,8.55,23.81
13,Gain (Loss) on Sale of Investments,-,-,-,-,-,-0.03,0.03,-,-,-
14,Gain (Loss) on Sale of Assets,0.03,-,-,-,-,0.03,-,-,-,-
15,Asset Writedown,-0.96,-15.8,-3.35,-4.67,-,0.94,0.22,-,-,0.05
16,Other Unusual Items,-,0.17,-,0.47,1.06,-,-,1.05,2.09,-15
17,Pretax Income,1.55,-60.54,-1.41,-0.78,4.84,-7.84,9.72,-2.33,10.64,8.86
18,Income Tax Expense,0.32,-7.05,0.21,0.62,0.59,-1.01,1.46,0.83,1.53,2.6
19,Net Income,1.23,-53.49,-1.62,-1.4,4.25,-6.83,8.25,-3.16,9.12,6.25
20,Net Income to Common,1.23,-53.49,-1.62,-1.4,4.25,-6.83,8.25,-3.16,9.12,6.25
21,Net Income Growth,-,-,-,-,-48.49%,-,-9.45%,-,-57.40%,-
22,Shares Outstanding (Basic),1000,1000,1000,1000,1000,1000,1000,1000,1000,854
23,Shares Outstanding (Diluted),1000,1000,1000,1000,1000,1000,1000,1000,1000,854
24,Shares Change (YoY),-,-,-,-,-,-,-,17.12%,33.33%,-
25,EPS (Basic),0.00,-0.05,-0.00,-0.00,0.00,-0.01,0.01,-0.00,0.01,0.01
26,EPS (Diluted),0.00,-0.05,-0.00,-0.00,0.00,-0.01,0.01,-0.00,0.01,0.01
27,EPS Growth,-,-,-,-,-48.49%,-,-9.45%,-,-68.05%,-
28,Free Cash Flow,29.46,10.34,-21.22,51.33,-8.63,8.69,46.54,-14.04,-58.16,59.38
29,Free Cash Flow Per Share,0.03,0.01,-0.02,0.05,-0.01,0.01,0.05,-0.01,-0.06,0.07
30,Operating Margin,0.86%,-30.80%,1.26%,2.66%,3.45%,-11.96%,6.54%,-2.47%,4.46%,23.83%
31,Profit Margin,0.51%,-33.80%,-2.01%,-1.32%,4.17%,-8.48%,5.79%,-1.76%,5.31%,6.56%
32,Free Cash Flow Margin,12.15%,6.53%,-26.47%,48.24%,-8.47%,10.80%,32.62%,-7.83%,-33.91%,62.28%
33,EBITDA,2.99,-47.9,2.22,4.38,4.66,-8.45,10.49,-3.28,7.82,22.89
34,D&A For EBITDA,0.92,0.85,1.21,1.55,1.14,1.19,1.16,1.14,0.17,0.17
35,EBIT,2.08,-48.76,1.01,2.83,3.51,-9.63,9.33,-4.42,7.65,22.72
