,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,12488,11504,10080,10468,11576,12276,14582,11445,9595,9043,11621,11334,11895,11610,12776,11984,12186,13096,15331,17379,21031,Upgrade
1,Market Cap Growth,-6.29%,-6.29%,-30.88%,-8.54%,20.65%,35.75%,25.48%,0.98%,-19.34%,-22.11%,-9.04%,-5.43%,-2.39%,-11.34%,-16.66%,-31.04%,-42.05%,-36.80%,-33.50%,-38.52%,73.69%,Upgrade
2,Enterprise Value,11753,10682,9177,8820,9928,10697,13164,10056,8206,7620,10345,10284,10846,10620,11773,10857,11424,12287,14385,16627,20279,Upgrade
3,Last Close Price,12.09,11.19,9.77,10.08,11.22,11.85,14.10,10.92,9.07,8.51,11.09,10.80,11.35,11.04,12.22,11.39,11.65,12.53,14.83,16.71,20.42,Upgrade
4,PE Ratio,106.08,81.13,-,38.11,75.76,67.27,82.07,80.10,71.13,74.03,123.49,96.57,102.39,98.72,108.56,115.22,117.69,104.85,130.84,143.26,159.72,Upgrade
5,Forward PE,-,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,11.86,Upgrade
6,PS Ratio,5.04,3.85,3.38,3.60,3.94,4.04,4.63,3.56,2.97,2.85,3.76,3.72,3.92,3.73,4.08,3.84,4.11,4.82,5.82,6.52,7.84,Upgrade
7,PB Ratio,4.39,3.29,2.90,2.91,3.34,3.57,-,3.35,2.82,2.70,3.51,3.40,3.57,3.54,3.91,3.71,3.77,4.13,4.85,5.47,6.62,Upgrade
8,P/TBV Ratio,3.45,3.45,3.04,3.05,3.51,3.77,-,3.55,2.99,2.87,3.74,3.62,3.81,3.78,4.18,3.97,4.04,4.38,5.14,5.78,6.96,Upgrade
9,P/FCF Ratio,-,-,-,-,-550.33,124.30,502.08,-,53.67,-,44.81,51.30,150.65,41.77,-,-,-434.48,-,-,-,-5285.38,Upgrade
10,P/OCF Ratio,-,-,-,-,99.69,52.25,100.97,-,35.43,-,36.76,40.33,108.94,34.27,53.16,-,390.76,-,-,-,537.23,Upgrade
11,EV/Sales Ratio,3.94,3.58,3.07,3.03,3.38,3.52,4.18,3.13,2.54,2.40,3.35,3.38,3.57,3.41,3.76,3.48,3.85,4.52,5.46,6.24,7.56,Upgrade
12,EV/EBITDA Ratio,606.10,594.57,312.45,2270.54,-,216.23,-,161.72,171.15,166.91,175.36,181.87,208.04,113.71,130.24,109.13,225.43,344.49,518.64,-,184.51,Upgrade
13,EV/EBIT Ratio,-,-288.07,-,-,-,-1767.28,-,1141.47,-1541.08,-,1882.36,-,-,280.08,329.10,-,-3915.79,-719.99,-614.10,-,331.64,Upgrade
14,EV/FCF Ratio,-60.14,-,-,-,-472.00,108.31,453.25,-,45.90,-,39.89,46.55,137.36,38.21,-,-,-407.29,-,-,-,-5096.41,Upgrade
15,Debt / Equity Ratio,0.03,0.03,0.03,0.03,0.03,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
16,Debt / EBITDA Ratio,3.72,1.86,1.42,16.99,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-5.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
18,Asset Turnover,0.61,0.67,0.52,-,-,-,0.58,1.06,0.75,0.71,0.60,1.04,0.71,0.70,0.61,1.14,0.73,0.70,0.47,0.91,Upgrade,
19,Inventory Turnover,4.19,3.74,4.11,3.37,-,-,-,3.32,5.26,3.41,3.19,2.91,4.63,2.90,2.87,2.64,4.20,2.56,3.02,2.52,3.44,Upgrade
20,Quick Ratio,2.51,2.51,2.49,2.80,2.67,3.33,-,3.82,3.29,3.22,3.01,3.10,3.27,3.32,3.35,3.44,2.91,2.81,2.88,3.61,2.93,Upgrade
21,Current Ratio,3.54,3.54,3.37,3.80,3.46,4.22,-,4.81,4.08,4.28,4.05,4.18,4.22,4.69,4.65,4.83,3.97,4.31,4.29,4.61,4.04,Upgrade
22,Return on Equity (ROE),1.69%,-5.32%,15.25%,-,-,-,1.50%,8.06%,4.62%,2.72%,0.57%,6.93%,1.32%,5.66%,0.53%,7.27%,1.50%,4.13%,0.40%,10.09%,Upgrade,
23,Return on Assets (ROA),0.08%,-0.02%,-0.68%,-,-,-,0.40%,0.05%,-0.48%,0.56%,-0.45%,-0.08%,0.32%,0.35%,-0.77%,2.50%,0.18%,0.96%,-3.87%,1.65%,Upgrade,
24,Return on Capital (ROIC),0.09%,-0.02%,-0.82%,-,-,-,0.49%,0.07%,-0.60%,0.70%,-0.56%,-0.10%,0.38%,0.43%,-0.95%,3.10%,0.22%,1.17%,-4.74%,2.03%,Upgrade,
25,Return on Capital Employed (ROCE),-,-1.03%,-,-,-,-0.18%,-,0.26%,-0.16%,-,0.17%,-,-,1.15%,1.09%,-,-0.09%,-0.54%,-0.74%,-,1.92%,Upgrade
26,Earnings Yield,1.14%,1.23%,1.69%,2.62%,1.32%,1.49%,1.22%,1.25%,1.41%,1.35%,0.81%,1.04%,0.98%,1.01%,0.92%,0.87%,0.85%,0.95%,0.76%,0.70%,0.63%,Upgrade
