,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019"
0,Operating Revenue,402.16,374.61,263.71,-,318.55,298.39,265.81,334.16,334.16,233.23,303.98,277.23,247.57,245.84,276.27,343.4,331.89,297.12,173.84,308.14
1,Other Revenue,-,-,-,-,-,-,-,9.52,9.52,17.49,-,23.48,-5.41,5.41,-,23.55,-9.13,9.13,-,29.51
2,Revenue,402.16,374.61,263.71,355.74,318.55,298.39,265.81,343.68,343.68,250.72,303.98,300.7,242.16,251.25,276.27,366.95,322.76,306.25,173.84,337.65
3,Revenue Growth (YoY),26.25%,25.54%,-0.79%,3.51%,-7.31%,19.01%,-12.56%,14.29%,41.92%,-0.21%,10.03%,-18.05%,-24.97%,-17.96%,58.92%,8.68%,-,-,-,-
4,Cost of Revenue,343.38,291.23,204.41,-,231.22,228.59,196.83,273.77,273.77,190.27,227.03,249.03,181.25,186.36,213.81,311.41,248.6,233.76,133,203.49
5,Gross Profit,58.78,83.38,59.29,80.88,87.34,69.81,68.97,69.9,69.9,60.46,76.95,51.67,60.92,64.9,62.46,55.54,74.16,72.5,40.84,134.17
6,"Selling, General & Admin",28.65,33.94,20.14,-,26.26,25.2,22.32,25.05,25.05,17.37,20.7,27.62,18.78,14.22,19.83,29.25,18.16,17.42,13.88,81.77
7,Research & Development,17.12,12.23,12.88,-,13.39,12,10.06,13.18,13.18,8.99,8.94,9.82,12.58,16.12,6.33,5.54,5.11,4.19,3.59,17.7
8,Other Operating Expenses,0.24,-0.35,2.38,-,1.57,2.03,1.53,2.07,2.07,2.05,1.57,4.76,-0.41,0.57,2.3,2.54,2.08,1.62,2.48,9.44
9,Operating Expenses,47.26,48.02,36.2,-,44.24,41.4,33.74,41.43,41.43,27.51,32.19,42.08,30.84,30.6,28.85,34.74,24.83,28.48,16.4,109.16
10,Operating Income,11.51,35.36,23.09,-,43.09,28.41,35.23,28.48,28.48,32.95,44.76,9.59,30.08,34.3,33.61,20.8,49.33,44.02,24.44,25
11,Interest Expense,-2.38,-1.05,-0.4,-0.36,-0.43,-0.55,-0.56,-0.85,-0.85,-1.07,-1.18,-1.1,-0.59,-0.45,-0.85,-0.04,-,-0.48,-0.93,-6.81
12,Interest & Investment Income,4.09,1.84,3.01,-,4.83,1.91,0.91,8.83,8.83,2.65,1.18,2.68,4.31,4.64,0.69,0.15,1.85,1.17,0.66,4.01
13,Other Non Operating Income (Expenses),1.02,-0.1,-0.05,-,6.6,-5.37,5.04,-0.43,-0.43,0.75,-0.01,-0.43,0.82,-1.09,0.24,-0.07,-0.64,0.29,0.19,-0.03
14,EBT Excluding Unusual Items,14.24,36.06,25.65,40.04,54.09,24.4,40.63,36.03,36.03,35.27,44.75,10.74,34.63,37.4,33.69,20.85,50.53,45,24.36,22.17
15,Gain (Loss) on Sale of Investments,-1.24,0.7,1.93,-,-2.92,2.25,1.29,0.82,0.82,1.27,1.94,2.43,-0.09,0.55,0.66,0.01,-,-,-,-
16,Gain (Loss) on Sale of Assets,0,0.29,0.12,-,-0.07,0.69,0.09,0.37,0.37,0.06,0,-0.63,-0.04,0.04,5.21,-0.76,1.12,0.29,-,0.04
17,Asset Writedown,0.12,-1.71,1.71,-,3.74,0.96,-0.96,0.03,0.03,-0.7,0.7,0.39,-0.39,0.09,-0.09,2.02,-2.02,0.04,-0.04,-0.35
18,Other Unusual Items,-0.7,-1.84,2.54,-,-6.24,6.24,-,2.37,2.37,0.06,-,9.59,-2.22,0.13,-,5.05,0.1,-0.1,-,1.44
19,Pretax Income,12.42,33.5,31.95,-,48.59,34.55,41.04,39.62,39.62,35.97,47.4,22.53,31.89,38.2,39.47,27.17,49.73,45.23,24.32,23.29
20,Income Tax Expense,2.96,7.67,4.68,-,6.73,5.46,8.67,4.73,4.73,4.7,11.66,-3.1,4.89,5.92,12.79,2.28,9.42,8.55,8.16,2.21
21,Earnings From Continuing Operations,9.46,25.83,27.27,37.55,41.87,29.09,32.37,34.89,34.89,31.26,35.74,25.62,27,32.28,26.68,24.89,40.31,36.68,16.16,21.08
22,Net Income to Company,9.46,25.83,27.27,-,41.87,29.09,32.37,34.89,34.89,31.26,35.74,25.62,27,32.28,26.68,24.89,40.31,36.68,16.16,21.08
23,Minority Interest in Earnings,-3.17,-5.98,-2.99,-,-3.8,-5.26,-2.99,-4.83,-4.83,-5.54,-6.04,-3.15,-1.9,-1.52,-2.19,-3.21,-3.07,-3.08,-1.22,-2.06
24,Net Income,6.3,19.84,24.28,33.78,38.07,23.83,29.38,30.06,30.06,25.73,29.7,22.48,25.1,30.76,24.49,21.68,37.24,33.6,14.94,19.02
25,Net Income to Common,6.3,19.84,24.28,-,38.07,23.83,29.38,30.06,30.06,25.73,29.7,22.48,25.1,30.76,24.49,21.68,37.24,33.6,14.94,19.02
26,Net Income Growth,-83.46%,-16.73%,-17.35%,12.36%,26.62%,-7.37%,-1.07%,33.76%,19.76%,-16.37%,21.25%,3.66%,-32.60%,-8.44%,63.94%,14.01%,-,-,-,-
27,Shares Outstanding (Basic),141,133,135,135,130,139,134,134,134,129,135,132,132,133,136,106,101,99,100,100
28,Shares Outstanding (Diluted),141,133,135,135,130,139,134,134,134,129,135,132,132,133,136,106,101,99,100,100
29,Shares Change (YoY),8.92%,-4.88%,1.01%,1.23%,-2.88%,8.06%,-1.07%,0.95%,1.08%,-3.40%,-0.79%,24.58%,30.79%,35.48%,36.61%,6.29%,-,-,-,-
30,EPS (Basic),0.04,0.15,0.18,-,0.29,0.17,0.22,0.22,0.22,0.20,0.22,0.17,0.19,0.23,0.18,0.20,0.37,0.34,0.15,0.19
31,EPS (Diluted),0.04,0.15,0.18,0.26,0.29,0.17,0.22,0.22,0.22,0.20,0.22,0.17,0.19,0.23,0.18,0.20,0.37,0.34,0.15,0.19
32,EPS Growth,-84.82%,-12.46%,-18.18%,13.84%,30.38%,-14.28%,0%,32.50%,18.49%,-13.43%,22.22%,-16.79%,-48.46%,-32.42%,20.00%,7.27%,-,-,-,-
33,Free Cash Flow,11.69,-13.36,-58.15,10.98,-15.5,24.41,-97.71,35.58,35.58,38.74,13.74,46.72,19.66,-1.19,36.04,89.78,46.94,25.86,11.96,-
