,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,71.77,61.96,57.21,81.76,61.31,39.99,44.49,55.76,44.23,57.75,37.27,50.45,34.6,36.22,32.52,41.9,29.26,33.25,19.11
1,Other Revenue,-2.88,2.88,-,3.33,-1.24,1.24,-,0.24,-,-,-,-,-,-,-,-,-,-,-
2,Revenue,68.89,64.84,57.21,85.09,60.06,41.23,44.49,56,44.23,57.75,37.27,50.45,34.6,36.22,32.52,41.9,29.26,33.25,19.11
3,Revenue Growth (YoY),14.70%,57.27%,28.59%,51.95%,35.81%,-28.61%,19.35%,11.01%,27.82%,59.44%,14.63%,20.41%,18.26%,8.93%,70.19%,-,-,-,-
4,Cost of Revenue,15.78,15.11,10.7,13.91,10.36,8.66,8.65,10.75,6.64,7.86,6.01,8.61,5.85,6.51,6.33,8.04,4.91,4.22,3.65
5,Gross Profit,53.11,49.74,46.5,71.18,49.7,32.57,35.84,45.25,37.59,49.89,31.27,41.84,28.76,29.71,26.19,33.86,24.35,29.04,15.45
6,"Selling, General & Admin",25.67,26.73,25.74,44.83,27.89,22.04,21.41,32.97,22.18,30.07,20.35,28.8,15.99,15.11,13.11,21.45,12.63,16.26,9.29
7,Research & Development,5.58,5.77,5.28,9.22,5.54,6.36,5.66,9.45,7.63,7.91,5.62,11.81,6.05,4.44,3.58,4.57,4.17,4.87,2.66
8,Other Operating Expenses,-5.19,2.35,-2.32,0.85,0.45,0.53,0.27,5.08,-0.78,-1.3,-0.96,4.78,-1.66,-0.77,-1.7,5.7,-0.45,-4.34,0.21
9,Operating Expenses,26.09,34.82,28.71,54.89,33.95,28.86,27.39,47.51,29.01,36.71,25.02,45.4,20.38,18.73,14.98,31.75,16.33,16.83,12.17
10,Operating Income,27.02,14.91,17.8,16.29,15.75,3.71,8.45,-2.27,8.57,13.18,6.25,-3.55,8.38,10.98,11.2,2.11,8.02,12.21,3.29
11,Interest Expense,-0.02,-0.36,-0.51,-0.53,-0.55,-0.55,-0.58,-1.13,-0.44,-0.1,-0.11,-0.07,-0.16,-0.13,-0.13,-,-,-,-
12,Interest & Investment Income,1.36,1.68,1.32,1.12,1.75,1.23,1.34,2.19,2.56,2.79,2.23,2.37,1.81,0.84,1.47,1.64,1.3,1.37,0.73
