,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,2731,2426,2347,2160,2036,2923,3169,3233,3971,3419,3586,4294,4243,4554,4421,4679,4418,4905,6229,6736,6214,Upgrade
1,Market Cap Growth,-16.99%,-16.99%,-25.92%,-33.17%,-48.72%,-14.51%,-11.64%,-24.72%,-6.41%,-24.92%,-18.88%,-8.23%,-3.96%,-7.16%,-29.03%,-30.54%,-28.91%,-28.76%,-,-,-,Upgrade
2,Enterprise Value,3004,2699,2531,2301,2067,2988,3131,3252,4278,3726,3260,4547,4007,4318,3383,4444,3267,3754,4767,5409,6479,Upgrade
3,Last Close Price,16.94,15.05,14.56,13.40,12.68,18.14,19.62,20.01,24.58,21.17,22.20,26.25,25.94,27.84,27.03,28.60,26.11,28.99,36.82,39.81,36.09,Upgrade
4,PE Ratio,-,-,-,-,-,-,-,-,-,-,21.96,23.61,23.29,27.49,33.81,32.22,29.05,35.87,47.41,47.22,35.06,Upgrade
5,Forward PE,130.31,222.96,80.35,48.85,15.87,23.95,27.38,29.64,16.14,15.02,16.62,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PS Ratio,1.84,1.63,1.60,1.50,1.54,2.37,2.66,2.79,3.17,2.42,2.44,2.98,3.11,3.64,3.69,4.04,4.07,4.85,6.33,6.55,5.35,Upgrade
7,PB Ratio,1.05,0.90,0.87,0.80,0.75,1.07,1.15,1.16,1.41,1.21,1.24,1.48,1.47,1.60,1.65,1.79,1.69,1.87,2.33,2.56,2.31,Upgrade
8,P/TBV Ratio,1.03,1.03,1.00,0.91,0.86,1.23,1.31,1.32,1.63,1.39,1.44,1.72,1.68,1.84,1.77,1.91,1.80,1.99,2.47,2.70,2.43,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-13.90,-,-,-,-,-,-,-,73.23,76.59,Upgrade
10,P/OCF Ratio,-,-,-,36.25,-,40.94,-86.90,107.93,-,-,15.32,31.94,39.60,62.34,-,28.36,31.23,25.68,26.43,32.63,31.90,Upgrade
11,EV/Sales Ratio,2.02,1.81,1.73,1.60,1.56,2.42,2.63,2.81,3.41,2.64,2.22,3.16,2.94,3.45,2.82,3.84,3.01,3.71,4.84,5.26,5.58,Upgrade
12,EV/EBITDA Ratio,44.15,-,27.46,32.56,67.76,230.28,-242.30,-,72.69,-,14.05,17.70,15.18,18.98,20.92,24.49,18.71,24.19,28.24,29.31,25.83,Upgrade
13,EV/EBIT Ratio,-,-,-108.30,-,-27.47,-,-,-,-,-,-,24.09,20.13,26.27,33.64,36.39,27.50,-,40.82,40.43,32.16,Upgrade
14,EV/FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-14.72,-,-,-,-,-,-,-,58.81,79.85,Upgrade
15,Debt / Equity Ratio,0.43,0.43,0.43,0.42,0.36,0.33,0.36,0.41,0.34,0.30,0.31,0.32,0.27,0.22,0.17,0.20,0.20,0.20,0.14,0.08,0.08,Upgrade
16,Debt / EBITDA Ratio,16.99,-,9.64,8.92,8.05,85.03,29.29,-,18.84,-,17.05,3.84,2.27,2.06,2.92,2.01,2.62,15.93,1.65,0.90,1.78,Upgrade
17,Debt / FCF Ratio,-,-,-,-,-,-,-,-,-,-,-,-2.97,-,-,-,-,-,-,-,2.30,2.64,Upgrade
18,Asset Turnover,-,0.34,0.40,0.36,0.34,0.31,0.29,0.26,0.29,0.27,0.37,0.43,0.40,0.32,0.38,0.38,0.37,0.29,0.33,0.32,Upgrade,
19,Inventory Turnover,-,-,3.94,4.92,4.09,4.17,3.84,3.54,2.68,3.35,2.91,3.39,3.47,3.13,3.74,5.01,5.02,4.30,2.44,2.64,2.69,Upgrade
20,Quick Ratio,-,-,1.22,1.35,1.45,1.50,1.52,1.57,1.54,1.58,1.16,1.60,1.21,2.00,1.84,2.77,1.59,3.05,3.59,6.03,5.78,Upgrade
21,Current Ratio,-,-,1.54,1.66,1.81,1.87,1.92,1.92,2.03,2.04,2.09,2.00,2.41,2.53,3.69,3.18,3.35,3.42,4.67,7.02,7.34,Upgrade
22,Return on Equity (ROE),-3.85%,-1.97%,-1.48%,-0.60%,-5.65%,-3.59%,-2.76%,-2.95%,-9.22%,0.51%,6.22%,8.40%,8.29%,3.69%,6.95%,5.85%,3.42%,5.82%,7.84%,3.42%,Upgrade,
23,Return on Assets (ROA),-,0.13%,-0.04%,0.14%,-1.69%,-0.82%,-2.20%,-0.59%,-2.84%,-0.20%,2.26%,4.37%,4.03%,1.77%,3.68%,2.65%,-0.49%,3.66%,3.79%,1.44%,Upgrade,
24,Return on Capital (ROIC),-3.04%,0.15%,-0.04%,0.16%,-1.85%,-0.89%,-2.38%,-0.65%,-3.18%,-0.23%,2.56%,4.87%,4.37%,1.87%,3.88%,2.78%,-0.51%,3.81%,3.94%,1.51%,Upgrade,
25,Return on Capital Employed (ROCE),-,-,-0.78%,-,-2.46%,-,-,-,-,-,-,5.77%,6.27%,5.41%,3.63%,4.56%,4.52%,-,4.34%,5.05%,7.43%,Upgrade
26,Earnings Yield,-1.95%,-2.20%,-2.69%,-3.48%,-4.06%,-3.29%,-3.77%,-2.80%,-0.74%,1.27%,4.55%,4.24%,4.29%,3.64%,2.96%,3.10%,3.44%,2.79%,2.11%,2.12%,2.85%,Upgrade
27,FCF Yield,-,-10.20%,-8.83%,-7.95%,-5.78%,-8.99%,-7.75%,-5.66%,-5.53%,-4.05%,-7.20%,-9.42%,-8.76%,-7.75%,-3.93%,-2.19%,0.45%,1.26%,1.37%,1.31%,Upgrade,
28,Dividend Yield,0.00%,-,-,-,-,-,-,-,-,-,-,-,-,1.21%,-,-,-,0.81%,-,-,-,Upgrade
29,Payout Ratio,0.00%,-,-,-,-,-,-,-,-,-,1066.09%,14.02%,9.71%,17.26%,14.54%,87.20%,6.39%,-,23.69%,203.93%,15.65%,Upgrade
30,Buyback Yield / Dilution,-0.29%,-0.82%,-0.71%,-1.14%,1.44%,1.11%,-0.29%,4.30%,-3.86%,-1.03%,0.45%,-4.67%,4.52%,3.27%,3.65%,6.44%,-3.08%,-11.14%,-35.16%,-34.33%,-35.34%,Upgrade
31,Total Shareholder Return,-0.29%,-0.82%,-0.71%,-1.14%,1.44%,1.11%,-0.29%,4.30%,-3.86%,-1.03%,0.45%,-4.67%,4.52%,4.47%,3.65%,6.44%,-3.08%,-10.33%,-35.16%,-34.33%,-35.34%,Upgrade
