,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+13 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+13 Quarters
0,Revenue,435554,304739,461338,237296,367631,295841,323099,329245,327260,299365,461371,255464,305552,184924,393058,223034,629891,246033,253753,178949,Upgrade
1,Revenue Growth (YoY),18.48%,3.01%,42.79%,-27.93%,12.34%,-1.18%,-29.97%,28.88%,7.10%,61.89%,17.38%,14.54%,-51.49%,-24.84%,54.90%,24.64%,159.32%,-1.87%,-7.83%,-39.11%,Upgrade
2,Cost of Revenue,398866,260075,-,208438,311594,261203,-,298592,301835,258092,412203,224678,294111,174768,373016,209666,595230,228132,243869,163130,Upgrade
3,Gross Profit,36687,44664,461338,28858,56036,34638,323099,30653,25425,41274,49168,30786,11441,10156,20041,13368,34661,17901,9884,15819,Upgrade
4,"Selling, General & Admin",10991,10646,414852,7885,15525,7650,307513,9437,10474,11673,13213,9653,9361,5431,6438,12439,14935,8971,8685,7374,Upgrade
5,Operating Expenses,10991,10646,414852,7885,15525,7650,307513,9437,10474,11673,13213,9653,9361,5431,6438,12439,14935,8971,8685,7374,Upgrade
6,Operating Income,25696,34018,46486,20973,40511,26988,15586,21217,14950,29601,35955,21133,2080,4725,13603,928.91,19727,8931,1199,8446,Upgrade
7,Interest Expense,-24201,-22499,-34201,-19462,-70118,-25207,-47390,-18010,-28726,-26594,-26449,-16901,-28410,-3482,-5093,-6459,-24266,-6117,-9097,-1721,Upgrade
8,Interest & Investment Income,2411,2750,2178,2392,-,2656,2395,2165,2102,2499,6030,162.59,-,191.43,186.15,15102,-,125.07,162.7,1.63,Upgrade
9,Currency Exchange Gain (Loss),-,-,-,-,1.03,-,-,-,-,-,-,-,80.86,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-1033,-787.65,-820.63,-28.4,-133.58,-123.01,-189.46,-10.57,-4722,-1232,-81.06,6.97,-10412,-735.09,-1769,-93,-13194,-1133,-2871,-40,Upgrade
