,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+12 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+12 Quarters
0,Market Capitalization,4878,4543,4661,3701,3680,3814,5172,5173,4252,4547,4138,3293,5138,4415,2624,2535,3001,3345,3167,3149,2879,Upgrade
1,Market Cap Growth,19.12%,19.12%,-9.86%,-28.45%,-13.45%,-16.13%,24.97%,57.10%,-17.26%,2.98%,57.69%,29.87%,71.22%,31.98%,-17.14%,-19.49%,4.23%,50.71%,16.75%,-8.46%,2.45%,Upgrade
2,Enterprise Value,7081,6511,6466,5464,5442,5391,6285,6175,5254,5763,5220,4484,6329,5540,3659,3721,4187,4417,4362,4041,3771,Upgrade
3,Last Close Price,26.63,24.80,24.92,19.78,19.67,20.38,27.37,27.38,22.50,24.06,24.65,19.61,30.60,26.05,15.48,14.96,17.70,19.54,18.50,18.33,16.76,Upgrade
4,PE Ratio,22.24,20.46,20.36,18.52,20.03,23.62,38.78,41.82,44.80,41.92,31.58,19.26,28.67,31.79,21.81,28.05,44.56,35.19,33.89,87.58,76.91,Upgrade
5,Forward PE,17.29,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,22.08,24.65,27.21,28.76,16.41,17.00,Upgrade
6,PS Ratio,1.23,1.13,1.18,0.95,0.96,1.05,1.49,1.52,1.46,1.77,1.68,1.42,2.12,1.89,1.15,1.20,1.55,1.55,1.55,1.69,1.61,Upgrade
7,PB Ratio,2.00,1.78,1.85,1.45,1.47,1.57,2.17,2.18,1.86,2.01,2.42,1.96,3.11,2.75,1.68,1.70,2.05,2.28,2.19,2.20,1.99,Upgrade
8,P/TBV Ratio,2.08,2.08,2.18,1.72,1.75,1.85,2.55,2.49,2.11,2.29,2.87,2.33,3.70,3.29,2.03,2.07,2.50,2.80,2.71,2.72,2.45,Upgrade
9,P/FCF Ratio,-,-,-,-,971.76,-21.32,-,-,-,-,-,-,38.60,46.59,-,-,18.85,-,-370.80,-7.40,-,Upgrade
10,P/OCF Ratio,13.03,-,10.77,-,9.58,13.49,111.52,-,83.61,-,-,8.51,14.40,13.87,18.33,7.03,7.59,-,8.43,-67.25,-21.66,Upgrade
11,EV/Sales Ratio,1.76,1.62,1.64,1.41,1.42,1.49,1.81,1.81,1.81,2.24,2.12,1.93,2.61,2.37,1.60,1.76,2.17,2.05,2.14,2.17,2.11,Upgrade
12,EV/EBITDA Ratio,10.29,9.96,10.27,8.32,9.08,10.55,13.50,15.27,15.15,15.29,13.37,9.98,14.03,12.05,8.72,10.60,13.56,14.95,16.94,22.05,23.48,Upgrade
13,EV/EBIT Ratio,15.72,14.12,14.73,11.62,13.13,16.43,21.59,26.23,28.18,25.63,21.55,14.86,20.61,17.35,12.64,16.18,21.12,22.58,25.98,38.32,40.49,Upgrade
14,EV/FCF Ratio,-35.10,-,-,-,1437.11,-30.13,-,-,-,-,-,-,47.55,58.46,-,-,26.30,-,-510.68,-9.50,-,Upgrade
15,Debt / Equity Ratio,1.07,1.07,1.02,1.03,0.99,1.06,1.02,0.77,0.81,0.82,1.06,1.03,0.98,1.04,0.88,0.87,0.78,0.88,0.82,1.09,0.91,Upgrade
16,Debt / EBITDA Ratio,3.98,3.83,4.10,3.28,3.35,4.18,3.28,3.23,5.42,4.27,3.91,5.13,3.87,3.40,2.16,3.79,3.09,3.90,3.29,8.96,4.17,Upgrade
17,Debt / FCF Ratio,-,-,-,-,656.10,-14.42,-,-,-,-,-,-,12.16,17.62,-,-,7.17,-,-138.95,-3.67,-,Upgrade
18,Asset Turnover,0.59,0.60,0.62,0.70,0.55,0.62,0.69,0.66,0.55,0.66,0.36,0.48,0.56,0.71,0.60,0.56,0.67,0.64,0.43,0.89,Upgrade,
19,Inventory Turnover,2.46,2.12,2.40,2.39,3.08,2.29,2.68,2.77,2.79,2.10,2.60,1.38,2.38,2.65,3.41,3.00,3.34,2.99,2.93,2.03,3.95,Upgrade
20,Quick Ratio,0.58,0.58,0.57,0.65,0.66,0.68,0.73,0.65,0.61,0.60,0.40,0.42,0.48,0.54,0.51,0.52,0.48,0.45,0.39,0.52,0.59,Upgrade
21,Current Ratio,1.16,1.16,1.09,1.16,1.14,1.16,1.18,1.26,1.22,1.25,1.00,1.02,0.99,0.99,0.96,0.98,0.95,0.94,0.90,0.99,1.02,Upgrade
22,Return on Equity (ROE),6.71%,9.13%,10.77%,10.96%,8.13%,6.26%,8.62%,6.66%,4.63%,5.65%,5.12%,12.83%,11.53%,16.95%,6.82%,-0.74%,6.16%,9.10%,1.20%,9.74%,Upgrade,
23,Return on Assets (ROA),5.22%,3.25%,5.89%,3.72%,4.33%,4.88%,4.36%,0.40%,3.45%,2.90%,2.37%,2.49%,5.16%,7.51%,3.59%,4.31%,4.59%,4.38%,1.53%,4.43%,Upgrade,
24,Return on Capital (ROIC),6.33%,4.06%,7.48%,4.75%,5.54%,6.34%,5.76%,0.52%,4.72%,4.23%,3.53%,3.60%,7.20%,10.31%,4.88%,5.53%,5.54%,5.20%,1.81%,5.39%,Upgrade,
25,Return on Capital Employed (ROCE),12.63%,12.93%,13.01%,13.72%,12.58%,9.91%,8.96%,7.73%,6.30%,7.61%,10.36%,12.97%,13.94%,14.82%,14.25%,11.86%,10.72%,10.88%,9.46%,6.00%,5.24%,Upgrade
26,Earnings Yield,4.55%,4.89%,4.91%,5.40%,4.99%,4.23%,2.58%,2.39%,2.23%,2.39%,3.17%,5.19%,3.49%,3.15%,4.59%,3.57%,2.24%,2.84%,2.95%,1.14%,1.30%,Upgrade
27,FCF Yield,-4.14%,-4.44%,-1.43%,-1.64%,0.10%,-4.69%,-6.91%,-7.15%,-6.21%,-1.35%,2.87%,4.57%,2.59%,2.15%,-2.77%,5.15%,5.30%,-2.10%,-0.27%,-13.51%,-20.18%,Upgrade
28,Dividend Yield,1.11%,-,-,-,1.53%,-,-,-,0.68%,-,-,-,0.73%,-,-,-,1.04%,-,-,-,0.41%,Upgrade
29,Payout Ratio,42.07%,14.40%,53.94%,52.69%,33.47%,140.89%,144.82%,24.51%,43.23%,319.52%,122.11%,57.95%,49.20%,39.48%,50.00%,48.24%,299.86%,43.88%,92.47%,378.83%,34.00%,Upgrade
30,Buyback Yield / Dilution,1.36%,7.16%,0.36%,1.64%,-4.46%,-15.02%,-14.11%,-16.62%,-10.35%,-6.93%,-1.29%,3.59%,-3.01%,2.14%,2.73%,-4.21%,-9.98%,0.79%,-6.55%,4.91%,14.52%,Upgrade
31,Total Shareholder Return,2.47%,7.16%,0.36%,1.64%,-2.94%,-15.02%,-14.11%,-16.62%,-9.67%,-6.93%,-1.29%,3.59%,-2.28%,2.14%,2.73%,-4.21%,-8.94%,0.79%,-6.55%,4.91%,14.93%,Upgrade
