,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+17 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+17 Quarters
0,Revenue,153.84,129.18,137.62,286.7,176.58,149.99,130.64,236.34,158.28,131.11,98.86,185.44,121.12,124.84,71.52,122.78,90.61,91.36,45.28,128.43,Upgrade
1,Revenue Growth (YoY),-12.88%,-13.88%,5.34%,21.31%,11.56%,14.40%,32.15%,27.45%,30.68%,5.02%,38.21%,51.04%,33.67%,36.65%,57.97%,-4.40%,40.35%,-8.52%,-3.74%,0.31%,Upgrade
2,Cost of Revenue,41.52,39.45,42.77,94.65,48.15,52.36,34.28,68.1,61.5,44.79,28.89,57.72,39.36,37.62,19.53,31.18,26.55,25.19,12.14,32.13,Upgrade
3,Gross Profit,112.32,89.72,94.85,192.05,128.43,97.63,96.36,168.24,96.78,86.32,69.97,127.72,81.76,87.22,52,91.6,64.06,66.17,33.14,96.3,Upgrade
4,"Selling, General & Admin",31.28,35.23,49.66,39.33,33.75,37.6,54.35,33.21,32.94,32.13,48.13,30.6,27.16,23.59,33.68,28.26,20.08,19.19,22.08,20.79,Upgrade
5,Research & Development,36.71,38.72,41.04,42.24,36.65,37.72,36.27,43.75,30.4,34.18,30.41,37.35,30.43,30.46,25.21,28.22,21.62,19.13,19.78,17.66,Upgrade
6,Other Operating Expenses,-9.44,2.1,-6.7,-4.93,-3.23,-7.45,-7.18,-0.78,-2.6,-2.82,-4.19,-0.08,-3.82,-8.11,-0.23,-0.73,-1.93,-2.8,-2.85,-3.23,Upgrade
7,Operating Expenses,57.81,76.35,85.22,75,68.43,68.62,84.34,75.48,60.85,64.16,75.68,66.02,54.9,47.3,59.18,56.16,40.29,37.07,39.22,32.34,Upgrade
8,Operating Income,54.51,13.37,9.63,117.04,60,29.01,12.02,92.76,35.93,22.16,-5.71,61.7,26.86,39.92,-7.18,35.44,23.77,29.1,-6.08,63.96,Upgrade
9,Interest Expense,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.01,-0.06,-0.07,-0.06,-,-,-,Upgrade
10,Interest & Investment Income,3.48,6.29,7.09,7.12,5.68,6.19,7.63,4.49,7.29,6.1,6.34,4.74,5.64,6.06,6.46,6.35,7.68,6.84,5.91,7.29,Upgrade
11,Other Non Operating Income (Expenses),-0.31,0.17,-0.03,-0.2,-0.18,0.53,-0.33,-0.52,0.04,-0.22,-0.02,0.23,0.03,-0.12,-0.12,0.23,0.08,-0.32,-0.21,0.8,Upgrade
12,EBT Excluding Unusual Items,57.68,19.84,16.69,123.96,65.5,35.72,19.32,96.74,43.25,28.04,0.62,66.67,32.53,45.85,-0.9,41.94,31.47,35.63,-0.38,72.05,Upgrade
13,Gain (Loss) on Sale of Investments,1.85,0.15,0.43,-0.52,0.2,-0.04,1.25,2.66,-1.79,1.44,-1.06,-1.17,0.83,0.62,0.75,0.78,-1.57,-0.16,0.01,-0.54,Upgrade
14,Gain (Loss) on Sale of Assets,-0.04,-,-0.01,-0.25,0,-0,-,-0,-,-,-,-0.07,0.01,-0.01,-,-0.01,0,-0,-0.02,-0.02,Upgrade
15,Asset Writedown,-,-,-,-,-,-,-,-,-,-,-,-0.01,0.01,-,-,-,-,-,-,-,Upgrade
16,Other Unusual Items,-2.67,2.57,-,4.36,-,-,-,4.15,-,-,-,2.9,-,-,-,5.2,-,-,-,5.21,Upgrade
17,Pretax Income,56.83,22.55,17.11,127.55,65.7,35.67,20.57,103.56,41.46,29.48,-0.45,68.32,33.38,46.45,-0.15,47.92,29.9,35.47,-0.39,76.7,Upgrade
18,Income Tax Expense,5.02,-10.76,2.97,11.89,6.4,-3.15,-0.59,9.93,3.35,-2.7,-0.76,4.71,1.54,4,-1.64,0.25,2.32,2.82,-1.34,6.99,Upgrade
19,Earnings From Continuing Operations,51.8,33.31,14.14,115.66,59.3,38.82,21.16,93.62,38.11,32.18,0.32,63.61,31.84,42.45,1.49,47.67,27.58,32.66,0.95,69.72,Upgrade
20,Minority Interest in Earnings,0.65,-0.74,2.07,-2.35,-1.19,0.88,0.98,-1.03,-0.04,1.08,1.8,-2.03,0.27,-0.57,0.37,-0.79,-0.92,0.9,0.45,0.04,Upgrade
21,Net Income,52.45,32.57,16.21,113.31,58.11,39.7,22.14,92.59,38.07,33.26,2.11,61.57,32.11,41.88,1.86,46.88,26.66,33.56,1.41,69.75,Upgrade
22,Net Income to Common,52.45,32.57,16.21,113.31,58.11,39.7,22.14,92.59,38.07,33.26,2.11,61.57,32.11,41.88,1.86,46.88,26.66,33.56,1.41,69.75,Upgrade
23,Net Income Growth,-9.74%,-17.95%,-26.78%,22.38%,52.63%,19.34%,948.63%,50.37%,18.57%,-20.57%,13.45%,31.35%,20.43%,24.79%,32.37%,-32.79%,25.34%,8.70%,-73.41%,9.32%,Upgrade
24,Shares Outstanding (Basic),201,212,195,203,211,195,204,204,197,149,254,202,202,180,224,202,201,201,201,201,Upgrade
