,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Market Capitalization,31946,22161,18407,13412,12376,20997,18524,21332,25070,22974,25733,26638,33208,47249,78280,130449,91906,92367,55394,47534,29559,Upgrade
1,Market Cap Growth,5.54%,5.54%,-0.63%,-37.12%,-50.63%,-8.60%,-28.01%,-19.92%,-24.51%,-51.38%,-67.13%,-79.58%,-63.87%,-48.85%,41.31%,174.43%,210.92%,330.71%,229.89%,163.63%,118.66%,Upgrade
2,Enterprise Value,27078,18352,14162,8825,6184,14719,11824,14200,17314,14407,16028,16481,22294,35150,64670,122718,82823,88919,51947,45565,27589,Upgrade
3,Last Close Price,29.20,20.90,19.02,13.40,12.90,21.50,18.94,21.00,26.05,24.60,27.40,26.75,35.95,50.60,83.90,136.40,102.90,103.40,64.10,-,-,Upgrade
4,PS Ratio,7.15,7.15,6.66,5.32,5.43,10.08,8.98,10.81,13.82,13.70,16.67,18.63,24.81,41.99,87.26,193.56,194.28,243.33,185.61,213.12,195.63,Upgrade
5,PB Ratio,3.39,3.39,3.55,2.44,2.07,3.38,2.69,2.92,3.19,2.82,2.96,2.80,3.24,4.39,6.33,10.05,11.71,10.19,-,13.18,12.94,Upgrade
6,P/TBV Ratio,3.65,3.65,3.86,2.61,2.12,3.45,2.70,2.93,3.22,2.84,2.99,2.82,3.27,4.42,6.37,10.11,11.82,10.27,-,13.43,13.34,Upgrade
7,EV/Sales Ratio,8.73,5.92,5.12,3.50,2.71,7.06,5.73,7.20,9.54,8.59,10.38,11.53,16.65,31.24,72.09,182.09,175.08,234.25,174.06,204.29,182.59,Upgrade
8,Debt / Equity Ratio,0.18,0.18,0.19,0.12,0.08,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02,0.02,-,0.04,0.07,Upgrade
9,Asset Turnover,0.40,0.41,0.41,0.34,0.25,0.26,0.24,0.21,0.20,0.17,0.13,0.12,0.11,0.10,0.10,0.07,-,-,-,-,Upgrade,
10,Inventory Turnover,9.03,9.50,10.11,-,8.54,9.63,8.36,-,7.98,11.57,18.23,15.31,14.17,49.30,22.81,51.58,65.61,-,-,-,-,Upgrade
11,Quick Ratio,2.90,2.90,2.39,2.81,3.78,4.29,7.09,7.07,7.96,7.56,7.45,7.66,8.76,7.59,14.19,9.20,11.03,12.16,-,8.32,-,Upgrade
12,Current Ratio,3.51,3.51,3.01,3.46,4.63,4.63,7.68,7.63,8.61,8.04,7.78,7.91,8.99,7.78,14.45,9.33,11.32,12.40,-,8.57,-,Upgrade
13,Return on Equity (ROE),-43.32%,-24.30%,-43.80%,-27.45%,-45.52%,-30.51%,-50.02%,-19.21%,-22.97%,-55.63%,-43.79%,-24.52%,-57.10%,-23.66%,-48.73%,-85.51%,-,-,-84.86%,-65.14%,Upgrade,
14,Return on Assets (ROA),-15.63%,-17.20%,-19.25%,-17.36%,-29.80%,-19.43%,-21.85%,-14.54%,-19.31%,-23.66%,-16.91%,-12.82%,-32.83%,-11.48%,-28.18%,-46.75%,-,-,-,-,Upgrade,
15,Return on Capital (ROIC),-18.99%,-21.46%,-23.57%,-21.48%,-36.27%,-22.60%,-25.22%,-16.65%,-22.19%,-27.26%,-19.30%,-14.65%,-36.53%,-12.63%,-31.38%,-51.25%,-,-,-52.43%,-36.60%,Upgrade,
16,Earnings Yield,-6.25%,-9.01%,-11.43%,-17.37%,-21.43%,-12.45%,-12.72%,-14.44%,-12.84%,-15.05%,-18.10%,-15.57%,-13.06%,-11.63%,-5.66%,-3.19%,-3.84%,-2.26%,-3.34%,-3.92%,-5.28%,Upgrade
17,FCF Yield,-5.36%,-7.73%,-7.48%,-12.00%,-14.14%,-7.64%,-12.85%,-13.96%,-11.53%,-13.31%,-13.36%,-13.91%,-11.63%,-9.37%,-4.55%,-2.22%,-3.02%,-1.90%,-3.05%,-2.21%,-3.31%,Upgrade
18,Buyback Yield / Dilution,-2.39%,-5.81%,-1.33%,-1.15%,-1.22%,-1.09%,-1.01%,-0.75%,-0.62%,-0.58%,-0.92%,-2.93%,-8.12%,-9.04%,-25.98%,-24.49%,-21.13%,-28.89%,-11.38%,-22.68%,-19.76%,Upgrade
19,Total Shareholder Return,-2.39%,-5.81%,-1.33%,-1.15%,-1.22%,-1.09%,-1.01%,-0.75%,-0.62%,-0.58%,-0.92%,-2.93%,-8.12%,-9.04%,-25.98%,-24.49%,-21.13%,-28.89%,-11.38%,-22.68%,-19.76%,Upgrade
