,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,4030,5456,3075,4588,4960,6315,5420,6245,8366,8366,8955,Upgrade
1,Market Cap Growth,18.92%,18.92%,-38.00%,-27.35%,-8.49%,1.13%,-35.21%,-25.35%,-6.58%,-32.38%,-81.96%,Upgrade
2,Enterprise Value,17698,21895,18837,24530,23909,26969,24957,29777,33629,28155,25981,Upgrade
3,Last Close Price,0.33,0.44,0.25,0.37,0.40,0.51,0.46,0.53,0.71,0.71,0.76,Upgrade
4,PE Ratio,47.90,64.79,54.82,-1.41,-,-3.97,-,-3.42,-,171.78,-,Upgrade
5,Forward PE,-,22.85,22.85,22.85,22.85,22.85,22.85,22.85,22.85,22.85,22.85,Upgrade
6,PS Ratio,0.03,0.04,0.02,0.04,0.04,0.05,0.04,0.06,0.10,0.10,0.11,Upgrade
7,PB Ratio,0.27,0.36,0.20,0.30,0.31,0.32,0.26,0.28,0.38,0.38,0.41,Upgrade
8,P/TBV Ratio,0.39,0.39,0.21,0.32,0.34,0.34,0.29,0.31,0.43,0.43,0.46,Upgrade
9,P/FCF Ratio,-,-,-,1.75,-,14.41,-,2.20,-18.33,-,-,Upgrade
10,P/OCF Ratio,-,-,-,1.69,-,12.92,-,2.05,-38.00,-,70.71,Upgrade
11,EV/Sales Ratio,0.12,0.15,0.14,0.20,0.19,0.22,0.19,0.28,0.39,0.35,0.32,Upgrade
12,EV/EBITDA Ratio,86.68,140.96,74.46,-785.37,-,-1847.47,-,40.33,52.68,49.20,51.52,Upgrade
13,EV/EBIT Ratio,192.72,265.11,102.05,-292.64,-,-435.83,-,45.95,60.88,57.24,61.73,Upgrade
14,EV/FCF Ratio,-4.02,-,-,9.37,-,61.52,-,10.50,-73.68,-,-,Upgrade
15,Debt / Equity Ratio,1.02,1.02,1.15,1.12,1.32,1.02,1.07,0.91,1.13,1.19,0.94,Upgrade
16,Debt / FCF Ratio,-,-,-,6.59,-,46.84,-,7.11,-53.90,-,-,Upgrade
17,Return on Capital Employed (ROCE),0.36%,0.36%,0.71%,-0.34%,-,-0.21%,-,1.83%,1.61%,1.64%,1.26%,Upgrade
18,Earnings Yield,2.09%,1.54%,1.82%,-71.08%,-69.30%,-25.18%,-30.05%,-29.28%,-17.89%,0.56%,1.16%,Upgrade
19,FCF Yield,-109.33%,-80.76%,70.38%,57.07%,18.37%,6.94%,14.66%,45.40%,-5.46%,-19.33%,-0.07%,Upgrade
20,Buyback Yield / Dilution,-0.02%,-0.03%,-0.02%,-3.39%,-5.20%,-1.80%,0.00%,-0.19%,0.27%,-0.91%,-0.94%,Upgrade
21,Total Shareholder Return,-0.02%,-0.03%,-0.02%,-3.39%,-5.20%,-1.80%,0.00%,-0.19%,0.27%,-0.91%,-0.94%,Upgrade
