,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,224,247,199,207,209,279,344,269,219,205,329
1,Market Cap Growth,19.28%,19.28%,-4.76%,-25.89%,-39.13%,3.70%,56.82%,31.17%,-33.41%,-48.08%,-15.58%
2,Enterprise Value,147,179,163,181,198,135,184,128,110,67,199
3,Last Close Price,0.45,0.49,0.37,0.38,0.39,0.52,0.60,0.46,0.35,0.32,0.46
4,PE Ratio,6.19,6.81,5.98,20.79,18.66,17.86,18.75,8.83,7.82,8.75,10.25
5,PS Ratio,0.41,0.45,0.36,0.37,0.41,0.70,0.89,0.70,0.67,0.62,0.81
6,PB Ratio,0.82,0.91,0.69,0.81,0.82,1.04,1.26,0.94,0.74,0.83,1.21
7,P/TBV Ratio,0.95,0.95,0.72,0.85,0.86,1.10,1.26,0.94,0.74,0.83,1.21
8,P/FCF Ratio,3.31,3.64,3.58,36.92,-,-,8.09,5.25,8.09,3.42,6.10
9,P/OCF Ratio,2.95,2.95,2.38,5.01,-,32.66,7.66,4.81,6.87,3.42,5.79
10,EV/Sales Ratio,0.27,0.33,0.29,0.32,0.39,0.34,0.48,0.33,0.33,0.20,0.49
11,EV/EBITDA Ratio,1.95,3.01,2.99,6.42,6.63,4.66,5.59,4.86,15.50,3.47,4.49
12,EV/EBIT Ratio,3.29,4.02,3.97,11.19,9.96,6.85,8.32,8.74,-29.62,-,5.86
13,EV/FCF Ratio,2.16,2.64,2.92,32.30,-,-,4.33,2.50,4.04,1.12,3.68
14,Debt / Equity Ratio,0.06,0.06,0.06,0.10,0.09,0.07,0.09,0.10,0.12,0.13,0.11
15,Debt / FCF Ratio,0.24,0.24,0.33,4.59,-,-,0.60,0.55,1.26,0.53,0.53
16,Return on Capital Employed (ROCE),15.31%,15.31%,13.34%,5.71%,7.08%,6.88%,7.49%,4.65%,-1.13%,-,11.36%
17,Earnings Yield,16.15%,14.68%,16.71%,4.81%,5.36%,5.60%,5.33%,11.33%,12.79%,11.42%,9.76%
18,FCF Yield,30.22%,27.47%,27.91%,2.71%,-10.81%,0.40%,12.36%,19.04%,12.37%,29.21%,16.40%
19,Dividend Yield,8.89%,-,-,-,-,-,8.28%,4.38%,-,-,17.32%
20,Buyback Yield / Dilution,-,-,-,-,-,0.29%,1.63%,1.34%,-,-12.44%,
21,Total Shareholder Return,8.89%,-,-,-,-,-,8.57%,6.00%,1.34%,-,4.88%
