,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,252.36,294.27,263.77,300.41,204.96,193.62,193.64,192.45,137.5,195.88
1,Revenue Growth (YoY),-4.33%,-2.04%,28.70%,55.15%,5.84%,0.61%,40.84%,-1.75%,-34.77%,383.43%
2,Cost of Revenue,206.62,226.56,217.86,251.1,160.49,157.28,152.47,163.41,117.99,152.62
3,Gross Profit,45.74,67.71,45.91,49.31,44.46,36.35,41.18,29.04,19.5,43.26
4,"Selling, General & Admin",34.55,34.5,38.28,40.5,33.19,27.93,27.45,28.12,24.13,29.46
5,Operating Expenses,34.55,34.38,38.28,40.75,33.19,27.94,27.45,28.12,24.13,29.46
6,Operating Income,11.19,33.32,7.63,8.55,11.28,8.41,13.72,0.93,-4.62,13.8
7,Interest Expense,-0.35,-0.59,-0.77,-0.61,-0.47,-0.68,-0.8,-0.8,-0.75,-1.28
8,Interest & Investment Income,1.73,0.83,0.36,2.34,1.28,0.17,0.17,0.19,0.41,0.76
9,Currency Exchange Gain (Loss),0.5,-0.06,1.19,-0.06,-,0.23,-,-0.03,-,3.02
10,Other Non Operating Income (Expenses),1.89,1.93,2.35,-10.46,1.18,1.35,0.94,-14.46,16.64,1.04
11,EBT Excluding Unusual Items,14.96,35.44,10.76,-0.25,13.26,9.48,14.03,-14.18,11.68,17.34
12,Gain (Loss) on Sale of Investments,-,-,-,-1.95,-0.68,-,-,-,-,-
13,Gain (Loss) on Sale of Assets,0,0.25,-,1.89,0.03,-,-,0.14,0.02,3.15
14,Other Unusual Items,0,-0.01,-,4.4,0.37,-,2.23,41.52,-,-
15,Pretax Income,15.21,36.02,11.11,4.44,13.27,10.04,16.82,28.26,12.42,21.09
16,Income Tax Expense,4.77,10.22,3.58,2.02,4.47,3.22,5.3,9.27,3.35,6.71
17,Net Income,10.44,25.8,7.53,2.42,8.81,6.83,11.52,18.99,9.07,14.38
18,Net Income to Common,10.44,25.8,7.53,2.42,8.81,6.83,11.52,18.99,9.07,14.38
19,Net Income Growth,38.59%,966.96%,-14.44%,-64.59%,-23.58%,-64.04%,27.07%,32.03%,-48.95%,1142.06%
20,Shares Outstanding (Basic),499,499,499,499,499,499,499,500,507,507
21,Shares Outstanding (Diluted),499,499,499,499,499,499,499,500,507,507
22,Shares Change (YoY),-,-,-,-,-,-0.29%,-1.63%,-1.34%,-,12.44%
23,EPS (Basic),0.02,0.05,0.02,0.00,0.02,0.01,0.02,0.04,0.02,0.03
24,EPS (Diluted),0.02,0.05,0.02,0.00,0.02,0.01,0.02,0.04,0.02,0.03
25,EPS Growth,38.58%,967.14%,-14.44%,-64.59%,-23.58%,-63.94%,29.18%,33.83%,-48.95%,1004.87%
26,Free Cash Flow,39.04,28.78,26.9,-21.29,-1.35,2.47,40.05,11.22,15.91,44.06
27,Free Cash Flow Per Share,0.08,0.06,0.05,-0.04,-0.00,0.00,0.08,0.02,0.03,0.09
28,Dividend Per Share,-,-,-,-,-,0.030,0.020,-,-,0.050
29,Operating Margin,4.43%,11.32%,2.89%,2.85%,5.50%,4.34%,7.09%,0.48%,-3.36%,7.04%
30,Profit Margin,4.14%,8.77%,2.86%,0.80%,4.30%,3.53%,5.95%,9.87%,6.60%,7.34%
31,Free Cash Flow Margin,15.47%,9.78%,10.20%,-7.09%,-0.66%,1.28%,20.68%,5.83%,11.57%,22.49%
32,EBITDA,18.98,40.49,14.02,14.2,15.62,13.33,19.61,6.71,0.36,19.02
33,D&A For EBITDA,7.79,7.17,6.39,5.64,4.34,4.92,5.88,5.79,4.98,5.22
34,EBIT,11.19,33.32,7.63,8.55,11.28,8.41,13.72,0.93,-4.62,13.8
