,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,94.2,85.51,62.4,48.35,29.79,169.88,188.07,174.75,141.77,163.37
1,Short-Term Investments,-,0.76,-,1.63,-,0.11,-,0.68,-,0.27
2,Cash & Short-Term Investments,94.2,86.28,62.4,49.98,29.79,169.99,188.07,175.43,141.77,163.64
3,Cash Growth,50.96%,72.62%,109.48%,-70.60%,-84.16%,-3.10%,32.66%,7.20%,-0.33%,451.32%
4,Accounts Receivable,84.53,102.64,79.5,119.96,103.87,63.64,56.8,72.51,46.82,51.71
5,Other Receivables,5.62,1.68,6.75,3.41,7.28,4.97,7.33,6.7,12.27,1.57
6,Receivables,90.15,104.32,86.25,123.36,127.3,68.61,64.13,79.21,59.09,53.28
7,Inventory,77.84,91.17,97.33,87.85,65.15,47.65,42.83,45.36,41.05,49.36
8,Prepaid Expenses,-,6.35,-,6.01,-,4.52,-,3.96,-,2.86
9,Other Current Assets,-,-,-,-,-,-,-,-,5.49,5.65
10,Total Current Assets,262.2,288.12,245.98,267.21,222.23,290.77,295.04,303.96,247.4,274.78
11,"Property, Plant & Equipment",71.5,81.58,69.73,67.94,69.92,55.29,62.06,73.84,69.34,72.19
12,Long-Term Investments,-,-,-,-,12.6,-,-,-,-,-
13,Goodwill,12.04,12.3,12.09,12.37,15.17,-,-,-,-,-
14,Long-Term Deferred Tax Assets,18.75,20.24,21.53,21.49,16.53,13.83,14.63,16.22,14.53,16.66
15,Other Long-Term Assets,3.51,0.57,12.87,5.12,0.8,0.43,1.64,0.68,1.33,-
16,Total Assets,367.99,402.81,362.2,374.13,370.81,360.32,373.37,394.71,332.6,363.63
17,Accounts Payable,16.01,13.27,15.37,25.23,21.22,11.54,15.91,13.79,11.66,12.06
18,Accrued Expenses,-,31.04,-,31.85,-,24.9,21,23.79,-,21.11
19,Current Portion of Leases,12.18,14.91,16.67,14.19,8.24,10.54,9.25,11.69,8.69,9.61
20,Current Income Taxes Payable,2.22,8.94,-,-,-,-,-,0.04,-,4.47
21,Current Unearned Revenue,-,1.23,-,0.85,-,1.72,-,1.63,-,0.87
22,Other Current Liabilities,46.76,26.39,46.66,21.72,55.25,16.07,12.34,16.21,34.02,16.81
23,Total Current Liabilities,77.17,95.79,78.7,93.84,84.71,64.76,58.49,67.15,54.36,64.93
24,Long-Term Leases,4.16,3.65,9.05,9.9,9.64,15.02,18.86,22.47,23.21,19.09
25,Long-Term Deferred Tax Liabilities,11.63,12.65,14.67,12.88,5.2,5.91,6.01,5.64,4.74,5.25
26,Other Long-Term Liabilities,2.98,3.17,3.54,2.71,2.4,1.5,4.37,4.4,3.82,1.83
27,Total Liabilities,95.94,115.25,105.96,119.34,101.96,87.2,87.74,99.66,86.12,91.1
28,Common Stock,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,5.07,5.07
29,Additional Paid-In Capital,273.63,273.63,273.63,273.63,273.63,273.63,273.63,273.63,276.86,276.86
30,Retained Earnings,56.07,65.58,39.78,32.24,44.78,35.98,39.12,42.56,23.57,39.85
31,Comprehensive Income & Other,-62.64,-56.64,-62.16,-56.07,-54.55,-41.48,-32.11,-26.13,-59.03,-49.25
32,Shareholders' Equity,272.05,287.55,256.24,254.79,268.85,273.12,285.63,295.05,246.47,272.53
33,Total Liabilities & Equity,367.99,402.81,362.2,374.13,370.81,360.32,373.37,394.71,332.6,363.63
34,Total Debt,16.34,18.56,25.72,24.1,17.88,25.56,28.11,34.16,31.89,28.7
35,Net Cash (Debt),77.86,67.72,36.69,25.89,11.91,144.44,159.96,141.27,109.88,134.94
36,Net Cash Growth,112.24%,161.61%,208.13%,-82.08%,-92.56%,2.24%,45.58%,4.69%,-15.98%,361.81%
37,Net Cash Per Share,0.16,0.14,0.07,0.05,0.02,0.29,0.32,0.28,0.22,0.27
38,Filing Date Shares Outstanding,498.67,498.67,498.67,498.67,498.67,498.67,498.67,498.67,506.91,506.91
39,Total Common Shares Outstanding,498.67,498.67,498.67,498.67,498.67,498.67,498.67,498.67,506.91,506.91
40,Working Capital,185.03,192.33,167.28,173.36,137.52,226.01,236.54,236.81,193.04,209.86
41,Book Value Per Share,0.55,0.58,0.51,0.51,0.54,0.55,0.57,0.59,0.49,0.54
42,Tangible Book Value,260.01,275.25,244.14,242.41,253.68,273.12,285.63,295.05,246.47,272.53
43,Tangible Book Value Per Share,0.52,0.55,0.49,0.49,0.51,0.55,0.57,0.59,0.49,0.54
44,Land,14.7,15.01,14.75,15.1,15.18,14.64,15.14,15.45,13.69,14.08
45,Machinery,295.57,301.25,273.95,273.75,409.3,273.93,281.92,287.29,260.62,267.71
46,Leasehold Improvements,8.47,8.57,8.42,8.6,24.69,9.12,9.51,9.53,8.45,8.69
