,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,821.53,807.87,760.95,701.83,736.01,754.82,708.66,721.19,472.93,614.91,Upgrade
1,Other Revenue,-,-,-,0.01,0.01,-,0.02,0.02,0.01,11,Upgrade
2,Revenue,821.53,807.87,760.95,701.84,736.02,754.82,708.67,721.21,472.94,625.91,Upgrade
3,Revenue Growth (YoY),7.96%,15.11%,3.39%,-7.02%,3.86%,4.66%,49.84%,15.23%,-21.39%,5.34%,Upgrade
4,Cost of Revenue,647.9,673.1,614.41,565.61,618.55,631.16,572.11,587.78,385.64,506.47,Upgrade
5,Gross Profit,173.63,134.77,146.54,136.23,117.47,123.67,136.56,133.43,87.3,119.44,Upgrade
6,"Selling, General & Admin",112.47,115.63,120.28,136.38,122.87,108.48,116.95,121.42,106.66,130.89,Upgrade
7,Other Operating Expenses,-0.32,-6.57,-5.47,28.44,-9.13,0.29,46.2,6.7,7.91,-,Upgrade
8,Operating Expenses,112.15,109.05,114.82,164.82,113.74,108.77,163.15,128.12,114.57,130.89,Upgrade
9,Operating Income,61.48,25.72,31.73,-28.59,3.73,14.9,-26.59,5.31,-27.27,-11.45,Upgrade
10,Interest Expense,-15.71,-21.29,-26.52,-27.44,-31.57,-28.32,-29.93,-28.03,-21.89,-27.53,Upgrade
11,Interest & Investment Income,16.74,18.35,6.11,3.01,0.95,0.68,0.74,1.01,3.07,3.33,Upgrade
12,Currency Exchange Gain (Loss),-2.93,5.31,-5.93,-4.18,-11.47,-2.59,-3.42,23.32,-6.93,-6.07,Upgrade
13,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,6.27,Upgrade
14,EBT Excluding Unusual Items,59.58,28.09,5.39,-57.2,-38.37,-15.33,-59.2,1.6,-53.03,-35.45,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-34.04,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,-0.33,-0.02,-0.61,-2.03,-0.67,-4.26,-0.52,3.76,-15.2,-13.54,Upgrade
17,Gain (Loss) on Sale of Assets,-,-,-,-0.47,-,0.02,-,0.02,-,-0.01,Upgrade
18,Asset Writedown,-13.17,-5.59,2.07,-23.95,-,2.29,-,-34.72,-,12.16,Upgrade
19,Other Unusual Items,-,10.13,-,5.52,-,0.58,-,0.04,0.98,1,Upgrade
20,Pretax Income,46.09,32.6,6.84,-78.13,-39.04,-50.75,-59.72,-29.31,-67.25,-35.84,Upgrade
21,Income Tax Expense,17,12.67,2.24,1.2,0.77,10.74,6.06,7.92,0.66,-27.93,Upgrade
22,Earnings From Continuing Operations,29.08,19.93,4.6,-79.34,-39.81,-61.49,-65.78,-37.23,-67.91,-7.91,Upgrade
23,Net Income to Company,29.08,19.93,4.6,-79.34,-39.81,-61.49,-65.78,-37.23,-67.91,-7.91,Upgrade
24,Minority Interest in Earnings,-7.42,-6.88,-3.29,-0.34,-4.09,-1.91,-8.12,-4.69,-2.1,-2.8,Upgrade
25,Net Income,21.66,13.05,1.31,-79.67,-43.9,-63.4,-73.9,-41.91,-70.02,-10.71,Upgrade
26,Net Income to Common,21.66,13.05,1.31,-79.67,-43.9,-63.4,-73.9,-41.91,-70.02,-10.71,Upgrade
27,Net Income Growth,1553.36%,-,-,-,-,-,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),1086,1089,759,724,724,724,724,724,724,724,Upgrade
29,Shares Outstanding (Diluted),1086,1089,759,724,724,724,724,724,724,724,Upgrade
30,Shares Change (YoY),43.09%,50.37%,4.83%,-,-,-0.00%,-,-,-,-,Upgrade
31,EPS (Basic),0.02,0.01,0.00,-0.11,-0.06,-0.09,-0.10,-0.06,-0.10,-0.01,Upgrade
32,EPS (Diluted),0.02,0.01,0.00,-0.11,-0.06,-0.09,-0.10,-0.06,-0.10,-0.01,Upgrade
33,EPS Growth,1055.45%,-,-,-,-,-,-,-,-,-,Upgrade
34,Free Cash Flow,-105.27,93.26,67.04,-4.32,-63.21,93.97,-29.02,36.17,-152.39,43.72,Upgrade
35,Free Cash Flow Per Share,-0.10,0.09,0.09,-0.01,-0.09,0.13,-0.04,0.05,-0.21,0.06,Upgrade
36,Operating Margin,7.48%,3.18%,4.17%,-4.07%,0.51%,1.97%,-3.75%,0.74%,-5.77%,-1.83%,Upgrade
37,Profit Margin,2.64%,1.62%,0.17%,-11.35%,-5.96%,-8.40%,-10.43%,-5.81%,-14.80%,-1.71%,Upgrade
38,Free Cash Flow Margin,-12.81%,11.54%,8.81%,-0.62%,-8.59%,12.45%,-4.09%,5.01%,-32.22%,6.98%,Upgrade
39,EBITDA,106.99,67.57,74.93,3.94,65.49,58.72,28.01,66.71,19.79,44.86,Upgrade
40,D&A For EBITDA,45.51,41.85,43.2,32.53,61.76,43.82,54.6,61.4,47.06,56.31,Upgrade
41,EBIT,61.48,25.72,31.73,-28.59,3.73,14.9,-26.59,5.31,-27.27,-11.45,Upgrade
42,Revenue as Reported,-,1569,-,1438,-,754.82,708.67,721.21,472.94,625.91,Upgrade
