,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,830.72,890.27,822.02,589.05,539.48,576.49,539.04,616.47,519.13,643.18,Upgrade
1,Short-Term Investments,0.25,0.26,0.26,0.32,5.13,5.1,5,5.09,5.01,5.07,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,0.1,Upgrade
3,Cash & Short-Term Investments,830.97,890.53,822.28,589.37,544.61,581.59,544.04,621.57,524.14,648.35,Upgrade
4,Cash Growth,1.06%,51.10%,50.98%,1.34%,0.10%,-6.43%,3.80%,-4.13%,-,58.78%,Upgrade
5,Accounts Receivable,121.22,83.49,104.62,72.14,164.54,148.4,190.46,127.52,87.22,88.99,Upgrade
6,Receivables,121.22,83.49,104.62,72.14,164.54,148.4,190.46,127.52,87.22,180.31,Upgrade
7,Inventory,283.98,307.19,291.32,312.61,320.11,147.37,161.19,169.76,185.04,190.43,Upgrade
8,Prepaid Expenses,44.85,39.82,17.3,22.2,39.19,29.27,33.6,21.04,14.1,7.38,Upgrade
9,Other Current Assets,24.62,39.74,40.6,37.12,60.08,75.46,89.19,54.9,51.2,53.92,Upgrade
10,Total Current Assets,1306,1361,1276,1033,1129,982.1,1018,994.79,861.7,1080,Upgrade
11,"Property, Plant & Equipment",1627,1685,1596,1611,1606,1694,1563,1535,1384,1318,Upgrade
12,Long-Term Investments,2.15,2.15,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,Upgrade
13,Goodwill,-,-,-,-,-,-,32.77,32.93,30.22,30.82,Upgrade
14,Other Long-Term Assets,546.14,569.32,566.55,587.2,607.67,812.53,803.75,792.57,775.93,872.97,Upgrade
15,Total Assets,3481,3617,3439,3233,3343,3490,3436,3425,3132,3303,Upgrade
16,Accounts Payable,158.65,227.52,250.93,159.99,251.52,230.49,195.13,148.64,130.71,194.44,Upgrade
17,Current Portion of Long-Term Debt,278.05,312.56,487.89,544.82,628.72,603.53,537.1,538.85,529.34,444.07,Upgrade
18,Current Portion of Leases,3.69,3.39,5.99,5.98,4.8,2.78,1.16,2.53,2.73,5.41,Upgrade
19,Current Income Taxes Payable,131.75,120.61,110.7,111.54,115.9,120.6,115.72,114.33,101.5,114.8,Upgrade
20,Current Unearned Revenue,35.22,54.07,30.51,42.5,27.41,42.69,37.82,40.62,34.67,62.41,Upgrade
21,Other Current Liabilities,388.87,426.72,269.24,265.9,272.38,338.38,308.75,282.76,234.01,244.72,Upgrade
22,Total Current Liabilities,996.22,1145,1155,1131,1301,1338,1196,1128,1033,1066,Upgrade
23,Long-Term Debt,526.12,447.49,268.81,388.79,278.29,316.41,434.19,432.53,285.81,349.3,Upgrade
24,Long-Term Leases,33.27,35.19,36.25,39.44,44.41,49.24,-,-,1.16,-,Upgrade
25,Long-Term Unearned Revenue,6.9,8.1,8.5,10.28,13.13,14.38,18.39,18.48,9.93,5.44,Upgrade
26,Long-Term Deferred Tax Liabilities,28.95,71.39,78.73,71.77,53.35,53.79,45.03,45.8,40.32,41.15,Upgrade
27,Other Long-Term Liabilities,-,-,12.18,12.69,-,-,-,-,21.91,30.82,Upgrade
28,Total Liabilities,1591,1707,1560,1654,1690,1772,1693,1625,1392,1493,Upgrade
29,Common Stock,10.86,10.86,10.86,7.24,7.24,7.24,7.24,7.24,7.24,7.24,Upgrade
30,Additional Paid-In Capital,658.99,2927,2927,2621,2621,2621,2621,2621,2621,2621,Upgrade
31,Retained Earnings,1937,-429.97,-443.02,-441.26,-361.59,-317.69,-254.29,-180.39,-138.48,-68.46,Upgrade
32,Comprehensive Income & Other,-788.2,-635.45,-644.13,-632.41,-633.93,-610.33,-653.16,-663.15,-758.44,-755.53,Upgrade
33,Total Common Equity,1819,1872,1851,1555,1633,1701,1721,1785,1732,1805,Upgrade
34,Minority Interest,70.82,37.85,28.57,23.92,19.77,16.66,21.97,15.56,8.45,5.84,Upgrade
35,Shareholders' Equity,1890,1910,1879,1579,1653,1717,1743,1801,1740,1810,Upgrade
36,Total Liabilities & Equity,3481,3617,3439,3233,3343,3490,3436,3425,3132,3303,Upgrade
37,Total Debt,841.12,798.63,798.94,979.02,956.23,971.96,972.45,973.91,819.04,798.77,Upgrade
38,Net Cash (Debt),-10.15,91.9,23.34,-389.66,-411.61,-390.37,-428.41,-352.35,-294.9,-150.42,Upgrade
39,Net Cash Per Share,-0.01,0.08,0.03,-0.54,-0.57,-0.54,-0.59,-0.49,-0.41,-0.21,Upgrade
40,Filing Date Shares Outstanding,1086,1086,724,724,724,724,724,724,724,724,Upgrade
41,Total Common Shares Outstanding,1086,1086,1086,724,724,724,724,724,724,724,Upgrade
42,Working Capital,309.43,215.9,120.85,-97.29,-172.2,-356.38,-177.2,-132.93,-171.26,14.54,Upgrade
43,Book Value Per Share,1.67,1.72,1.70,2.15,2.26,2.35,2.38,2.47,2.39,2.49,Upgrade
44,Tangible Book Value,1819,1872,1851,1555,1633,1701,1688,1752,1701,1774,Upgrade
45,Tangible Book Value Per Share,1.67,1.72,1.70,2.15,2.26,2.35,2.33,2.42,2.35,2.45,Upgrade
46,Land,-,20.87,-,21.21,-,22.18,-,20.91,-,21.76,Upgrade
47,Buildings,-,1041,-,1064,-,1171,-,948.08,-,920.2,Upgrade
48,Machinery,-,575.47,-,519.88,-,495.41,-,409.5,-,330.18,Upgrade
49,Construction In Progress,-,163.62,-,118.71,-,114.13,-,285.14,-,235.09,Upgrade
50,Leasehold Improvements,-,39.24,-,16.86,-,0.45,-,0.45,-,0.45,Upgrade
