,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Operating Revenue,2493,1932,2249,1876,2474,2546,2688,3726,3186,3143,Upgrade
1,Other Revenue,520.04,548.8,509.98,488.72,547.78,570.17,572.83,582.36,504.89,883.68,Upgrade
2,Revenue,3013,2480,2759,2365,3022,3117,3261,4308,3691,4027,Upgrade
3,Revenue Growth (YoY),9.22%,4.90%,-8.68%,-24.13%,-7.34%,-27.66%,-11.64%,6.99%,-4.21%,0.23%,Upgrade
4,Cost of Revenue,1225,809.23,1021,867.81,1056,1109,1156,1792,1587,1331,Upgrade
5,Gross Profit,1789,1671,1738,1497,1966,2007,2105,2517,2104,2696,Upgrade
6,"Selling, General & Admin",213.66,227.09,225.57,216.27,270.35,290.46,260.97,285.64,224.66,363.37,Upgrade
7,Other Operating Expenses,467.02,482.67,403.09,433.28,504.84,501.64,510,564.97,412.69,596.56,Upgrade
8,Operating Expenses,1175,1189,1139,1158,1316,1358,1308,1397,1174,1496,Upgrade
9,Operating Income,613.69,481.69,598.84,338.79,649.65,649.39,796.18,1120,929.5,1200,Upgrade
10,Interest Expense,-347.24,-478.37,-486.92,-515.49,-534.82,-574.98,-571.49,-513.83,-717.7,-700.94,Upgrade
11,Interest & Investment Income,5.14,6.93,3.1,4.2,12.69,13.28,17.18,4.8,29.09,27.89,Upgrade
12,Earnings From Equity Investments,-21.29,-4.22,-12.6,-9.33,-9.25,-14.32,-12.35,0.97,-10.41,-276.74,Upgrade
13,Currency Exchange Gain (Loss),-0.82,0.71,-4.45,1.78,-4.04,-2.34,3.4,50.69,-98.67,-37.65,Upgrade
14,EBT Excluding Unusual Items,249.47,6.74,97.98,-180.06,114.23,71.02,232.92,662.17,131.83,212.78,Upgrade
15,Impairment of Goodwill,-,-,-9.82,-20.07,-31.84,-38.87,-,-24.53,-38.08,-10.15,Upgrade
16,Gain (Loss) on Sale of Investments,3.24,-196.86,1.14,259.55,50.04,-67.9,-92.72,-188.86,32.62,1.24,Upgrade
17,Gain (Loss) on Sale of Assets,-0.5,-8.98,-1.94,187.5,-0.19,89.9,-0.03,-98.93,-0.05,3.97,Upgrade
18,Asset Writedown,15.39,52.61,125.24,1.38,113.33,58.43,243.96,-610.58,202.82,179.8,Upgrade
19,Legal Settlements,-7.26,-25.03,-2.82,-52.34,-,-55.03,-,-,-,-25,Upgrade
20,Other Unusual Items,-,-,-,-,-,-,-,-2.27,-2.28,-,Upgrade
21,Pretax Income,260.35,-171.53,209.77,195.96,245.56,57.56,384.12,-263,326.86,362.64,Upgrade
22,Income Tax Expense,144.79,2.72,113.73,76.71,159.62,54.16,276.93,113.27,199.58,313.59,Upgrade
23,Earnings From Continuing Operations,115.56,-174.24,96.05,119.25,85.94,3.4,107.19,-376.27,127.28,49.05,Upgrade
24,Minority Interest in Earnings,-14.62,-5.37,-12.55,8.65,14.26,-12.24,-32.67,64.51,9.85,-149.32,Upgrade
25,Net Income,100.94,-179.61,83.5,127.89,100.2,-8.84,74.52,-311.76,137.13,-100.27,Upgrade
26,Net Income to Common,100.94,-179.61,83.5,127.89,100.2,-8.84,74.52,-311.76,137.13,-100.27,Upgrade
27,Net Income Growth,20.88%,-,-16.67%,-,34.46%,-,-45.65%,-,-52.14%,-,Upgrade
28,Shares Outstanding (Basic),5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,Upgrade
29,Shares Outstanding (Diluted),5140,5140,5140,5140,5140,5140,5140,5140,5140,5140,Upgrade
30,EPS (Basic),0.02,-0.03,0.02,0.02,0.02,-0.00,0.01,-0.06,0.03,-0.02,Upgrade
31,EPS (Diluted),0.02,-0.03,0.02,0.02,0.02,-0.00,0.01,-0.06,0.03,-0.02,Upgrade
32,EPS Growth,22.72%,-,-15.79%,-,35.71%,-,-47.52%,-,-52.14%,-,Upgrade
33,Free Cash Flow,828.17,437.91,1006,374.34,752.17,693.69,-118.35,718.22,-33.71,799.76,Upgrade
34,Free Cash Flow Per Share,0.16,0.09,0.20,0.07,0.15,0.13,-0.02,0.14,-0.01,0.16,Upgrade
35,Operating Margin,20.36%,19.42%,21.70%,14.33%,21.50%,20.84%,24.42%,25.98%,25.19%,29.80%,Upgrade
36,Profit Margin,3.35%,-7.24%,3.03%,5.41%,3.32%,-0.28%,2.29%,-7.24%,3.72%,-2.49%,Upgrade
37,Free Cash Flow Margin,27.48%,17.65%,36.47%,15.83%,24.89%,22.26%,-3.63%,16.67%,-0.91%,19.86%,Upgrade
38,EBITDA,865.01,717.3,858.42,614.6,930.67,959.33,1067,1403,1212,1483,Upgrade
39,D&A For EBITDA,251.32,235.61,259.58,275.81,281.02,309.95,270.76,283.3,282.89,282.95,Upgrade
40,EBIT,613.69,481.69,598.84,338.79,649.65,649.39,796.18,1120,929.5,1200,Upgrade
41,Revenue as Reported,3018,2487,2819,2367,3029,3126,3274,4313,3703,4051,Upgrade
42,Advertising Expenses,3.74,-,19.13,-,18.29,-,25.14,-,20.11,-,Upgrade
