,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,761,817,884,1167,1177,1275,1182,1722,1722,1902,2776,Upgrade
1,Market Cap Growth,-29.96%,-29.96%,-24.89%,-8.47%,-0.43%,-25.97%,-31.34%,-9.46%,-37.96%,-31.48%,1.89%,Upgrade
2,Enterprise Value,16614,23585,22758,25107,26212,27874,28169,27343,24420,24943,26759,Upgrade
3,Last Close Price,0.15,0.16,0.16,0.21,0.21,0.23,0.21,0.30,0.30,0.34,0.46,Upgrade
4,PE Ratio,-,-9.67,-,5.11,4.57,11.91,-,-6.04,-,47.04,-,Upgrade
5,Forward PE,-,8.21,8.21,8.21,8.21,8.21,8.21,8.21,8.21,8.21,8.21,Upgrade
6,PS Ratio,0.13,0.14,0.15,0.21,0.19,0.18,0.15,0.19,0.18,0.22,0.31,Upgrade
7,PB Ratio,0.05,0.05,0.05,0.07,0.06,0.07,0.06,0.09,0.09,0.11,0.15,Upgrade
8,P/TBV Ratio,0.06,0.06,0.07,0.09,0.08,0.09,0.08,0.12,0.13,0.15,0.21,Upgrade
9,P/FCF Ratio,0.56,0.60,0.56,0.78,0.92,0.75,1.67,-,2.12,-,2.36,Upgrade
10,P/OCF Ratio,0.56,0.56,0.52,0.73,0.83,0.68,1.19,1.62,1.60,1.81,1.82,Upgrade
11,PEG Ratio,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,0.67,Upgrade
12,EV/Sales Ratio,2.79,4.00,3.94,4.53,4.30,3.88,3.60,3.00,2.57,2.95,3.04,Upgrade
13,EV/EBITDA Ratio,7.58,13.87,13.11,15.77,15.00,12.59,11.33,9.21,7.86,8.43,8.26,Upgrade
14,EV/EBIT Ratio,14.45,20.04,19.12,24.78,23.46,18.32,15.87,11.87,10.04,10.67,10.40,Upgrade
15,EV/FCF Ratio,12.21,17.34,14.30,16.83,20.58,16.46,39.89,-,30.04,-,22.76,Upgrade
16,Debt / Equity Ratio,0.82,0.82,1.29,1.29,1.29,1.35,1.36,1.46,1.40,1.34,1.26,Upgrade
17,Debt / FCF Ratio,10.10,10.10,14.28,15.27,18.74,15.05,38.58,-,31.55,-,19.41,Upgrade
18,Return on Capital Employed (ROCE),4.05%,4.08%,3.45%,2.85%,3.03%,3.93%,4.20%,6.30%,6.55%,7.03%,7.67%,Upgrade
19,Earnings Yield,-11.11%,-10.34%,-11.98%,19.58%,21.91%,8.40%,6.82%,-16.57%,-12.04%,2.13%,7.51%,Upgrade
20,FCF Yield,178.82%,166.45%,179.95%,127.85%,108.19%,132.86%,59.73%,41.90%,47.21%,44.19%,42.36%,Upgrade
21,Dividend Yield,5.07%,-,-,-,-,-,-,-,-,-,-,Upgrade
22,Total Shareholder Return,5.07%,-,-,-,-,-,-,-,-,-,-,Upgrade
