,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q3 2021,Q2 2021,Q1 2021,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,1256443,534329,1278507,752236,1349167,1440855,1474914,1459487,1792966,1187711,1559329,1313597,923132,1081352,1005410,711586,1594587,673196,1089186,1013442,Upgrade
1,Revenue Growth (YoY),-6.87%,-62.92%,-13.32%,-48.46%,-24.75%,21.31%,-5.41%,11.11%,94.23%,9.84%,55.09%,84.60%,-42.11%,60.63%,-7.69%,-29.79%,53.13%,-27.18%,61.90%,144.97%,Upgrade
2,Cost of Revenue,1239190,525538,1259634,741646,1333049,1428435,1414296,1448848,1766930,1180026,1520420,1306224,906741,1056546,987488,692780,1459066,661083,1068764,997553,Upgrade
3,Gross Profit,17253,8792,18874,10590,16118,12421,60617,10638,26036,7685,38909,7373,16391,24806,17922,18806,135521,12113,20422,15890,Upgrade
4,"Selling, General & Admin",6541,8439,6504,8670,16373,15904,17439,9472,15776,9704,12322,7635,20497,24230,16223,19301,6639,6227,8970,8370,Upgrade
5,Operating Expenses,6541,8439,6504,8670,16373,15904,17439,9472,15776,9704,12322,7635,20497,24230,16223,19301,6639,6227,8970,8370,Upgrade
6,Operating Income,10712,352.58,12370,1920,-254.71,-3483,43178,1166,10260,-2018,26587,-262.05,-4106,575.76,1699,-494.47,128883,5885,11452,7520,Upgrade
7,Interest Expense,-44673,-54556,-50419,-42463,-54286,-73195,-81507,-59141,-52413,-30251,-24340,-20319,-26143,-29114,-30357,-22421,-26190,-21263,-30991,-35027,Upgrade
8,Interest & Investment Income,48540,68333,68389,67492,83249,82807,77883,62655,46086,36352,32860,26078,35483,39362,34795,37378,44094,44120,60805,70756,Upgrade
9,Earnings From Equity Investments,-2897,-,-0.92,-,-13.84,-,12.15,-,133.47,-,-,-,-,-133.73,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),-11336,-13271,-21656,-24685,-31998,-13407,-25635,-3856,-23744,-2539,-7648,-2090,-1390,1898,-3066,1441,511.08,-4601,-7047,-8215,Upgrade
11,EBT Excluding Unusual Items,346.72,858.54,8683,2264,-3302,-7279,13931,824.61,-19677,1544,27459,3407,3844,12588,3071,15904,147298,24141,34219,35034,Upgrade
12,Pretax Income,346.72,858.54,8683,2264,-3302,-7279,13931,824.61,-19677,1544,27459,3407,3844,12588,3071,15904,147298,24141,34219,35034,Upgrade
13,Income Tax Expense,600.97,221.67,1883,612.78,-554.95,-1279,2820,293.15,3851,398.8,6507,730.35,2561,7702,1902,3676,29494,4946,6886,7310,Upgrade
14,Earnings From Continuing Operations,-254.25,636.87,6799,1651,-2747,-5999,11111,531.46,-23528,1145,20952,2677,1283,4886,1169,12229,117804,19195,27333,27724,Upgrade
15,Minority Interest in Earnings,-94.39,-128.89,-13.86,109.44,-157.7,-62.98,-110.86,101.14,-109.73,-93.99,-50.4,-45.87,-56.93,-313.73,26.84,-733.41,-42441,-190.11,-1383,-3004,Upgrade
16,Net Income,-348.64,507.98,6786,1760,-2905,-6062,11000,632.6,-23638,1051,20902,2631,1226,4572,1195,11495,75363,19005,25950,24720,Upgrade
17,Net Income to Common,-348.64,507.98,6786,1760,-2905,-6062,11000,632.6,-23638,1051,20902,2631,1226,4572,1195,11495,75363,19005,25950,24720,Upgrade
18,Net Income Growth,-,-,-38.31%,178.29%,-,-,-47.37%,-75.95%,-,-77.01%,1648.59%,-77.12%,-98.37%,-75.94%,-95.39%,-53.50%,162.49%,207.78%,82.58%,1620.22%,Upgrade
19,Shares Outstanding (Basic),130,127,130,126,132,129,129,127,130,131,130,132,136,131,133,129,130,129,-,-,Upgrade
20,Shares Outstanding (Diluted),130,127,130,126,132,129,129,127,130,131,130,132,136,131,133,129,130,129,-,-,Upgrade
21,Shares Change (YoY),-1.85%,-1.54%,0.83%,-0.61%,1.68%,-1.84%,-0.32%,-3.81%,-4.69%,0.59%,-2.25%,1.84%,5.05%,1.04%,-,-,-,-,-,-,Upgrade
22,EPS (Basic),-2.69,4.00,52.00,14.00,-22.00,-47.00,85.00,5.00,-182.00,8.00,161.00,20.00,9.00,35.00,9.00,89.00,581.00,147.00,-,-,Upgrade
23,EPS (Diluted),-2.69,4.00,52.00,14.00,-22.00,-47.00,85.00,5.00,-182.00,8.00,161.00,20.00,9.00,35.00,9.00,89.00,581.00,147.00,-,-,Upgrade
24,EPS Growth,-,-,-38.82%,180.00%,-,-,-47.20%,-75.00%,-,-77.14%,1688.89%,-77.53%,-98.45%,-76.19%,-,-,-,-,-,-,Upgrade
25,Free Cash Flow,-627587,1218059,-1183764,-142853,-455224,-,-576486,630237,-854525,-951201,-33192,-282461,-42675,151859,-60581,305929,-478230,-105546,587700,255626,Upgrade
26,Free Cash Flow Per Share,-4842.22,9591.43,-9071.51,-1136.01,-3447.27,-,-4454.62,4981.32,-6579.48,-7238.70,-255.67,-2147.41,-313.17,1162.45,-456.13,2368.55,-3686.84,-816.36,-,-,Upgrade
27,Gross Margin,1.37%,1.65%,1.48%,1.41%,1.19%,0.86%,4.11%,0.73%,1.45%,0.65%,2.50%,0.56%,1.78%,2.29%,1.78%,2.64%,8.50%,1.80%,1.87%,1.57%,Upgrade
28,Operating Margin,0.85%,0.07%,0.97%,0.26%,-0.02%,-0.24%,2.93%,0.08%,0.57%,-0.17%,1.71%,-0.02%,-0.44%,0.05%,0.17%,-0.07%,8.08%,0.87%,1.05%,0.74%,Upgrade
29,Profit Margin,-0.03%,0.10%,0.53%,0.23%,-0.22%,-0.42%,0.75%,0.04%,-1.32%,0.09%,1.34%,0.20%,0.13%,0.42%,0.12%,1.62%,4.73%,2.82%,2.38%,2.44%,Upgrade
30,Free Cash Flow Margin,-49.95%,227.96%,-92.59%,-18.99%,-33.74%,-,-39.09%,43.18%,-47.66%,-80.09%,-2.13%,-21.50%,-4.62%,14.04%,-6.03%,42.99%,-29.99%,-15.68%,53.96%,25.22%,Upgrade
31,EBITDA,11304,863.98,12876,2413,337.71,-2944,43713,1710,10833,-1446,27154,298.69,3409,14977,2299,-28.47,129355,6348,22993,11828,Upgrade
32,EBITDA Margin,0.90%,0.16%,1.01%,0.32%,0.03%,-0.20%,2.96%,0.12%,0.60%,-0.12%,1.74%,0.02%,0.37%,1.39%,0.23%,-0.00%,8.11%,0.94%,2.11%,1.17%,Upgrade
33,D&A For EBITDA,591.91,511.4,505.84,493.28,592.42,538.83,535.23,543.9,572.7,572.04,566.91,560.74,7515,14401,599.62,465.99,471.72,462.31,11541,4308,Upgrade
34,EBIT,10712,352.58,12370,1920,-254.71,-3483,43178,1166,10260,-2018,26587,-262.05,-4106,575.76,1699,-494.47,128883,5885,11452,7520,Upgrade
35,EBIT Margin,0.85%,0.07%,0.97%,0.26%,-0.02%,-0.24%,2.93%,0.08%,0.57%,-0.17%,1.70%,-0.02%,-0.44%,0.05%,0.17%,-0.07%,8.08%,0.87%,1.05%,0.74%,Upgrade
36,Effective Tax Rate,173.33%,25.82%,21.69%,27.07%,-,-,20.24%,35.55%,-,25.83%,23.70%,21.44%,66.62%,61.19%,61.95%,23.11%,20.02%,20.49%,20.12%,20.87%,Upgrade
37,Revenue as Reported,1256443,534329,1278507,752236,1349167,1440855,1474914,1459487,1792966,1187711,1559329,1313597,923132,1081352,1005410,711586,1594587,673196,1089186,1013442,Upgrade
