,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,10142,5281,4180,7359,8339,6972,8482,7068,6190,3255,2634,2864,3447,3954,3353,2512,2572,2530,1639,1770,2317,Upgrade
1,Market Cap Growth,-24.26%,-24.26%,-50.72%,4.12%,34.71%,114.23%,222.00%,146.82%,79.59%,-17.68%,-21.44%,14.01%,34.03%,56.25%,104.51%,41.89%,11.01%,7.58%,-39.47%,-54.85%,18.18%,Upgrade
2,Enterprise Value,9983,5077,3848,6972,7952,6686,8106,7133,6255,3371,2697,3430,4013,4128,3560,2784,2844,3051,1884,2121,2668,Upgrade
3,Last Close Price,5.07,2.64,2.09,3.68,4.17,3.50,4.26,3.55,3.12,2.68,2.17,2.36,2.86,3.29,2.79,2.09,2.14,2.13,1.38,1.49,1.95,Upgrade
4,PE Ratio,120.54,62.71,39.15,-,59.23,13.72,22.09,24.50,72.74,-,-,-,-,19.77,15.92,14.32,16.08,-2.55,-1.29,-,-,Upgrade
5,Forward PE,-,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,13.95,Upgrade
6,PS Ratio,11.71,6.09,4.95,8.85,10.41,9.28,11.38,9.60,8.81,3.83,3.34,3.47,4.11,5.19,4.17,3.41,3.56,3.08,1.92,1.85,1.96,Upgrade
7,PB Ratio,4.34,2.10,1.67,3.02,3.42,2.88,3.50,2.98,2.69,4.87,3.49,3.66,3.67,2.07,1.77,1.41,1.46,1.40,0.93,1.05,1.38,Upgrade
8,P/TBV Ratio,2.42,2.42,1.93,3.48,3.91,3.33,4.13,3.50,3.17,-,-,-,-,4.57,3.94,3.26,3.44,3.17,2.14,2.54,3.30,Upgrade
9,P/FCF Ratio,-,-64.62,-,-,-,-,-,-,658.07,-,20.04,41.87,86.59,70.00,-,-,77.74,-101.21,-,-,-22.60,Upgrade
10,P/OCF Ratio,-,-73.29,-,-,-,-,-168.52,-,241.03,-,16.21,28.41,46.26,39.11,-,-,36.10,-447.84,-,-,-168.33,Upgrade
11,PEG Ratio,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,1.66,Upgrade
12,EV/Sales Ratio,11.52,5.86,4.56,8.38,9.92,8.90,10.88,9.69,8.90,3.96,3.42,4.16,4.79,5.42,4.42,3.78,3.94,3.71,2.21,2.22,2.26,Upgrade
13,EV/EBITDA Ratio,-,-58.02,-,-173.05,-,541.15,-,1666.03,-,39.06,29.31,-,31.03,72.45,38.96,28.39,23.52,-32.93,-11.53,-9.24,-,Upgrade
14,EV/EBIT Ratio,-,-,-,-97.02,-,-293.00,-,-240.94,-,59.04,43.88,-,40.59,163.99,74.84,52.35,-,-18.89,-7.72,-6.60,-,Upgrade
15,EV/FCF Ratio,-122.17,-62.13,-,-,-,-,-,-,664.97,-,20.52,50.14,100.81,73.09,-,-,85.98,-122.04,-,-,-26.03,Upgrade
16,Debt / Equity Ratio,0.07,0.07,0.07,0.03,0.05,0.04,0.08,0.06,0.09,0.49,0.57,0.44,0.44,0.37,0.22,0.20,0.24,0.18,0.35,0.21,0.30,Upgrade
17,Debt / EBITDA Ratio,-,18.57,-,1.66,-,0.45,-,0.67,-,5.35,9.90,-,1.31,8.45,3.87,9.72,50.64,1.50,4.89,2.79,-,Upgrade
18,Debt / FCF Ratio,-,-2.21,-,-,-,-,-,-,21.21,-,3.30,5.09,10.28,12.60,-,-,12.58,-13.26,-,-,-4.98,Upgrade
19,Asset Turnover,0.25,0.25,0.25,0.19,0.24,0.25,0.23,0.13,0.20,0.20,0.16,0.26,0.14,0.23,0.16,0.17,0.16,0.15,0.14,0.20,Upgrade,
20,Inventory Turnover,0.91,0.96,0.93,0.89,0.70,0.95,1.03,0.91,0.66,1.03,1.11,0.93,1.23,0.85,1.56,1.26,1.35,1.33,1.27,1.32,2.59,Upgrade
21,Quick Ratio,0.70,0.70,0.73,0.75,0.78,0.78,0.79,0.88,0.91,0.24,0.30,0.25,0.30,0.46,0.53,1.00,1.23,1.00,1.22,1.15,1.44,Upgrade
22,Current Ratio,1.42,1.42,1.43,1.45,1.46,1.50,1.49,1.56,1.51,0.48,0.50,0.50,0.49,0.76,0.81,1.60,1.58,1.67,1.61,1.74,1.77,Upgrade
23,Return on Equity (ROE),1.88%,9.15%,-0.92%,1.60%,5.74%,8.49%,9.60%,97.77%,-51.04%,-29.63%,-70.36%,-238.15%,3.46%,26.32%,2.48%,16.73%,7.04%,20.09%,0.55%,-189.21%,Upgrade,
24,Return on Assets (ROA),-0.32%,-1.59%,0.16%,-6.16%,2.96%,-1.89%,2.86%,-5.15%,0.52%,0.01%,-1.18%,4.04%,0.77%,1.01%,0.05%,-0.33%,1.93%,1.23%,0.63%,-9.75%,Upgrade,
25,Return on Capital (ROIC),-0.45%,-2.29%,0.24%,-8.85%,4.13%,-2.62%,4.01%,-11.23%,1.97%,0.04%,-3.90%,8.52%,1.32%,1.95%,0.10%,-0.70%,3.91%,2.59%,1.39%,-21.19%,Upgrade,
26,Return on Capital Employed (ROCE),-,-,-,-2.90%,-,-0.93%,-,-1.23%,-,6.72%,6.40%,-,8.75%,1.06%,1.96%,1.75%,-,-5.04%,-7.66%,-9.85%,-,Upgrade
