,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+1 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+1 Quarters
0,Operating Revenue,11457,12985,17402,21805,14533,14559,7751,10743,3367,4681,Upgrade
1,Other Revenue,285.89,180.15,184.65,310.53,182.88,170.39,42.65,71.64,-,-,Upgrade
2,Revenue,11743,13165,17587,22115,14716,14730,7794,10815,3367,4681,Upgrade
3,Revenue Growth (YoY),-33.23%,-40.47%,19.51%,50.14%,88.83%,36.20%,131.44%,131.05%,-16.67%,-29.82%,Upgrade
4,Cost of Revenue,11343,11374,10007,10215,6337,8057,5315,9145,2742,3700,Upgrade
5,Gross Profit,399.83,1791,7580,11900,8379,6672,2479,1670,625.66,980.6,Upgrade
6,"Selling, General & Admin",733.47,1069,599.32,954.69,594.18,1062,374.73,563.27,397.89,623.46,Upgrade
7,Research & Development,181.17,180.33,93.7,200.04,125.3,281.53,55.72,193.13,-,-,Upgrade
8,Other Operating Expenses,29.13,-48.74,130.11,105.32,183.96,58.76,32.21,15.94,-36.88,-64.82,Upgrade
9,Operating Expenses,1079,1244,907.21,1331,971.41,1477,511.51,935.99,364.42,613.16,Upgrade
10,Operating Income,-678.95,546.55,6672,10569,7408,5195,1967,733.8,261.23,367.44,Upgrade
11,Interest Expense,-359.01,-367.87,-365.32,-405.07,-381.75,-446.77,-296.18,-414.1,-274.6,-208.59,Upgrade
12,Interest & Investment Income,95.04,80.8,64.32,54.14,74.32,291.76,34.14,691.54,20.32,21.66,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-17.65,17.65,13.42,Upgrade
14,Currency Exchange Gain (Loss),-2.03,-9.07,6.3,7.2,7.55,0.32,4.86,-30.73,-,6.3,Upgrade
15,Other Non Operating Income (Expenses),-13.06,-14.01,-11.78,40.52,-31.61,-10.56,7.5,-96.29,-,-,Upgrade
16,EBT Excluding Unusual Items,-958.01,236.39,6366,10266,7076,5030,1718,866.57,24.6,200.23,Upgrade
17,Gain (Loss) on Sale of Investments,-6.92,-7.73,-29.13,-62.12,-14.7,6.85,-6.76,7.53,-,18.38,Upgrade
18,Gain (Loss) on Sale of Assets,-0.52,-35.32,-3.36,-44.29,1.79,-1.03,-0.33,4.02,-,3.51,Upgrade
19,Asset Writedown,-,-552.83,-71.54,-365.38,-11.45,-408.53,-11.86,-2.33,-,-,Upgrade
20,Other Unusual Items,24.23,21.9,180.46,-71.91,41.23,-7.45,-,-8.07,-,-,Upgrade
21,Pretax Income,-941.21,-337.57,6442,9722,7093,4620,1699,867.72,24.6,222.12,Upgrade
22,Income Tax Expense,-93.4,-58.74,1046,1432,1063,590.34,344,78.5,-14.39,8.76,Upgrade
23,Earnings From Continuing Operations,-847.82,-278.84,5396,8290,6030,4029,1355,789.23,38.99,213.36,Upgrade
24,Minority Interest in Earnings,-39.2,-135.1,-637.39,-592.01,-412.95,-302.22,-126.53,-156.39,-37.25,-46.21,Upgrade
25,Net Income,-887.02,-413.93,4759,7698,5617,3727,1228,632.83,1.74,167.15,Upgrade
26,Net Income to Common,-887.02,-413.93,4759,7698,5617,3727,1228,632.83,1.74,167.15,Upgrade
27,Net Income Growth,-,-,-15.28%,106.53%,357.37%,488.95%,70565.23%,278.59%,-99.26%,-31.61%,Upgrade
28,Shares Outstanding (Basic),1430,1430,1430,1430,1430,1325,1200,1195,1200,1200,Upgrade
29,Shares Outstanding (Diluted),1430,1430,1430,1430,1430,1325,1200,1195,1200,1200,Upgrade
30,Shares Change (YoY),0.00%,0.00%,-0.00%,7.89%,19.17%,10.95%,-0.00%,-0.45%,4.50%,14.83%,Upgrade
31,EPS (Basic),-0.62,-0.29,3.33,5.38,3.93,2.81,1.02,0.53,0.00,0.14,Upgrade
32,EPS (Diluted),-0.62,-0.29,3.33,5.38,3.93,2.81,1.02,0.53,0.00,0.13,Upgrade
33,EPS Growth,-,-,-15.28%,91.43%,283.80%,430.81%,70583.70%,302.17%,-99.29%,-42.73%,Upgrade
34,Free Cash Flow,-1895,982.09,5278,-1659,-66.13,-3781,-320.02,-1112,-1834,-3851,Upgrade
35,Free Cash Flow Per Share,-1.33,0.69,3.69,-1.16,-0.05,-2.85,-0.27,-0.93,-1.53,-3.21,Upgrade
36,Operating Margin,-5.78%,4.15%,37.94%,47.79%,50.34%,35.27%,25.24%,6.79%,7.76%,7.85%,Upgrade
37,Profit Margin,-7.55%,-3.14%,27.06%,34.81%,38.17%,25.30%,15.76%,5.85%,0.05%,3.57%,Upgrade
38,Free Cash Flow Margin,-16.14%,7.46%,30.01%,-7.50%,-0.45%,-25.67%,-4.11%,-10.28%,-54.47%,-82.26%,Upgrade
39,EBITDA,778.91,1746,7859,11597,8262,5983,2679,1339,753.96,762.69,Upgrade
40,D&A For EBITDA,1458,1199,1187,1028,854.2,788.14,711.28,605.44,492.73,395.25,Upgrade
41,EBIT,-678.95,546.55,6672,10569,7408,5195,1967,733.8,261.23,367.44,Upgrade
42,Revenue as Reported,11743,13165,17587,22115,14716,14730,7794,14182,-,-,Upgrade
43,Advertising Expenses,8.46,-,13.7,-,7.15,-,7.06,-,-,-,Upgrade
