,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,273,618,428,735,785,820,788,820,802,836,908,Upgrade
1,Market Cap Growth,-16.00%,-16.00%,-45.50%,-10.29%,-0.50%,0%,-1.71%,-1.88%,-11.66%,-29.00%,26.85%,Upgrade
2,Enterprise Value,1781,1874,1660,1726,1954,2284,2935,2795,3082,2895,2622,Upgrade
3,Last Close Price,1.39,3.15,2.18,3.75,4.00,4.18,4.02,4.18,4.09,4.26,4.63,Upgrade
4,PE Ratio,-,-,-,-,-,-512.36,-,-,29.02,-,-,Upgrade
5,PS Ratio,0.80,1.80,0.24,0.44,0.52,0.44,0.63,0.21,0.24,1.21,1.06,Upgrade
6,PB Ratio,0.21,0.35,0.22,0.38,0.38,0.35,0.33,0.35,0.33,0.46,0.46,Upgrade
7,P/TBV Ratio,0.47,0.47,0.30,0.52,0.52,0.51,0.48,0.49,0.46,0.56,0.56,Upgrade
8,P/FCF Ratio,-,-,-,-,-,0.59,0.75,-,2.06,-,1.40,Upgrade
9,P/OCF Ratio,-,-,-,-,-,0.59,0.74,-,2.03,-,1.39,Upgrade
10,EV/Sales Ratio,5.20,5.47,0.93,1.03,1.30,1.23,2.35,0.71,0.93,4.18,3.07,Upgrade
11,EV/EBITDA Ratio,-,-,-,-19.38,-,9.37,-88.63,-,6.58,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-17.87,-,9.49,-76.54,-,6.65,-,-,Upgrade
13,EV/FCF Ratio,-6.76,-,-,-,-,1.65,2.79,-,7.91,-,4.03,Upgrade
14,Debt / Equity Ratio,0.61,0.61,0.47,0.46,0.46,0.48,0.79,1.10,1.00,1.59,1.43,Upgrade
15,Debt / FCF Ratio,-,-,-,-,-,0.82,1.80,-,6.12,-,4.35,Upgrade
16,Return on Capital Employed (ROCE),-,-,-,-4.03%,-,8.15%,-1.17%,-,13.35%,-,-,Upgrade
17,Earnings Yield,-32.52%,-14.35%,-13.56%,-10.40%,1.10%,-0.20%,-19.93%,3.48%,3.45%,-17.70%,-3.81%,Upgrade
18,FCF Yield,-96.68%,-42.66%,-75.05%,-60.95%,3.56%,168.51%,133.57%,74.70%,48.58%,38.47%,71.64%,Upgrade
