,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Market Capitalization,99,96,512,467,516,921,1627,6077,7581,6450,-
1,Market Cap Growth,-79.47%,-79.47%,-0.71%,-49.33%,-68.30%,-84.85%,-78.54%,-5.79%,-,-,-
2,Enterprise Value,875,824,896,-112,-1628,-2785,-1616,3086,5120,5450,-
3,Last Close Price,0.03,0.03,0.14,0.15,0.17,0.30,0.53,1.98,2.47,2.09,-
4,PE Ratio,-,-,-,2.04,2.41,2.43,1.81,5.57,8.73,10.04,-
5,Forward PE,-,1.74,1.74,1.74,1.74,1.74,1.74,-,-,-,-
6,PS Ratio,0.09,0.09,0.16,0.12,0.19,0.27,0.30,0.96,1.35,1.39,-
7,PB Ratio,0.03,0.02,0.10,0.08,0.09,0.16,0.28,1.05,1.48,1.38,-
8,P/TBV Ratio,0.03,0.03,0.10,0.08,0.09,0.16,0.28,1.05,1.48,1.38,-
9,P/FCF Ratio,-,-,-,-,-,-,1.50,6.78,12.81,8.77,-
10,P/OCF Ratio,-,-,-,-4.52,-,-,1.22,5.65,11.99,8.34,-
11,EV/Sales Ratio,0.82,0.77,0.28,-,-,-,-,0.49,0.91,1.18,-
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,2.05,3.68,5.12,-
13,EV/EBIT Ratio,-,-,-,-,-,-,-,2.24,4.04,5.77,-
14,EV/FCF Ratio,-,-,-,-,-,-,-,3.44,8.65,7.41,-
15,Debt / Equity Ratio,0.20,0.20,0.15,0.16,0.07,0.08,0.08,0.11,0.14,0.15,0.24
16,Debt / FCF Ratio,-,-,-,-,-,-,0.44,0.68,1.17,0.93,0.82
17,Return on Capital Employed (ROCE),-,-,-,4.30%,2.88%,6.18%,16.88%,23.19%,24.36%,18.98%,25.08%
18,Earnings Yield,-1826.55%,-1896.81%,-75.33%,48.91%,41.54%,41.12%,55.11%,17.94%,11.46%,9.96%,-
19,FCF Yield,-,-246.84%,-466.83%,-533.17%,-86.49%,66.52%,14.76%,7.81%,11.40%,-,
20,Buyback Yield / Dilution,-20.00%,-20.00%,-20.00%,-,-,0.00%,-0.17%,-35.91%,-36.17%,-,-
21,Total Shareholder Return,-20.00%,-20.00%,-20.00%,-,-,0.00%,-0.17%,-35.91%,-36.17%,-,-
