,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Revenue,171.96,836.57,2159,1482,1052,1963,2737,2402,2265,1631
1,Revenue Growth (YoY),-92.03%,-43.55%,105.20%,-24.51%,-61.56%,-18.28%,20.84%,47.32%,15.20%,-6.98%
2,Cost of Revenue,187.22,1022,1871,1286,914.86,1556,2068,1772,1687,1264
3,Gross Profit,-15.27,-184.96,287.41,195.91,137.1,407.67,668.72,630.49,577.86,366.29
4,"Selling, General & Admin",414.43,133.9,125.77,93.3,110.51,115.66,109.1,94.94,75.48,69
5,Other Operating Expenses,-5.59,-5.06,19.91,-29.02,5.78,-16.47,-0.3,-20.51,1.03,-3.03
6,Operating Expenses,408.84,129.5,192.19,60.75,120.44,105.7,103.89,74.23,80.62,68.56
7,Operating Income,-424.1,-314.45,95.22,135.16,16.67,301.98,564.83,556.26,497.23,297.73
8,Interest Expense,-1.49,-17.23,-13.58,-9.61,-11.63,-13.34,-17.39,-19.38,-21.05,-21.67
9,Interest & Investment Income,-,-,6.33,-,21.57,-,8.85,-,4.47,-
10,Currency Exchange Gain (Loss),-19.6,19.6,-26.1,58.17,20.14,60.49,-2.69,-35.93,-96.18,10.88
11,Other Non Operating Income (Expenses),-918.27,-4.56,-8.94,-,-,-,-,-,-27.61,-1.91
12,EBT Excluding Unusual Items,-1363,-316.64,52.92,183.72,46.74,349.12,553.59,500.96,356.86,285.02
13,Gain (Loss) on Sale of Investments,-,-,0,-,-,-,-,-,-,-
14,Gain (Loss) on Sale of Assets,63.49,-63.49,12.71,-,-5.87,-,-3.16,-12.37,-1.04,-2.99
15,Pretax Income,-1300,-380.13,65.63,183.72,40.87,349.12,550.44,488.59,355.83,282.03
16,Income Tax Expense,2.11,0.29,23.58,22.76,4.41,51.11,83.14,67.81,54.34,42.84
17,Earnings From Continuing Operations,-1302,-380.43,42.05,160.96,36.46,298.01,467.3,420.77,301.49,239.2
18,Minority Interest in Earnings,-,-24.26,3.73,0.37,0.43,-,-,-,-,-
19,Net Income,-1302,-404.68,45.78,161.33,36.89,298.01,467.3,420.77,301.49,239.2
20,Net Income to Common,-1302,-404.68,45.78,161.33,36.89,298.01,467.3,420.77,301.49,239.2
21,Net Income Growth,-,-,24.08%,-45.86%,-92.11%,-29.18%,55.00%,75.91%,-4.23%,-5.64%
22,Shares Outstanding (Basic),3683,3683,3069,3069,3069,3069,3069,3064,2258,2250
23,Shares Outstanding (Diluted),3683,3683,3069,3069,3069,3069,3069,3064,2258,2250
24,Shares Change (YoY),20.00%,20.00%,-,-,-0.00%,0.17%,35.91%,36.17%,-,-
25,EPS (Basic),-0.35,-0.11,0.01,0.05,0.01,0.10,0.15,0.14,0.13,0.11
26,EPS (Diluted),-0.35,-0.11,0.01,0.05,0.01,0.10,0.15,0.14,0.13,0.11
27,EPS Growth,-,-,24.08%,-45.86%,-92.11%,-29.30%,14.04%,29.19%,-,-
28,Free Cash Flow,-,-499.11,-676.91,-1300,-1244,539.86,383.91,346.62,145.44,473.6
29,Free Cash Flow Per Share,-,-0.14,-0.22,-0.42,-0.41,0.18,0.13,0.11,0.06,0.21
30,Operating Margin,-246.63%,-37.59%,4.41%,9.12%,1.58%,15.38%,20.64%,23.15%,21.95%,18.26%
31,Profit Margin,-757.22%,-48.37%,2.12%,10.89%,3.51%,15.18%,17.07%,17.51%,13.31%,14.67%
32,Free Cash Flow Margin,-,-59.66%,-31.36%,-87.71%,-118.28%,27.50%,14.03%,14.43%,6.42%,29.04%
33,EBITDA,-388.06,-221.14,165.4,195.53,71.96,356.58,616.58,608.17,548.73,348.1
34,D&A For EBITDA,36.04,93.32,70.18,60.38,55.29,54.6,51.76,51.91,51.49,50.37
35,EBIT,-424.1,-314.45,95.22,135.16,16.67,301.98,564.83,556.26,497.23,297.73
