,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020"
0,Cash & Equivalents,5.59,45.47,463.36,924.58,1506,2773,3137,3060,2648,1528
1,Short-Term Investments,-,-,13,-,800,800,-,-,-,-
2,Cash & Short-Term Investments,5.59,45.47,476.36,924.58,2306,3573,3137,3060,2648,1528
3,Cash Growth,-98.83%,-95.08%,-79.34%,-74.13%,-26.50%,16.77%,18.48%,100.26%,144.12%,-
4,Accounts Receivable,847.48,1207,1527,1311,773.16,801.17,1291,1167,1186,779.06
5,Other Receivables,304.96,279.5,243.72,139.02,133.03,52.18,53.19,45.69,50,41.28
6,Receivables,1152,1486,1770,1450,906.19,853.35,1344,1212,1236,820.34
7,Inventory,527.27,921.98,877.76,1062,1042,241.43,215.46,240.24,150.36,142.07
8,Other Current Assets,63.86,57.87,118.03,0.08,3.12,0.19,0.02,0.01,0.57,7.19
9,Total Current Assets,1749,2511,3242,3436,4257,4668,4697,4515,4035,2499
10,"Property, Plant & Equipment",2732,3005,2648,1605,1332,1043,980.43,945.26,946.09,980.46
11,Goodwill,106.12,106.12,106.12,-,-,-,-,-,-,-
12,Other Intangible Assets,93.05,59.57,129.73,10.8,12,-,-,-,-,-
13,Long-Term Deferred Tax Assets,6.69,6.69,6.69,1.98,6.78,0.64,1.03,-,1.8,-
14,Other Long-Term Assets,209.2,243.03,500.99,899.68,96.77,9.4,7.89,7.26,0.91,0.05
15,Total Assets,4896,5932,6634,5954,5704,5722,5686,5467,4984,3479
16,Accounts Payable,155.02,231.87,434.07,297.56,188.72,221.61,358.17,352.06,338.53,184.65
17,Accrued Expenses,13.36,30.31,48.5,36.75,39.68,37.16,67.81,27.98,31.75,30.61
18,Short-Term Debt,-,-,-,-,-,-,-,-,-,0.38
19,Current Portion of Long-Term Debt,645.84,631.16,733.6,316.3,293.82,293.68,365.51,481.5,323.15,494.86
20,Current Portion of Leases,-,2.33,2.92,10.17,10.17,1.03,8.04,13.88,3.75,0.62
21,Current Income Taxes Payable,7.76,7.39,16.36,15.94,5.46,21.28,32.64,34.29,34.85,24.93
22,Other Current Liabilities,351.03,4,35.46,3.46,11.42,11.21,18.92,233.45,62.2,14.37
23,Total Current Liabilities,1173,907.06,1271,680.18,549.26,585.97,851.09,1143,794.23,750.42
24,Long-Term Debt,88.88,89.25,90,60,100,114,120.52,75.88,245.03,120.88
25,Long-Term Leases,-,0.09,0.34,0.93,3.26,1.03,1.24,2.06,4.05,-
26,Long-Term Deferred Tax Liabilities,12.38,11.25,18.47,-,-,-,-,-,-,-
27,Total Liabilities,1274,1008,1380,741.11,652.52,701.01,972.85,1221,1043,871.3
28,Common Stock,314.75,314.75,259.02,259.02,259.02,259.02,259.02,259.02,253.24,0.01
29,Additional Paid-In Capital,-,673.74,656.74,656.74,656.74,656.74,656.74,656.74,777.54,-
30,Retained Earnings,-,3815,4220,4174,4013,3976,3678,3210,2790,2488
31,Comprehensive Income & Other,3307,120.73,120.73,120.73,120.73,129.12,120.02,120.02,120.02,120.02
32,Total Common Equity,3622,4924,5256,5210,5049,5021,4713,4246,3940,2608
33,Minority Interest,-,-,-1.53,2.2,2.57,-,-,-,-,-
34,Shareholders' Equity,3622,4924,5255,5213,5052,5021,4713,4246,3940,2608
35,Total Liabilities & Equity,4896,5932,6634,5954,5704,5722,5686,5467,4984,3479
36,Total Debt,734.72,722.83,826.85,387.41,407.25,409.74,495.31,573.32,575.98,616.74
37,Net Cash (Debt),-729.13,-677.36,-350.5,537.18,1899,3164,2642,2487,2072,911.37
38,Net Cash Growth,-,-,-,-83.02%,-28.13%,27.22%,27.51%,172.88%,386.14%,-
39,Net Cash Per Share,-0.20,-0.18,-0.11,0.18,0.62,1.03,0.86,0.81,0.92,0.41
40,Filing Date Shares Outstanding,3683,3683,3069,3069,3069,3069,3069,3069,3000,3000
41,Total Common Shares Outstanding,3683,3683,3069,3069,3069,3069,3069,3069,3000,2250
42,Working Capital,576.15,1604,1971,2756,3708,4082,3846,3372,3241,1748
43,Book Value Per Share,0.98,1.34,1.71,1.70,1.65,1.64,1.54,1.38,1.31,1.16
44,Tangible Book Value,3423,4758,5020,5200,5037,5021,4713,4246,3940,2608
45,Tangible Book Value Per Share,0.93,1.29,1.64,1.69,1.64,1.64,1.54,1.38,1.31,1.16
46,Buildings,-,-,353.1,-,393.57,-,393.57,-,393.57,393.57
47,Machinery,-,-,1102,-,1051,-,964.04,-,914.58,905.86
48,Construction In Progress,-,-,1695,-,285.69,-,8.41,-,-,-
49,Leasehold Improvements,-,-,148.5,-,148.5,-,84.41,-,64.43,64.43
