,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,445.64,480.96,373.99,702.26,465.34,505.17,357.82,660.07,470.82,485.76,387.75,716.5,460.99,511.66,330.7,1602,89.1,110.48,77.46,82.62,Upgrade
1,Other Revenue,-7.72,7.72,-,3.74,-4.4,4.4,-,4.46,-5.86,5.86,-,11.06,-13.92,13.92,-,9.12,-2.8,2.8,-,10.25,Upgrade
2,Revenue,437.92,488.68,373.99,706,460.94,509.57,357.82,664.53,464.96,491.62,387.75,727.55,447.07,525.58,330.7,1611,86.3,113.29,77.46,92.87,Upgrade
3,Revenue Growth (YoY),-5.00%,-4.10%,4.52%,6.24%,-0.86%,3.65%,-7.72%,-8.66%,4.00%,-6.46%,17.25%,-54.85%,418.04%,363.93%,326.94%,1634.89%,-14.45%,10.09%,-7.38%,-15.37%,Upgrade
4,Cost of Revenue,330.68,364.1,296.9,554.52,334.43,389.58,277.05,508.13,358.55,381.48,321.13,557.1,331.98,403.23,272,1229,70.96,106.03,74.3,91.76,Upgrade
5,Gross Profit,107.24,124.58,77.09,151.49,126.51,119.99,80.77,156.4,106.4,110.14,66.62,170.45,115.1,122.35,58.7,382.6,15.34,7.26,3.16,1.11,Upgrade
6,"Selling, General & Admin",34,40.88,34.88,53.88,37.46,39.51,35.6,54.89,35.13,31.9,28.23,49.58,28.16,30.88,28.36,109.23,8.7,8.81,6.45,12.07,Upgrade
7,Research & Development,1.29,11.4,5.01,6.19,7.06,8.36,6.81,8.99,8.37,7.32,6.77,7.93,8.42,7.63,8.05,9.95,3.27,2.77,2.62,3.75,Upgrade
8,Other Operating Expenses,-0.54,1.28,0.05,2.05,-2.08,0.82,-1.28,18.06,-9.58,-1.95,0.3,5.93,-0.7,-1.36,-0.69,8.09,-2.73,-1.72,-2.95,21.02,Upgrade
9,Operating Expenses,44.68,62.9,40.81,67.09,53.55,49.38,43.35,83.63,32.66,41.97,32.11,73.82,28.4,36.9,36,152.43,3.92,9.86,6.64,35.3,Upgrade
10,Operating Income,62.56,61.68,36.28,84.4,72.97,70.6,37.42,72.77,73.74,68.17,34.52,96.64,86.7,85.45,22.69,230.18,11.42,-2.6,-3.47,-34.19,Upgrade
11,Interest Expense,-53.33,-,-22.75,-25.44,-63.68,-,-29.92,-12.04,-28.98,-28.44,-25.67,-19.09,-23.42,-22.25,-19.54,-74.29,-0.61,-0.61,-0.47,-0.85,Upgrade
12,Interest & Investment Income,21.82,35.53,9.6,8.96,25.88,35.78,19.84,-,25.1,21.46,26.48,-,4.35,5.23,4.67,8.65,0.29,0.43,0.19,39.18,Upgrade
13,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.06,Upgrade
14,Currency Exchange Gain (Loss),-,-,-,0.66,-,-,-,1.72,-0.76,0.76,-,1.7,-1.76,1.76,-,-2.72,-0.28,0.28,-,0.21,Upgrade
15,Other Non Operating Income (Expenses),27.66,-42.3,6.63,-0.37,33.17,-47.97,6.74,2.89,-7.19,-5.56,-5.33,-6.96,-11.38,0.6,-0.8,-8.9,-6.5,4.72,0.24,-23.79,Upgrade
16,EBT Excluding Unusual Items,58.71,54.91,29.75,68.22,68.33,58.41,34.07,65.34,61.91,56.39,30,72.28,54.49,70.8,7.03,152.91,4.32,2.23,-3.52,-19.38,Upgrade
17,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.68,Upgrade
18,Gain (Loss) on Sale of Assets,0.9,-,0.06,-0.36,0.03,9.34,0.09,0.56,-0.53,-0.11,9.59,-0.42,0.42,-0.19,0.7,-0.45,0.34,-0.34,-,-0.13,Upgrade
