,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,45.27,39.1,70.51,74.6,96.57,71.63,104.52,119.34,64.48,50.44
1,Cash & Short-Term Investments,45.27,39.1,70.51,74.6,96.57,71.63,104.52,119.34,64.48,50.44
2,Cash Growth,-35.80%,-47.59%,-26.99%,4.16%,-7.60%,-39.98%,62.09%,136.62%,-,-
3,Accounts Receivable,242.43,236.61,277.22,256.21,193.06,204.97,135.74,124.12,61.67,117.16
4,Other Receivables,45.53,88.21,2.04,9.37,7.52,4.56,2.78,1.91,-,-
5,Receivables,287.95,324.82,279.26,265.58,200.58,209.53,138.52,126.03,61.67,117.16
6,Inventory,160.17,141.35,426.2,341.82,327.91,303.21,153.55,125.34,124.03,84.07
7,Prepaid Expenses,202.54,161.29,162.46,147.65,115.26,108.33,105.51,61.14,68.52,33.81
8,Total Current Assets,695.93,666.56,938.43,829.65,740.33,692.7,502.1,431.85,318.69,285.48
9,"Property, Plant & Equipment",66.41,71.67,74.56,74.06,75.38,75.06,75.22,78.54,62.72,72.3
10,Long-Term Investments,160.88,159.95,70.4,52.71,52.62,57.5,71.17,59.85,41.52,-
11,Goodwill,-,65.04,-,30.78,-,30.78,26.14,26.14,-,-
12,Other Intangible Assets,84.73,21.21,87.76,7.89,39.39,9.34,6.14,6.62,1,1.45
13,Long-Term Deferred Tax Assets,3.78,3.66,8.31,9.21,5.78,11.9,9.95,9.95,6.27,3.32
14,Other Long-Term Assets,0.8,0.86,8.33,7.83,9.22,4.18,2.58,6.97,4.8,3.83
15,Total Assets,1013,988.95,1188,1012,922.71,881.46,693.29,619.91,435,366.36
16,Accounts Payable,131.01,156.71,345.97,302.76,285.33,306.64,152.38,66.48,12.69,34.64
17,Accrued Expenses,-,9.51,-,25.01,-,28.29,-,11.98,-,11.36
18,Short-Term Debt,250.63,189.03,318.61,328.37,276.95,228.96,203.44,181.87,66.15,151.12
19,Current Portion of Leases,6.56,8.24,10.13,10.22,9.49,6.5,8.44,9.04,8.59,7.9
20,Current Income Taxes Payable,8.67,9.06,12.59,5.32,1.74,1.1,0.58,12.85,24.87,24.87
21,Current Unearned Revenue,-,-,-,1.27,-,14.56,-,3.44,-,-
22,Other Current Liabilities,61.77,60.56,100.15,41.83,63.77,29.15,40.16,35.63,15.93,10.17
23,Total Current Liabilities,458.63,433.12,787.44,714.78,637.27,615.2,404.99,321.28,128.22,240.05
24,Long-Term Leases,6.37,8.89,3.86,3.01,3.79,3.62,5.88,7.41,5.88,7.59
25,Long-Term Deferred Tax Liabilities,3.17,3.4,3.64,1.17,1.27,1.38,0.66,0.78,0.36,0.36
26,Other Long-Term Liabilities,-,-,6.08,-,8.36,-,-,-,-,-
27,Total Liabilities,468.16,445.41,801.02,718.96,650.69,620.2,411.53,329.47,134.47,248
28,Common Stock,8,8,8,8,8,8,8,8,8,0.1
29,Additional Paid-In Capital,232.43,231.77,231.77,231.39,230.97,230.97,246.97,246.97,246.68,-
30,Retained Earnings,348.63,327.63,169.83,82.31,61.03,38.56,46.4,57.37,70.15,118.51
31,Comprehensive Income & Other,-52.12,-31.17,-29.66,-28.06,-27.94,-19.61,-22.67,-24.18,-24.3,-0.25
32,Total Common Equity,536.94,536.23,379.94,293.64,272.06,257.92,278.7,288.16,300.53,118.36
33,Minority Interest,7.43,7.32,6.83,-0.48,-0.04,3.34,3.06,2.28,-,-
34,Shareholders' Equity,544.37,543.55,386.78,293.16,272.02,261.26,281.75,290.44,300.53,118.36
35,Total Liabilities & Equity,1013,988.95,1188,1012,922.71,881.46,693.29,619.91,435,366.36
36,Total Debt,263.55,206.16,332.59,341.6,290.22,239.08,217.76,198.32,80.62,166.62
37,Net Cash (Debt),-218.29,-167.06,-262.08,-267,-193.65,-167.46,-113.24,-78.98,-16.14,-116.18
38,Net Cash Per Share,-0.28,-0.21,-0.33,-0.34,-0.25,-0.21,-0.15,-0.10,-0.02,-0.19
39,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,39.52
40,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,39.52
41,Working Capital,237.3,233.44,151,114.88,103.05,77.5,97.1,110.57,190.47,45.42
42,Book Value Per Share,0.67,0.67,0.47,0.37,0.34,0.32,0.35,0.36,0.38,2.99
43,Tangible Book Value,452.21,449.98,292.18,254.98,232.67,217.8,246.42,255.4,299.53,116.91
44,Tangible Book Value Per Share,0.57,0.56,0.37,0.32,0.29,0.27,0.31,0.32,0.37,2.96
45,Land,-,66.38,-,64.23,-,64.23,-,64.23,-,53.8
46,Machinery,-,4.48,-,7.4,-,6.95,-,5.36,-,4.32
47,Leasehold Improvements,-,2.65,-,13.84,-,13.36,-,6.96,-,6.22
