,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,435.01,532.36,666.29,597.98,588.2,508.21,380.66,322.36,183.63,288.57
1,Revenue Growth (YoY),-34.71%,-10.97%,13.27%,17.66%,54.52%,57.65%,107.30%,11.71%,-55.45%,-
2,Cost of Revenue,327.2,384.39,493.16,464.83,459.82,416.86,320.31,305.25,147.43,211.85
3,Gross Profit,107.81,147.97,173.13,133.15,128.39,91.35,60.35,17.11,36.2,76.72
4,"Selling, General & Admin",78.35,94.06,99,105.75,88.55,85.98,76.38,26.53,68.57,66.21
5,Other Operating Expenses,-1.48,-0.6,-1.55,-0.58,-1.12,-2.33,-0.86,-6.22,-0.01,-
6,Operating Expenses,76.87,93.46,97.45,105.16,87.43,83.65,75.52,20.31,68.56,66.21
7,Operating Income,30.94,54.51,75.68,27.99,40.95,7.7,-15.17,-3.2,-32.36,10.51
8,Interest Expense,-10.28,-11.47,-11.95,-7.27,-4.06,-3.23,-3.03,-1.88,-2.97,-3.2
9,Interest & Investment Income,-,3.48,-,0.14,-,-,-,-,-,-
10,Earnings From Equity Investments,3.55,2.45,2.12,-0.34,-2.85,-1.94,-1.51,-1.67,-0.13,-
11,Currency Exchange Gain (Loss),-,-1.48,-,-0.12,-,-0.72,-,-0.97,-,0.06
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-,-,0.03
13,EBT Excluding Unusual Items,24.22,47.49,65.85,20.41,34.05,1.81,-19.71,-7.72,-35.46,7.4
14,Gain (Loss) on Sale of Investments,0,-12.65,30.66,-0.89,-4.6,-9.2,9.4,0.58,-,-
15,Gain (Loss) on Sale of Assets,-,186.34,-,0.01,-0.01,-,0.2,-,0.76,0.02
16,Asset Writedown,-,-,-,-,-,-,-,-20.11,-6.51,-
17,Other Unusual Items,-,-,-,1.41,-,-0.23,0.23,10.1,-10.1,5.42
18,Pretax Income,24.22,221.18,96.51,20.93,29.44,-7.62,-9.88,-17.16,-51.31,12.83
19,Income Tax Expense,3.1,10.91,9.47,0.09,6.64,-0.41,0.32,-4.55,-2.96,2.84
20,Earnings From Continuing Operations,21.12,210.28,87.05,20.84,22.8,-7.2,-10.2,-12.61,-48.36,9.99
21,Minority Interest in Earnings,-0.11,-0.49,0.48,0.44,-0.32,-0.64,-0.77,-0.17,-,-
22,Net Income,21.01,209.79,87.53,21.28,22.47,-7.84,-10.97,-12.78,-48.36,9.99
23,Net Income to Common,21.01,209.79,87.53,21.28,22.47,-7.84,-10.97,-12.78,-48.36,9.99
24,Net Income Growth,-76.00%,885.95%,289.50%,-,-,-,-,-,-,-
25,Shares Outstanding (Basic),778,781,782,781,781,780,780,781,685,608
26,Shares Outstanding (Diluted),782,786,788,789,781,780,780,781,685,608
27,Shares Change (YoY),-0.67%,-0.42%,0.90%,1.17%,0.07%,-0.07%,13.81%,28.46%,12.80%,-
28,EPS (Basic),0.03,0.27,0.11,0.03,0.03,-0.01,-0.01,-0.02,-0.07,0.02
29,EPS (Diluted),0.03,0.27,0.11,0.03,0.03,-0.01,-0.01,-0.02,-0.07,0.02
30,EPS Growth,-75.45%,886.01%,282.08%,-,-,-,-,-,-,-
31,Free Cash Flow,-16.98,-26,33.98,-53.17,-0.47,-42.02,-2.07,-31.02,-83.76,58.09
32,Free Cash Flow Per Share,-0.02,-0.03,0.04,-0.07,-0.00,-0.05,-0.00,-0.04,-0.12,0.10
33,Dividend Per Share,-,0.035,0.035,-,-,-,-,-,-,-
34,Operating Margin,7.11%,10.24%,11.36%,4.68%,6.96%,1.51%,-3.99%,-0.99%,-17.62%,3.64%
35,Profit Margin,4.83%,39.41%,13.14%,3.56%,3.82%,-1.54%,-2.88%,-3.96%,-26.33%,3.46%
36,Free Cash Flow Margin,-3.90%,-4.88%,5.10%,-8.89%,-0.08%,-8.27%,-0.54%,-9.62%,-45.61%,20.13%
37,EBITDA,34.28,58.57,79.39,31.49,44.66,11.68,-12.41,-0.84,-30.11,12.1
38,D&A For EBITDA,3.34,4.05,3.71,3.5,3.71,3.98,2.76,2.36,2.25,1.59
39,EBIT,30.94,54.51,75.68,27.99,40.95,7.7,-15.17,-3.2,-32.36,10.51
40,Advertising Expenses,15.55,-,14.46,-,12.39,-,15.47,-,-,-
