,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,621.4,704.17,724.99,593.26,646.33,736.99,735.93,721.72,720.56,144.03,112,115.43,74.04,56.61,37.93,492.36,29.51,16.63,21.93,18.98,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,90,-,80,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,40,40,45,85,85,128,128,128,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,621.4,704.17,724.99,593.26,646.33,736.99,735.93,761.72,760.56,189.03,197,200.43,202.04,184.61,165.93,492.36,29.51,106.63,21.93,98.98,Upgrade
4,Cash Growth,-3.86%,-4.45%,-1.49%,-22.11%,-15.02%,289.87%,273.56%,280.03%,276.44%,2.40%,18.73%,-59.29%,584.63%,73.13%,656.49%,397.42%,-69.46%,88.23%,-28.98%,185.21%,Upgrade
5,Accounts Receivable,1344,1377,1285,1486,1399,1501,1488,1589,1448,121.05,104.41,92.34,101.82,132.01,124.61,1158,139.89,121.31,111.07,115.87,Upgrade
6,Other Receivables,3.4,10.98,2.12,11.98,6.69,5.62,4.64,19.37,2.77,0.79,1.61,26.37,1,0.25,0.24,9.2,0.25,0.25,0.25,0.25,Upgrade
7,Receivables,1347,1388,1287,1498,1406,1506,1492,1609,1451,121.84,106.03,118.71,102.81,132.26,124.85,1168,140.14,121.56,111.33,116.13,Upgrade
8,Inventory,725.23,671,617.71,712.2,728.85,647.32,640.49,553.77,568.43,156.13,143.59,132.41,118.34,103.8,96.92,310.59,109.33,117.78,128.49,119.64,Upgrade
