,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,994.52,850.26,858.3,861.32,904.78,784.55,677.32,801.54,715.3,501.59,593.99,835.66,454.32,483.87,486.11,626.71,449.52,389.74,276.69,326.14,Upgrade
1,Other Revenue,-27.19,27.19,-,75.65,-30.73,30.73,-,57.29,-36.39,36.39,-,72.34,-18.04,18.04,-,29.26,-14.3,14.3,-,32.46,Upgrade
2,Revenue,967.33,877.45,858.3,936.97,874.05,815.28,677.32,858.83,678.9,537.99,593.99,908,436.28,501.91,486.11,655.97,435.23,404.04,276.69,358.6,Upgrade
3,Revenue Growth (YoY),10.67%,7.63%,26.72%,9.10%,28.74%,51.54%,14.03%,-5.41%,55.61%,7.19%,22.19%,38.42%,0.24%,24.22%,75.69%,82.93%,81.60%,83.22%,28.83%,27.79%,Upgrade
4,Cost of Revenue,750.52,705.51,656.9,712.85,675.45,652.81,525.25,685.63,516.43,419.88,460.82,757.25,320.01,368.44,338.73,492.26,296.89,284.4,184.99,228.34,Upgrade
5,Gross Profit,216.81,171.94,201.4,224.12,198.6,162.47,152.07,173.2,162.47,118.11,133.18,150.75,116.27,133.46,147.38,163.71,138.33,119.64,91.7,130.26,Upgrade
6,"Selling, General & Admin",71.23,60.28,60.84,68.82,64.62,57.14,59.67,82.71,51.08,44.22,49.31,116.89,38.06,45.59,45.98,40.49,50.59,45.64,37.8,48.94,Upgrade
7,Research & Development,39.56,45.67,36.26,56.17,37,39.24,26.92,35.58,25.02,27.94,24.09,30.45,24.9,25.95,22.28,34.02,23.93,18.94,14.51,22.52,Upgrade
8,Other Operating Expenses,-3.65,-1.69,-0.83,-2.93,1.61,2.89,2.43,13.8,1.63,2.19,-0.69,17.93,-1.44,1.63,-2.45,20.14,-6.42,0.39,1.21,7.3,Upgrade
9,Operating Expenses,107.87,92.81,104.81,133.18,100.46,102.21,85.81,142.05,80.61,73.48,77,171.57,56.41,76.92,63.51,106.94,68.34,69.42,48.15,79.68,Upgrade
10,Operating Income,108.94,79.13,96.59,90.94,98.13,60.27,66.26,31.15,81.86,44.63,56.17,-20.83,59.86,56.54,83.87,56.77,69.99,50.22,43.55,50.58,Upgrade
