,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Premiums & Annuity Revenue,235841,232835,224368,219166,205189,207223,189774,198643,194484,200495,Upgrade
1,Total Interest & Dividend Income,5704,9377,6231,10653,10256,8053,9487,8369,8916,8050,Upgrade
2,Gain (Loss) on Sale of Investments,634,-3969,1015,-5598,1797,91,3543,1376,144,-85,Upgrade
3,Other Revenue,245,-632,276,-552,552,-,-,-,-,-,Upgrade
4,Total Revenue,242424,237611,231890,223669,217794,215367,202804,208388,203544,208460,Upgrade
5,Revenue Growth (YoY),4.54%,6.23%,6.47%,3.85%,7.39%,3.35%,-0.36%,-0.03%,7.37%,15.03%,Upgrade
6,Policy Benefits,222346,233418,210533,212591,189368,156557,136031,133435,126885,135168,Upgrade
7,Policy Acquisition & Underwriting Costs,-,-,-,-,-,47091,41406,59030,56127,58967,Upgrade
8,"Selling, General & Administrative",-,-,-,-,-,4502,5706,4653,5173,4691,Upgrade
9,Other Operating Expenses,1038,1517,686,1008,810,2958,1225,2687,960,2831,Upgrade
10,Reinsurance Income or Expense,-,5818,-,2877,-2877,-,-,-,-,-,Upgrade
11,Total Operating Expenses,223384,229117,211219,210722,193055,211108,184368,199805,189145,201657,Upgrade
12,Operating Income,19040,8494,20671,12947,24739,4259,18436,8583,14399,6803,Upgrade
13,Interest Expense,-588,-5631,-522,-4953,-5175,-477,-909,-869,-608,-400,Upgrade
14,Earnings From Equity Investments,3241,2061,3469,2463,2314,2647,1877,2212,1739,2141,Upgrade
15,Currency Exchange Gain (Loss),39,-251,274,197,424,-182,-100,-621,-,74,Upgrade
16,Other Non Operating Income (Expenses),3,-173,-33,737,327,65,412,-446,287,-4,Upgrade
17,EBT Excluding Unusual Items,21735,4500,23859,11391,22629,6312,19716,8859,15817,8614,Upgrade
18,Asset Writedown,-86,-216,-108,-,-,-,-,-,-,-,Upgrade
19,Pretax Income,21649,4284,23751,11391,22629,6312,19716,8859,15817,8614,Upgrade
20,Income Tax Expense,3158,-26,3495,1503,3409,444,3219,1170,2638,1156,Upgrade
21,Earnings From Continuing Ops.,18491,4310,20256,9888,19220,5868,16497,7689,13179,7458,Upgrade
22,Minority Interest in Earnings,-1,21,-2,57,-2,-7,2,-,-,3,Upgrade
23,Net Income,18490,4331,20254,9945,19218,5861,16499,7689,13179,7461,Upgrade
24,Net Income to Common,18490,4331,20254,9945,19218,5861,16499,7689,13179,7461,Upgrade
25,Net Income Growth,-8.71%,-56.45%,5.39%,69.68%,16.48%,-23.77%,25.19%,3.06%,-21.65%,119.76%,Upgrade
26,Shares Outstanding (Basic),22242,22242,22242,22242,22242,22242,22242,22242,22242,22242,Upgrade
27,Shares Outstanding (Diluted),22242,22242,22242,22242,22242,22242,22242,22242,22242,22242,Upgrade
28,EPS (Basic),0.83,0.19,0.91,0.45,0.86,0.26,0.74,0.35,0.59,0.34,Upgrade
29,EPS (Diluted),0.83,0.19,0.91,0.45,0.86,0.26,0.74,0.34,0.59,0.34,Upgrade
30,EPS Growth,-8.74%,-56.60%,5.40%,69.96%,16.47%,-23.77%,25.19%,2.85%,-21.65%,119.76%,Upgrade
31,Free Cash Flow,20397,904,16904,9806,27341,6556,7363,-9232,12263,15024,Upgrade
32,Free Cash Flow Per Share,0.92,0.04,0.76,0.44,1.23,0.29,0.33,-0.42,0.55,0.68,Upgrade
33,Dividend Per Share,0.208,-,-,-,-,-,-,-,-,-,Upgrade
34,Operating Margin,7.85%,3.57%,8.91%,5.79%,11.36%,1.98%,9.09%,4.12%,7.07%,3.26%,Upgrade
35,Profit Margin,7.63%,1.82%,8.73%,4.45%,8.82%,2.72%,8.14%,3.69%,6.47%,3.58%,Upgrade
36,Free Cash Flow Margin,8.41%,0.38%,7.29%,4.38%,12.55%,3.04%,3.63%,-4.43%,6.02%,7.21%,Upgrade
37,EBITDA,20396,9951,22003,14331,26031,5421,19673,9816,15519,7947,Upgrade
38,D&A For EBITDA,1356,1457,1332,1384,1292,1162,1237,1233,1120,1144,Upgrade
39,EBIT,19040,8494,20671,12947,24739,4259,18436,8583,14399,6803,Upgrade
