,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,176,173,172,171,192,234,237,291,270,278,321,Upgrade
1,Market Cap Growth,1.54%,1.54%,-10.56%,-26.91%,-18.99%,-19.79%,-12.02%,4.82%,-15.88%,-17.44%,-22.50%,Upgrade
2,Last Close Price,0.23,0.23,0.22,0.21,0.23,0.27,0.27,0.32,0.29,0.29,0.32,Upgrade
3,PE Ratio,-,-,-,-,-,-,-,-,8.50,-10.81,-,Upgrade
4,PS Ratio,5.09,5.74,11.22,21.89,26.71,32.03,5.29,2.05,1.55,2.43,3.15,Upgrade
5,PB Ratio,0.26,0.26,0.24,0.22,0.24,0.28,0.26,0.30,0.27,0.29,0.33,Upgrade
6,P/FCF Ratio,-,-,-,-30.32,-,-,-,2.06,-11.21,-,-,Upgrade
7,P/OCF Ratio,-,-,-,-32.96,-,-,-,2.06,-11.31,-,-,Upgrade
8,Debt / Equity Ratio,0.11,0.11,0.10,0.08,0.09,0.08,0.12,0.07,0.14,0.12,0.06,Upgrade
9,Debt / FCF Ratio,-,-,-,-10.81,-,-,-,0.48,-5.63,-,-,Upgrade
10,Earnings Yield,-29.55%,-29.91%,-32.94%,-36.55%,-40.82%,-41.86%,-32.89%,1.22%,11.77%,-9.25%,-12.76%,Upgrade
11,FCF Yield,-,-20.16%,-3.30%,-18.28%,-19.78%,29.89%,48.55%,-8.92%,-35.50%,-26.19%,Upgrade,
12,Dividend Yield,8.66%,8.58%,9.07%,9.45%,8.77%,7.37%,7.49%,7.73%,10.44%,8.68%,9.27%,Upgrade
13,Buyback Yield / Dilution,-0.69%,-0.67%,-0.71%,-1.26%,-1.28%,-1.52%,-1.46%,-0.94%,-1.04%,-1.61%,-1.57%,Upgrade
14,Total Shareholder Return,7.97%,7.91%,8.36%,8.20%,7.49%,5.85%,6.03%,6.80%,9.40%,7.07%,7.70%,Upgrade
