,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,98.54,108.82,155.87,159.78,177.25,162.53,199.35,168.61,119.23,136.27,Upgrade
1,Short-Term Investments,392,313.33,346.22,385.98,423.76,531.65,568.31,668.24,585.59,658.03,Upgrade
2,Trading Asset Securities,261.53,213.1,178.74,216.27,222.1,223.86,228.42,246.53,252.16,234.68,Upgrade
3,Accounts Receivable,95.06,82.62,119,111.16,89.86,95.57,199.68,212.97,261.32,275.79,Upgrade
4,Other Receivables,45.68,30.32,34.77,42.31,58.6,57.56,93.04,106.17,122.98,130.16,Upgrade
5,"Property, Plant & Equipment",251.23,281.78,312.71,322.42,320.82,347.09,347.92,350.47,337.28,367.77,Upgrade
6,Goodwill,-,-,-,-,-,1.12,1.15,1.15,4.97,4.97,Upgrade
7,Other Intangible Assets,2.19,2.19,2.19,2.19,2.49,2.49,2.49,2.49,2.32,3.22,Upgrade
8,Investments in Debt & Equity Securities,1.2,42.98,50.69,51.1,52.32,51.04,67.56,74.64,36.47,34.15,Upgrade
9,Other Current Assets,-19.66,5.13,8.86,9.12,6.09,7,15.19,13.69,14.62,5.74,Upgrade
10,Long-Term Deferred Tax Assets,-,-,0.5,0.5,0.5,0.26,1.52,2.95,2.96,2.9,Upgrade
11,Other Long-Term Assets,123.67,130.72,136.05,137.1,136.88,185.54,120.93,126.92,142.4,142.45,Upgrade
12,Total Assets,1251,1211,1346,1438,1491,1666,1846,1975,1882,1996,Upgrade
13,Accounts Payable,426.81,337.22,415.29,442.97,462.48,579.61,721.93,731.9,712.16,845.91,Upgrade
14,Short-Term Debt,74.75,73.3,60.44,75.67,66.26,105,63.73,130,110,60,Upgrade
15,Current Portion of Leases,0.13,0.13,0.13,0.13,0.97,0.98,1.32,2.12,1.61,1.58,Upgrade
16,Other Current Liabilities,79.12,72,77.53,85.51,94.3,34.12,51.51,62.03,49.23,55.13,Upgrade
17,Long-Term Leases,0.18,0.25,0.31,0.38,2.29,2.88,2.94,3.32,0.46,1.27,Upgrade
18,Long-Term Deferred Tax Liabilities,11.68,17.12,22.18,23.9,23.03,27.43,27.66,27.43,26.76,30,Upgrade
19,Total Liabilities,596.32,501.41,580.18,632.98,654.2,754.87,881.23,977.87,921.01,1015,Upgrade
20,Common Stock,74.45,74.45,73.96,73.96,73.04,73.04,71.95,71.95,71.28,71.28,Upgrade
21,Additional Paid-In Capital,-,371.3,370.64,370.64,368.75,368.75,365.74,365.74,363.71,363.71,Upgrade
22,Retained Earnings,-,0.36,33.79,71.13,111.02,164.33,223.45,260.49,241.49,246.66,Upgrade
23,Comprehensive Income & Other,580.66,263.44,287.03,288.88,283.18,303.89,301.95,297.5,283.09,299.79,Upgrade
24,Total Common Equity,655.12,709.56,765.42,804.61,835.98,910.01,963.09,995.69,959.56,981.44,Upgrade
25,Minority Interest,-,-,-,0.34,0.48,0.83,1.24,1.27,1.71,-0.2,Upgrade
26,Shareholders' Equity,655.12,709.56,765.42,804.95,836.46,910.83,964.32,996.96,961.27,981.24,Upgrade
27,Total Liabilities & Equity,1251,1211,1346,1438,1491,1666,1846,1975,1882,1996,Upgrade
28,Total Debt,75.06,73.67,60.88,76.18,69.52,108.86,67.99,135.43,112.07,62.85,Upgrade
29,Net Cash (Debt),677.02,561.57,619.95,685.85,753.59,809.17,928.09,947.95,844.91,966.13,Upgrade
30,Net Cash Growth,9.21%,-18.12%,-17.73%,-15.24%,-18.80%,-14.64%,9.85%,-1.88%,16.84%,-7.41%,Upgrade
31,Net Cash Per Share,0.91,0.75,0.84,0.93,1.03,1.11,1.29,1.32,1.19,1.36,Upgrade
32,Filing Date Shares Outstanding,744.52,744.52,739.57,739.57,730.39,730.39,719.45,719.45,712.76,712.76,Upgrade
33,Total Common Shares Outstanding,744.52,744.52,739.57,739.57,730.39,730.39,719.45,719.45,712.76,712.76,Upgrade
34,Working Capital,288.69,269.26,285.77,315.92,348.78,353.61,453.36,469.09,462.1,457.07,Upgrade
35,Book Value Per Share,0.88,0.95,1.03,1.09,1.14,1.25,1.34,1.38,1.35,1.38,Upgrade
36,Tangible Book Value,652.93,707.37,763.23,802.42,833.49,906.4,959.45,992.05,952.28,973.25,Upgrade
37,Tangible Book Value Per Share,0.88,0.95,1.03,1.08,1.14,1.24,1.33,1.38,1.34,1.37,Upgrade
