,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,-,194.33,255.32,154,156.04,150.3,236.46,188.79,352.17,312.94,242.54,146.3,177.35,130.78,184.18,-,80.94,-,-,-
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,25,-,-,-,-,-,-,-
2,Trading Asset Securities,-,-,-,-,-,-,-,-,12.7,53,119,192.87,191.87,200,200,-,-,-,-,-
3,Cash & Short-Term Investments,194.33,194.33,255.32,154,156.04,150.3,236.46,188.79,364.86,365.94,361.54,339.17,394.22,330.78,384.17,80.94,80.94,-,-,21.6
4,Cash Growth,24.54%,29.30%,7.97%,-18.43%,-57.23%,-58.93%,-34.60%,-44.34%,-7.45%,10.63%,-5.89%,319.03%,387.05%,-,-,274.70%,-,-,-,-
5,Accounts Receivable,-,886.96,982.47,1010,963.81,1154,1070,1090,933.11,970.34,879.1,865.4,785.71,734.4,661.79,-,534.51,-,-,-
6,Other Receivables,-,6.78,6.03,7.17,6.08,7.49,7.17,7.51,4.85,6.15,6.85,7.11,4.94,4.88,4.45,-,3.1,-,-,-
7,Receivables,-,893.73,988.5,1017,969.89,1161,1077,1098,937.96,976.49,885.95,872.51,790.65,739.28,666.24,-,537.61,-,-,-
8,Inventory,-,778.01,743.05,642.21,602.62,561.73,595.09,549.5,644.38,666.68,764.96,785.95,840.64,809.44,668.68,-,396.47,-,-,-
9,Prepaid Expenses,-,-,0.26,-,-,-,0.69,-,-,-,-,-,-,-,-,-,-,-,-,-
10,Other Current Assets,-,168.63,130.97,126.44,121.81,46.46,47.62,29.96,27.99,20.29,31.76,37.47,35.77,49.88,24.85,-,7.7,-,-,-
11,Total Current Assets,-,2035,2118,1939,1850,1920,1957,1866,1975,2029,2044,2035,2061,1929,1744,-,1023,-,-,-
12,"Property, Plant & Equipment",-,530.18,506.01,480.51,481.87,474.49,475.42,331.81,335.45,336.12,314.32,290.5,282.74,274.41,261.18,-,224.38,-,-,-
13,Long-Term Investments,-,50.34,50.34,50.34,50.34,47.59,47.59,47.59,47.59,45.33,25.33,25,-,-,-,-,-,-,-,-
14,Goodwill,-,19.83,19.83,19.83,19.83,22.84,22.84,22.84,22.84,25.46,25.46,25.46,25.46,25.28,-,-,-,-,-,-
15,Other Intangible Assets,-,81.64,82.68,84.11,85.56,86.96,88.34,28.67,29.87,30.89,31.97,32.77,33.95,34.33,31.02,-,32.17,-,-,-
16,Long-Term Deferred Tax Assets,-,57.95,55.28,52.07,50.74,30.08,27.64,27.28,28.55,25.89,24.18,22.08,18.98,15.88,12.49,-,9.13,-,-,-
17,Long-Term Deferred Charges,-,10.33,9.21,9.96,10.38,1.74,2.03,2.19,2.91,1.57,2.01,2.19,2.63,3.03,0.65,-,0.24,-,-,-
18,Other Long-Term Assets,-,109.84,106.74,85.74,64.37,11.52,11.05,198.01,2.41,8.16,12.77,12.12,8.29,6.48,8.25,-,3.17,-,-,-
