,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,498,617,652,634,1097,1189,1272,1496,1492,1539,1539,Upgrade
1,Market Cap Growth,2.19%,-2.78%,-40.56%,-46.67%,-13.82%,-20.50%,-14.72%,-2.79%,-3.03%,-18.52%,-3.42%,Upgrade
2,Enterprise Value,-656,-636,-778,-692,45,231,92,149,350,195,-236,Upgrade
3,Last Close Price,0.11,0.14,0.15,0.14,0.25,0.27,0.28,0.34,0.32,0.33,0.33,Upgrade
4,PE Ratio,13.88,-,17.46,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,5.23,Upgrade
6,PS Ratio,0.35,0.43,0.42,0.87,-,1.92,-,1.22,1.03,0.82,0.57,Upgrade
7,PB Ratio,0.14,0.17,0.18,0.18,0.30,0.31,0.32,0.37,0.37,0.35,0.35,Upgrade
8,P/TBV Ratio,0.18,0.18,0.19,0.18,0.31,0.32,0.33,0.39,0.38,0.36,0.36,Upgrade
9,P/FCF Ratio,-,-,-,5.63,-,24.37,-,-,31.87,-,-,Upgrade
10,P/OCF Ratio,-,-,-,4.37,-,18.61,-,-,14.01,19.33,7.51,Upgrade
11,PEG Ratio,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,15.23,Upgrade
12,EV/Sales Ratio,-,-,-,-,-,0.37,-,0.12,0.24,0.10,-,Upgrade
13,EV/FCF Ratio,1.73,-,-,-,-,4.73,-,-,7.47,-,-,Upgrade
14,Debt / Equity Ratio,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.02,0.06,0.10,Upgrade
15,Debt / FCF Ratio,-,-,-,1.13,-,2.30,-,-,1.61,-,-,Upgrade
16,Earnings Yield,7.20%,5.81%,5.73%,-0.34%,-,-2.26%,-,-26.46%,-30.49%,-30.90%,-24.18%,Upgrade
17,FCF Yield,-76.07%,-61.40%,-22.41%,17.76%,-,4.10%,-,2.31%,3.14%,-1.13%,6.89%,Upgrade
18,Buyback Yield / Dilution,0.27%,-,-,1.10%,-,1.31%,-,3.22%,0.00%,-0.40%,-0.27%,Upgrade
19,Total Shareholder Return,0.27%,-,-,1.10%,-,1.31%,-,3.22%,0.00%,-0.40%,-0.27%,Upgrade
