,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,1495,1892,2069,2704,4479,5459,4154,2286,4841,5360
1,Short-Term Investments,90.13,93.29,90.31,92.95,89.75,210.75,248.67,488.94,985.36,1026
2,Trading Asset Securities,5227,4920,4669,2819,5971,4892,6463,7965,10468,9078
3,Accounts Receivable,1722,1011,1265,1167,2052,1518,6347,3481,3946,5543
4,Other Receivables,1.81,1.81,3.36,3.71,3.92,4.46,7.62,6.16,6.12,0.06
5,"Property, Plant & Equipment",46.27,56.91,30.92,33.46,55.14,76,78.26,97.08,118.69,29.52
6,Other Intangible Assets,11.95,11.25,12.08,11.73,5.43,7.66,9.6,11.72,40.55,6.9
7,Investments in Debt & Equity Securities,4333,4678,3795,2414,753.95,16.62,-,51.24,47.48,48
8,Restricted Cash,2174,3430,2827,2891,3290,4299,5364,3339,4370,1864
9,Other Current Assets,273.65,317.85,87.61,169.31,207.64,139,137.05,332.62,218.06,1172
10,Long-Term Deferred Tax Assets,106.64,120.8,124.27,133.46,126.14,121.59,123.93,124.54,123.43,84.37
11,Other Long-Term Assets,22.97,19.19,25.09,32.25,31.73,50.14,65.13,79.93,73.88,92.63
12,Total Assets,15504,16552,14999,12472,17066,16795,22999,18264,25239,24305
13,Accounts Payable,2999,3510,3406,3151,4392,4786,6784,4013,5343,3412
14,Accrued Expenses,67.25,22.1,28.3,30.49,47.69,73.83,115.12,154.28,185.5,173.72
15,Short-Term Debt,1164,2353,1753,1001,1.21,531.21,170.27,839.34,8061,2410
16,Current Portion of Long-Term Debt,3964,5429,4591,1959,5772,4271,6465,7059,3431,9473
17,Current Portion of Leases,19.36,19.35,8.02,16.31,32.66,37.33,37.33,35.25,101.68,13.4
18,Other Current Liabilities,134.54,177.06,208.11,234.51,261.58,334.78,357.73,470.02,762.34,588.24
19,Long-Term Debt,2884,876.99,902.94,2080,2369,2352,4632,2287,3795,3689
20,Long-Term Leases,20.48,29.31,13.07,-,2.17,15.67,33.47,52.99,-,-
21,Long-Term Deferred Tax Liabilities,0,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03
22,Other Long-Term Liabilities,-,-,-,-,-,-,-,-,-,639.84
23,Total Liabilities,11267,12428,10919,8477,12885,12408,18598,14917,21685,20465
24,Common Stock,400,400,400,400,400,400,400,400,400,400
25,Additional Paid-In Capital,3380,3380,3380,3380,3380,3380,3380,3380,3380,3380
26,Retained Earnings,-1027,-1103,-1082,-1144,-1045,-846.72,-832.98,-886.81,-680.11,-394.27
27,Comprehensive Income & Other,1485,1447,1382,1359,1446,1454,1454,454.02,454.02,454.02
28,Shareholders' Equity,4237,4124,4080,3995,4181,4387,4401,3347,3554,3840
29,Total Liabilities & Equity,15504,16552,14999,12472,17066,16795,22999,18264,25239,24305
30,Total Debt,8053,8708,7268,5056,8177,7207,11338,10273,15389,15585
31,Net Cash (Debt),-1241,-1803,-439.85,559.82,2364,3354,-471.59,467.26,905.52,-120.71
32,Net Cash Growth,-,-,-,-83.31%,-,617.90%,-,-,-,-
33,Net Cash Per Share,-0.31,-0.45,-0.11,0.14,0.59,0.84,-0.12,0.12,0.23,-0.03
34,Filing Date Shares Outstanding,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
35,Total Common Shares Outstanding,4000,4000,4000,4000,4000,4000,4000,4000,4000,4000
36,Working Capital,2622,143.74,1008,3450,5580,6483,8789,5323,6945,7907
37,Book Value Per Share,0.81,0.78,0.77,0.75,1.05,0.85,1.10,0.84,0.89,0.96
38,Tangible Book Value,4226,4113,4068,3983,4176,4380,4391,3335,3513,3833
39,Tangible Book Value Per Share,0.81,0.78,0.77,0.75,1.04,0.84,1.10,0.83,0.88,0.96
