,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,980,820,812,752,396,580,760,808,1100,1400,1420
1,Market Cap Growth,9.04%,9.04%,105.05%,29.66%,-47.89%,-28.22%,-30.91%,-42.29%,-22.54%,-38.60%,-69.66%
2,Last Close Price,0.24,0.20,0.20,0.19,0.10,0.14,0.19,0.20,0.28,0.35,0.35
3,PE Ratio,15.02,12.57,-,-20.40,-,-,-,-5.29,-,-,-
4,PS Ratio,1.95,1.63,1.85,2.12,3.58,5.55,1.98,3.52,-6.50,-2.43,-27.65
5,PB Ratio,0.30,0.19,0.20,0.18,0.10,0.14,0.17,0.18,0.33,0.39,0.37
6,P/FCF Ratio,3.13,2.62,-,0.26,0.19,-,0.18,-,0.39,-,0.53
7,P/OCF Ratio,2.59,2.59,-,0.26,0.19,-,0.18,-,0.38,-,0.53
8,Debt / Equity Ratio,1.90,1.90,2.11,1.78,1.27,1.96,1.64,2.58,3.07,4.33,4.06
9,Debt / FCF Ratio,25.69,25.69,-,2.48,2.46,-,1.71,-,3.60,-,5.78
10,Earnings Yield,6.66%,9.88%,6.72%,-4.90%,-75.10%,-36.57%,5.28%,-18.92%,-44.78%,-62.80%,-32.53%
11,FCF Yield,31.99%,38.23%,-0.49%,389.96%,518.52%,695.27%,553.38%,280.53%,259.33%,2.17%,189.89%
