,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,163713,168693,153254,188381,223274,256455,253932,259196,267427,267943,247310,Upgrade
1,Market Cap Growth,-10.45%,-10.45%,-31.36%,-26.54%,-12.07%,-1.06%,-5.05%,-3.26%,8.13%,-5.51%,-23.45%,Upgrade
2,Enterprise Value,214019,215177,197935,223352,259925,284719,287300,288029,306164,301035,278689,Upgrade
3,Last Close Price,26.30,27.10,24.28,28.92,33.91,38.04,37.33,37.22,38.25,37.48,34.50,Upgrade
4,PE Ratio,10.36,10.70,15.88,24.20,24.08,26.10,21.87,27.14,-148.41,-,-,Upgrade
5,Forward PE,9.47,10.68,10.13,12.51,17.15,23.66,19.17,18.05,26.48,30.29,26.20,Upgrade
6,PS Ratio,2.72,2.81,2.61,3.31,4.26,5.36,5.30,5.49,6.18,6.30,5.17,Upgrade
7,PB Ratio,0.88,0.91,0.86,1.05,1.26,1.43,1.43,1.44,1.54,1.51,1.37,Upgrade
8,P/TBV Ratio,1.16,1.16,1.08,1.33,1.58,1.78,1.77,1.79,1.91,1.86,1.67,Upgrade
9,P/FCF Ratio,-,-,225.37,-165.83,-,-,-,-,-105.12,-,-,Upgrade
10,P/OCF Ratio,9.12,9.12,9.88,16.82,32.59,37.95,36.11,34.69,62.41,347.08,32.11,Upgrade
11,PEG Ratio,0.23,0.23,0.26,0.49,0.65,1.50,1.49,0.39,0.61,1.39,1.44,Upgrade
12,EV/Sales Ratio,3.57,3.59,3.37,3.92,4.96,5.95,6.00,6.10,7.08,7.08,5.83,Upgrade
13,EV/EBITDA Ratio,7.53,7.95,11.21,14.96,19.52,14.91,11.58,14.83,35.02,27.18,13.91,Upgrade
14,EV/EBIT Ratio,9.61,10.29,16.44,24.33,35.35,21.24,15.28,21.25,82.46,-,18.45,Upgrade
15,EV/FCF Ratio,-231.37,-,291.08,-196.61,-,-,-,-,-120.35,-,-,Upgrade
16,Debt / Equity Ratio,0.42,0.42,0.40,0.34,0.30,0.27,0.22,0.24,0.27,0.29,0.23,Upgrade
17,Debt / FCF Ratio,-,-,104.00,-52.76,-,-,-,-,-18.36,-,-,Upgrade
18,Return on Capital Employed (ROCE),6.09%,6.09%,3.62%,2.85%,2.34%,4.42%,7.20%,4.98%,1.37%,-,5.72%,Upgrade
19,Earnings Yield,9.63%,9.35%,6.30%,4.13%,4.15%,3.83%,4.57%,3.69%,-0.67%,-1.79%,2.46%,Upgrade
20,FCF Yield,-0.57%,-0.55%,0.44%,-0.60%,-6.05%,-4.88%,-0.71%,-0.45%,-0.95%,-2.00%,-0.53%,Upgrade
21,Dividend Yield,4.98%,4.83%,5.40%,4.53%,3.86%,3.44%,3.86%,3.41%,3.22%,3.28%,3.56%,Upgrade
22,Buyback Yield / Dilution,-0.21%,-0.16%,-0.26%,-0.23%,-0.14%,-0.13%,-0.18%,-0.32%,-0.48%,-0.23%,-0.16%,Upgrade
23,Total Shareholder Return,4.77%,4.68%,5.13%,4.30%,3.73%,3.31%,3.67%,3.09%,2.74%,3.05%,3.41%,Upgrade
