,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Other Revenue,-,-,-,-,-,-,-224,224,-,-,Upgrade
1,Revenue,30740,29271,29408,27574,24779,23033,24885,22317,20949,21592,Upgrade
2,Revenue Growth (YoY),4.53%,6.15%,18.68%,19.72%,-0.43%,3.21%,18.79%,3.36%,-20.14%,-23.63%,Upgrade
3,Cost of Revenue,20838,19437,20250,19723,19573,18890,19822,17953,18997,17086,Upgrade
4,Gross Profit,9902,9834,9158,7851,5206,4143,5063,4364,1952,4506,Upgrade
5,"Selling, General & Admin",789,533,851,477,790,343,711,346,677,394,Upgrade
6,Other Operating Expenses,-8249,-401,1,396,-2000,-8961,-7259,-3356,-451,-5596,Upgrade
7,Operating Expenses,-4222,3038,3911,3919,1786,-5845,-3753,-375,2978,-2589,Upgrade
8,Operating Income,14124,6796,5247,3932,3420,9988,8816,4739,-1026,7095,Upgrade
9,Interest Expense,-638,-1073,-955,-886,-781,-628,-658,-682,-704,-714,Upgrade
10,Interest & Investment Income,41,638,421,356,239,157,135,138,158,226,Upgrade
11,Earnings From Equity Investments,667,673,627,632,605,490,438,530,388,217,Upgrade
12,Currency Exchange Gain (Loss),8,-8,16,-23,-25,-11,-11,-1,4,2,Upgrade
13,Other Non Operating Income (Expenses),51,-51,-32,-36,43,24,12,100,36,-12,Upgrade
14,EBT Excluding Unusual Items,14253,6975,5324,3975,3501,10020,8732,4824,-1144,6814,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,-,-,-,-,1,-1,Upgrade
16,Asset Writedown,-1983,280,381,1005,1579,-3351,-309,-1307,-3223,-5967,Upgrade
17,Other Unusual Items,-,-,-1022,-,-,-,-,-,-,-,Upgrade
18,Pretax Income,12270,7255,4683,4980,5080,6669,8423,3517,-4366,846,Upgrade
19,Income Tax Expense,2347,1111,948,627,-133,1741,1526,735,144,1157,Upgrade
20,Earnings From Continuing Operations,9923,6144,3735,4353,5213,4928,6897,2782,-4510,-311,Upgrade
21,Minority Interest in Earnings,-195,-100,-129,-175,-118,-196,-18,-109,35,-23,Upgrade
22,Net Income,9728,6044,3606,4178,5095,4732,6879,2673,-4475,-334,Upgrade
23,Net Income to Common,9728,6044,3606,4178,5095,4732,6879,2673,-4475,-334,Upgrade
24,Net Income Growth,169.77%,44.66%,-29.22%,-11.71%,-25.93%,77.03%,-,-,-,-,Upgrade
25,Shares Outstanding (Basic),6214,6211,6208,6196,6194,6188,6186,6177,6172,6153,Upgrade
26,Shares Outstanding (Diluted),6224,6219,6214,6202,6200,6194,6191,6183,6172,6153,Upgrade
27,Shares Change (YoY),0.16%,0.26%,0.23%,0.14%,0.13%,0.18%,0.32%,0.48%,0.23%,0.16%,Upgrade
28,EPS (Basic),1.57,0.97,0.58,0.67,0.82,0.76,1.11,0.43,-0.73,-0.05,Upgrade
29,EPS (Diluted),1.57,0.97,0.58,0.67,0.82,0.76,1.11,0.43,-0.73,-0.05,Upgrade
30,EPS Growth,169.85%,44.78%,-29.48%,-11.84%,-25.86%,76.74%,-,-,-,-,Upgrade
31,Free Cash Flow,-1413,488,192,-1328,-12169,-358,-1445,275,-2819,-2531,Upgrade
32,Free Cash Flow Per Share,-0.23,0.08,0.03,-0.21,-1.96,-0.06,-0.23,0.04,-0.46,-0.41,Upgrade
33,Dividend Per Share,0.890,0.420,0.890,0.420,0.890,0.420,1.020,0.250,0.980,0.250,Upgrade
34,Dividend Growth,0%,0%,0%,0%,-12.75%,68.00%,4.08%,0%,0%,0%,Upgrade
35,Operating Margin,45.95%,23.22%,17.84%,14.26%,13.80%,43.36%,35.43%,21.23%,-4.90%,32.86%,Upgrade
36,Profit Margin,31.65%,20.65%,12.26%,15.15%,20.56%,20.54%,27.64%,11.98%,-21.36%,-1.55%,Upgrade
37,Free Cash Flow Margin,-4.60%,1.67%,0.65%,-4.82%,-49.11%,-1.55%,-5.81%,1.23%,-13.46%,-11.72%,Upgrade
38,EBITDA,17362,9702,7956,6978,6339,12761,12043,7374,1369,9708,Upgrade
39,D&A For EBITDA,3238,2906,2709,3046,2919,2773,3227,2635,2395,2613,Upgrade
40,EBIT,14124,6796,5247,3932,3420,9988,8816,4739,-1026,7095,Upgrade
41,Revenue as Reported,30740,29271,29408,27574,24779,23033,24885,22317,20949,21592,Upgrade
