,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,1918,1978,1958,2571,3006,2571,2373,3639,2136,2729,4667,Upgrade
1,Market Cap Growth,-23.08%,-23.08%,-34.87%,0%,26.67%,-29.35%,11.11%,33.33%,-54.24%,-45.24%,-24.36%,Upgrade
2,Enterprise Value,5699,5647,5464,5910,6387,5877,5591,6835,5282,6001,7877,Upgrade
3,Last Close Price,0.48,0.50,0.49,0.65,0.76,0.65,0.60,0.92,0.54,0.69,1.18,Upgrade
4,PE Ratio,-,-,-,-,-,-,16.82,-,-,-,-,Upgrade
5,PS Ratio,2.57,2.65,2.62,3.28,3.72,3.10,2.67,4.09,2.37,3.14,5.48,Upgrade
6,PB Ratio,-1.19,-1.19,-1.26,-1.99,-2.91,-2.78,-2.87,-3.60,-2.11,-2.98,67.16,Upgrade
7,P/FCF Ratio,-,-,-,-,-,-,-,76.00,-,299.49,-,Upgrade
8,P/OCF Ratio,-,-,-,-,-,44.80,16.77,21.10,11.88,19.46,77.14,Upgrade
9,EV/Sales Ratio,7.63,7.56,7.30,7.53,7.91,7.08,6.30,7.68,5.85,6.91,9.25,Upgrade
10,EV/EBITDA Ratio,57.34,57.69,60.34,50.67,54.40,46.61,36.54,47.48,39.05,49.44,69.91,Upgrade
11,EV/EBIT Ratio,-,-305.55,-,23451.30,-,2003.88,259.16,620.42,-,-562.29,-,Upgrade
12,EV/FCF Ratio,-,-,-,-,-,-,-,142.73,-,658.49,-,Upgrade
13,Debt / Equity Ratio,-2.36,-2.36,-2.45,-2.90,-3.39,-3.83,-4.18,-3.38,-3.31,-3.62,55.47,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-,71.34,-,363.83,-,Upgrade
15,Return on Capital Employed (ROCE),-,-0.81%,-,0.01%,-,0.11%,0.82%,0.46%,-,-0.46%,-,Upgrade
16,Earnings Yield,-13.35%,-12.95%,-13.91%,-8.61%,-4.84%,5.54%,5.95%,-3.14%,-47.47%,-38.98%,-4.86%,Upgrade
17,FCF Yield,-,-12.05%,-6.88%,-4.06%,-2.49%,1.01%,1.32%,2.15%,0.33%,-1.29%,Upgrade,
