,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,448.33,421.8,494.55,442.16,481.67,465.8,493.49,439.32,452.92,935.76,Upgrade
1,Short-Term Investments,-,-,43.68,43.68,-,-,-,-,-,19.87,Upgrade
2,Cash & Short-Term Investments,448.33,421.8,538.23,485.84,481.67,465.8,493.49,439.32,452.92,955.63,Upgrade
3,Cash Growth,-16.70%,-13.18%,11.74%,4.30%,-2.39%,6.03%,8.96%,-54.03%,21.82%,156.79%,Upgrade
4,Receivables,177.88,177.67,194.15,197.69,212.38,198.98,223.04,206.2,227.87,217.31,Upgrade
5,Inventory,90.57,89.21,93.47,89.23,92.78,92.76,98.15,94.93,97.21,100.73,Upgrade
6,Prepaid Expenses,41.68,41.24,32.63,46.98,38.9,218.21,38.34,56.36,71.64,254.89,Upgrade
7,Restricted Cash,5.38,6.55,7.32,6.16,6.18,6.41,6.81,6.74,6.69,6.52,Upgrade
8,Other Current Assets,-,3.58,14.43,12.07,177.89,-,5.04,-,11.87,-,Upgrade
9,Total Current Assets,763.83,740.05,880.24,837.97,1010,982.16,864.87,803.55,868.2,1535,Upgrade
10,"Property, Plant & Equipment",117.51,133.02,107.53,44.61,39.9,53.18,56.36,67.11,69.25,77.44,Upgrade
11,Long-Term Investments,1190,1181,1289,1420,1436,1417,1250,1201,1248,2111,Upgrade
12,Goodwill,501.84,501.84,501.88,509.34,509.4,527.84,528.38,528.27,528.21,570.57,Upgrade
13,Other Intangible Assets,139.54,133.03,137.57,131.76,135.97,129.37,142.16,141.1,140.86,135.74,Upgrade
14,Long-Term Deferred Tax Assets,59.15,60.73,64.7,45.13,45.79,47.58,49.93,50.77,48.94,47.52,Upgrade
15,Other Long-Term Assets,29.42,28.73,26.99,22.99,25.14,33.71,136.54,126.92,122.22,23.92,Upgrade
16,Total Assets,2801,2778,3008,3012,3202,3191,3028,2919,3026,4501,Upgrade
17,Accounts Payable,103.71,102.55,109.72,110.86,115.7,110.14,189.89,118.34,197.29,129.9,Upgrade
18,Accrued Expenses,-,-,58.39,-,58.26,-,0.11,-,1.3,-,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,13.87,34.44,39.29,Upgrade
20,Current Portion of Long-Term Debt,-,-,-,-,-,9.9,21.04,27.04,33.06,21.61,Upgrade
21,Current Portion of Leases,21.23,21.55,19.04,11.53,17.26,23.71,20.71,24.42,25.4,26.36,Upgrade
22,Current Income Taxes Payable,20.85,21.08,27.37,22.65,31.63,24.49,28.44,24.07,24.17,18.26,Upgrade
23,Current Unearned Revenue,102.71,102.37,106.96,113.79,106.92,115.65,118.14,118.41,110.1,128.21,Upgrade
24,Other Current Liabilities,282.13,277.26,223.43,282.57,253.66,287.24,260.38,296.34,266.92,270.15,Upgrade
25,Total Current Liabilities,530.63,524.81,544.91,541.4,583.42,571.12,638.71,622.48,692.67,633.77,Upgrade
26,Long-Term Debt,3857,3709,3649,3473,3526,3417,3367,3269,3213,3749,Upgrade
