,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,404.68,342.34,405.77,378.67,429.12,401,487.07,402.3,500.11,367.86,Upgrade
1,Revenue Growth (YoY),-0.27%,-9.59%,-5.44%,-5.57%,-11.90%,-0.32%,-2.61%,9.36%,3.36%,-14.90%,Upgrade
2,Cost of Revenue,245.53,210.83,245.26,229.89,252.71,242.1,287.25,245.72,301.69,231.4,Upgrade
3,Gross Profit,159.15,131.51,160.52,148.78,176.4,158.91,199.82,156.58,198.42,136.46,Upgrade
4,"Selling, General & Admin",98.86,91.84,98.07,93.29,107.3,94.7,113.47,99.65,114.21,96.04,Upgrade
5,Other Operating Expenses,57.24,61.19,55.44,62.25,67.25,63.13,65.85,66.41,75.1,60.2,Upgrade
6,Operating Expenses,156.1,153.04,153.51,155.54,174.54,157.83,179.32,166.06,189.31,156.24,Upgrade
7,Operating Income,3.05,-21.53,7.01,-6.76,1.86,1.07,20.5,-9.49,9.11,-19.78,Upgrade
8,Interest Expense,-109.89,-112.21,-113.89,-80.77,-62.78,-23.83,-34.88,-23.72,-27.88,-53.15,Upgrade
9,Interest & Investment Income,2.59,2.05,3.7,2.92,2.26,1.65,2.62,1.73,2.96,4.02,Upgrade
10,Earnings From Equity Investments,7.01,-5.51,-4.97,-13.94,-13.22,-35.75,-34.96,-28.01,-35.62,-42.45,Upgrade
11,Currency Exchange Gain (Loss),0.04,-0.35,0.2,3.66,-10,-10.88,5.47,-,-,-,Upgrade
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-3.83,3.83,-78.22,-1.58,Upgrade
13,EBT Excluding Unusual Items,-97.21,-137.55,-107.96,-94.89,-81.87,-67.73,-45.08,-55.66,-129.66,-112.94,Upgrade
14,Impairment of Goodwill,-,-,-7.5,-,-18.1,-,-,-,-46.33,-,Upgrade
15,Gain (Loss) on Sale of Investments,-,-,-,-,65.13,225.32,-,-,-874.44,-,Upgrade
16,Gain (Loss) on Sale of Assets,0,0.23,0.01,0.09,-,-,3.43,-,0.22,-,Upgrade
17,Asset Writedown,-1.48,-,-1.82,-,-0.15,-,-0.07,-,-,-,Upgrade
18,Other Unusual Items,-,-,-,14.47,5.46,74.57,4.8,-,16.2,-,Upgrade
19,Pretax Income,-98.69,-137.31,-117.28,-80.33,-29.54,232.16,-36.91,-55.66,-1034,-112.94,Upgrade
20,Income Tax Expense,4.97,6.15,4.68,9.18,9.18,8.25,8.75,6.12,8.68,2.52,Upgrade
21,Earnings From Continuing Operations,-103.66,-143.46,-121.96,-89.51,-38.72,223.91,-45.66,-61.78,-1043,-115.46,Upgrade
22,Net Income to Company,-103.66,-143.46,-121.96,-89.51,-38.72,223.91,-45.66,-61.78,-1043,-115.46,Upgrade
23,Minority Interest in Earnings,-6.96,-1.96,-4.92,-5.04,-12.24,-30.53,-6.62,-0.05,90.63,3.6,Upgrade
24,Net Income,-110.62,-145.41,-126.88,-94.55,-50.96,193.38,-52.28,-61.83,-952.07,-111.87,Upgrade
25,Net Income to Common,-110.62,-145.41,-126.88,-94.55,-50.96,193.38,-52.28,-61.83,-952.07,-111.87,Upgrade
26,Shares Outstanding (Basic),3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,Upgrade
27,Shares Outstanding (Diluted),3959,3959,3959,3959,3959,3959,3959,3959,3959,3959,Upgrade
28,EPS (Basic),-0.03,-0.04,-0.03,-0.02,-0.01,0.05,-0.01,-0.02,-0.24,-0.03,Upgrade
29,EPS (Diluted),-0.03,-0.04,-0.03,-0.02,-0.01,0.05,-0.01,-0.02,-0.24,-0.03,Upgrade
30,Free Cash Flow,-,-143.32,-92.57,-84.33,-37.85,-26.08,50.11,-2.23,48.26,-39.14,Upgrade
31,Free Cash Flow Per Share,-,-0.04,-0.02,-0.02,-0.01,-0.01,0.01,-0.00,0.01,-0.01,Upgrade
32,Operating Margin,0.75%,-6.29%,1.73%,-1.78%,0.43%,0.27%,4.21%,-2.36%,1.82%,-5.38%,Upgrade
33,Profit Margin,-27.33%,-42.48%,-31.27%,-24.97%,-11.88%,48.22%,-10.73%,-15.37%,-190.37%,-30.41%,Upgrade
34,Free Cash Flow Margin,-,-41.86%,-22.81%,-22.27%,-8.82%,-6.50%,10.29%,-0.55%,9.65%,-10.64%,Upgrade
35,EBITDA,69.79,28.1,62.46,54.16,63.25,62.83,90.16,53.8,81.48,39.88,Upgrade
36,D&A For EBITDA,66.74,49.63,55.45,60.92,61.39,61.76,69.66,63.29,72.37,59.66,Upgrade
37,EBIT,3.05,-21.53,7.01,-6.76,1.86,1.07,20.5,-9.49,9.11,-19.78,Upgrade
