,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,1413,2587,2008,1745,2730,4358,4857,5529,7157,6029,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,955.43,196.06,198.62,Upgrade
2,Trading Asset Securities,1042,1063,1156,1199,1236,1351,521.84,375.02,327.6,300.98,Upgrade
3,Cash & Short-Term Investments,2455,3650,3164,2945,3966,5709,5379,6859,7681,6529,Upgrade
4,Cash Growth,-22.41%,23.95%,-20.22%,-48.42%,-26.27%,-16.77%,-29.97%,5.06%,7.87%,31.36%,Upgrade
5,Accounts Receivable,9.59,10.74,2.78,9.12,15.63,21.69,9.12,13.56,9.09,9.45,Upgrade
6,Other Receivables,-,-,-,-,-,3.45,1.31,6.46,6.34,10.29,Upgrade
7,Receivables,9.59,10.74,2.78,9.12,15.63,73.11,177.29,322.73,304.87,908.59,Upgrade
8,Prepaid Expenses,162.66,184.34,223.04,260.85,1306,586.96,1537,1230,1422,1181,Upgrade
9,Restricted Cash,83.78,70.75,107.3,140.86,90.4,88.2,202.75,194.48,109.02,67.09,Upgrade
10,Other Current Assets,28.41,78.02,26.33,26.92,328.05,580.99,684.35,28.99,18.97,979.5,Upgrade
11,Total Current Assets,2739,3994,3523,3383,5706,7038,7980,8636,9536,9665,Upgrade
12,"Property, Plant & Equipment",103.65,121.08,145.81,170.52,194.1,177.53,218.87,249.2,281.35,301.41,Upgrade
13,Long-Term Investments,10309,10243,10518,10461,9333,8674,11658,9911,5909,4589,Upgrade
14,Other Intangible Assets,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,10.54,Upgrade
15,Long-Term Deferred Tax Assets,-,-,-,-,13.35,8.77,10.9,0.99,1.49,2.31,Upgrade
16,Other Long-Term Assets,11138,10993,11732,12172,13835,16053,15835,15333,13913,14910,Upgrade
17,Total Assets,24301,25362,25930,26197,29092,31963,35714,34141,29651,29479,Upgrade
18,Accrued Expenses,-,75.84,-,99.3,-,95.89,-,87.25,-,89.43,Upgrade
19,Short-Term Debt,-,1974,475.92,134.58,2082,9154,7643,22.75,28,985.83,Upgrade
20,Current Portion of Long-Term Debt,415.83,154.37,56.29,53.44,54.09,76.56,3157,512.92,274.72,67.72,Upgrade
21,Current Portion of Leases,-,12.35,-,11.9,-,7.02,-,16.16,-,18.33,Upgrade
22,Current Income Taxes Payable,31.08,29.21,78.47,90.5,84.55,97.54,722.77,761.25,739.08,768.19,Upgrade
23,Other Current Liabilities,308.31,330.07,430.61,355.49,316.68,290.02,374.84,371.61,274.3,204.78,Upgrade
24,Total Current Liabilities,755.21,2576,1041,745.21,2537,9722,11897,1772,1316,2134,Upgrade
25,Long-Term Debt,9886,9225,10578,10532,9316,3797,3171,11943,11320,9817,Upgrade
26,Long-Term Leases,9.97,16.17,22.38,28.41,34.43,3.51,4.28,10.55,13.16,20.72,Upgrade
27,Long-Term Deferred Tax Liabilities,-,-,-,-,-,-,0.35,0.35,0.33,0.33,Upgrade
28,Other Long-Term Liabilities,8.18,13.15,-,-,-,-,-,-,65.97,-,Upgrade
29,Total Liabilities,10659,11830,11642,11306,11887,13522,15072,13726,12716,11973,Upgrade
30,Common Stock,388.23,388.23,388.23,388.23,388.23,388.23,388.23,388.23,388.23,388.23,Upgrade
31,Additional Paid-In Capital,11977,11977,11977,11977,11977,11977,11977,11977,11977,11977,Upgrade
32,Retained Earnings,1606,1515,2102,3530,5711,5548,5264,5111,4383,4462,Upgrade
33,Comprehensive Income & Other,-329.23,-348.15,-179.83,-1003,-871.49,527.48,3012,2938,187.44,679.05,Upgrade
34,Total Common Equity,13642,13532,14288,14892,17205,18440,20641,20414,16935,17506,Upgrade
35,Shareholders' Equity,13642,13532,14288,14892,17205,18440,20641,20414,16935,17506,Upgrade
36,Total Liabilities & Equity,24301,25362,25930,26197,29092,31963,35714,34141,29651,29479,Upgrade
37,Total Debt,10311,11382,11133,10760,11486,13039,13974,12506,11636,10910,Upgrade
38,Net Cash (Debt),-7857,-7732,-7969,-7815,-7521,-7330,-8596,-5647,-3956,-4381,Upgrade
39,Net Cash Per Share,-2.02,-1.99,-2.05,-2.01,-1.94,-1.89,-2.21,-1.45,-1.02,-1.13,Upgrade
40,Filing Date Shares Outstanding,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,Upgrade
41,Total Common Shares Outstanding,3882,3882,3882,3882,3882,3882,3882,3882,3882,3882,Upgrade
42,Working Capital,1984,1418,2482,2637,3169,-2683,-3917,6864,8220,7531,Upgrade
43,Book Value Per Share,3.51,3.49,3.68,3.84,4.43,4.75,5.32,5.26,4.36,4.51,Upgrade
44,Tangible Book Value,13631,13521,14277,14881,17194,18430,20631,20404,16925,17496,Upgrade
45,Tangible Book Value Per Share,3.51,3.48,3.68,3.83,4.43,4.75,5.31,5.26,4.36,4.51,Upgrade
46,Buildings,-,4.84,-,4.84,-,4.84,-,7.14,-,7.14,Upgrade
47,Machinery,-,172.08,-,172.17,-,168.5,-,169.33,-,170.47,Upgrade
48,Leasehold Improvements,-,38.01,-,37.98,-,38.05,-,38.42,-,38.83,Upgrade
