,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,96686,56783,48178,39299,34222,35517,35511,11378,21959,34632,52578,56154,81984,84506,93740,114827,50805,89266,51259,47886,Upgrade
1,Short-Term Investments,92273,99592,96397,107710,105005,87870,86820,92050,91200,34000,34000,23000,-,-,-,-,-,-,-,-,Upgrade
2,Trading Asset Securities,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,0.13,Upgrade
3,Cash & Short-Term Investments,188959,156375,144575,147009,139228,123387,122331,103428,113160,68633,86578,79154,81984,84506,93741,114827,50805,89267,51259,47886,Upgrade
4,Cash Growth,35.72%,26.74%,18.18%,42.14%,23.04%,79.78%,41.30%,30.67%,38.03%,-18.78%,-7.64%,-31.07%,61.37%,-5.33%,82.88%,139.79%,57.15%,4.08%,-6.71%,70.30%,Upgrade
5,Accounts Receivable,13070,14402,19083,20366,13618,15203,11230,7167,2208,10311,6429,7441,8709,8007,7486,6485,80568,141569,143494,88170,Upgrade
6,Other Receivables,18908,19941,19464,19473,18655,20379,19447,20962,20202,24411,23833,24233,24063,18933,18796,151.23,13271,1095,2898,1680,Upgrade
7,Receivables,34578,37143,41547,42839,32273,35582,30677,28129,22410,34722,30262,31674,32772,29939,29283,9636,96838,145665,149393,92850,Upgrade
8,Inventory,8428,31698,34515,42619,47925,50653,54802,63032,68548,66112,64091,66491,71428,74848,65401,71773,68002,74491,66260,66554,Upgrade
