,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,95963,66711,65493,51904,54736,45489,46396,29320,23486,19576,18091,19427,22869,17145,61145,57883,89950,92372,120959,98259,Upgrade
1,Revenue Growth (YoY),75.32%,46.65%,41.16%,77.02%,133.06%,132.38%,156.45%,50.92%,2.70%,14.18%,-70.41%,-66.44%,-74.58%,-81.44%,-49.45%,-41.09%,-33.00%,-29.32%,-14.14%,-11.18%,Upgrade
2,Cost of Revenue,67750,44288,36712,42264,37398,33243,33844,22292,15153,13716,15109,15081,21722,13037,39241,37857,44703,54237,70381,69308,Upgrade
3,Gross Profit,28213,22423,28781,9639,17338,12246,12552,7029,8332,5859,2983,4346,1147,4108,21903,20026,45247,38136,50579,28951,Upgrade
4,"Selling, General & Admin",8102,3809,4332,3371,5498,3514,3168,3379,3993,2582,1487,4781,3637,1219,1955,4089,12367,3833,3439,2326,Upgrade
5,Operating Expenses,8102,3809,4332,3371,5498,3514,3168,3379,3993,2582,1487,4781,3637,1219,1955,4089,12367,3833,3439,2326,Upgrade
6,Operating Income,20111,18613,24448,6269,11840,8732,9384,3649,4339,3277,1496,-435.05,-2490,2889,19948,15937,32879,34303,47140,26625,Upgrade
7,Interest Expense,-1.58,-,-614.55,-2.53,-0.92,-0.25,-0.98,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,Interest & Investment Income,6403,1615,1395,1441,1611,5095,2073,1905,1351,785.19,6482,806.05,635.37,738.96,623.68,396.65,9097,455.53,416.12,242.16,Upgrade
