,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,2999,3473,3463,3520,4736,6061,5222,5457,4572,4575,Upgrade
1,Revenue Growth (YoY),-13.40%,-1.36%,-26.86%,-41.91%,-9.32%,11.05%,14.22%,19.30%,5.32%,-10.76%,Upgrade
2,Cost of Revenue,2800,3073,3356,3552,4240,5469,4602,4715,3880,3872,Upgrade
3,Gross Profit,199.42,399.64,107.86,-31.51,495.25,592.02,620.7,742.06,692.69,702.95,Upgrade
4,"Selling, General & Admin",347.17,339.46,324.58,393.53,412.11,499.65,480.81,483.08,369.98,390.83,Upgrade
5,Other Operating Expenses,2.01,22.21,7.91,52.11,1.99,-9.42,13.6,-70.83,78.27,1.11,Upgrade
6,Operating Expenses,349.18,361.68,332.49,445.65,414.1,495.2,494.42,412.26,448.25,391.94,Upgrade
7,Operating Income,-149.77,37.96,-224.63,-477.15,81.15,96.82,126.28,329.81,244.44,311.01,Upgrade
8,Interest Expense,-97.2,-105.98,-108.58,-79.54,-42.04,-29.39,-34.42,-36.06,-56.28,-63.42,Upgrade
9,Interest & Investment Income,17.16,15.1,13.4,7.23,2.15,6.88,3.61,3.58,5.86,6.57,Upgrade
10,Earnings From Equity Investments,-,-0.03,-0.02,-0.01,-,-,-,-,-,-,Upgrade
11,Currency Exchange Gain (Loss),82.71,-55.54,167.32,218.98,175.92,-59.57,-73.26,-441.65,135.11,38.83,Upgrade
12,Other Non Operating Income (Expenses),31.79,117.15,20.09,139.01,23.68,115.85,44.16,68.68,35.58,58.33,Upgrade
13,EBT Excluding Unusual Items,-115.3,8.67,-132.42,-191.47,240.87,130.59,66.38,-75.64,364.71,351.32,Upgrade
14,Impairment of Goodwill,-,-,-,-52.49,-,-,-,-,-,-,Upgrade
15,Gain (Loss) on Sale of Assets,19.7,-35.98,35.98,556.27,-30.83,-1.4,-5.07,-1.99,-4.1,-7.87,Upgrade
16,Asset Writedown,-,-45,-,-285.4,-,-,-,-,-,-,Upgrade
17,Other Unusual Items,1.04,2.07,0.04,-0.06,1.61,3.79,5.91,0.3,2.25,-0.01,Upgrade
18,Pretax Income,-94.56,-70.24,-96.41,26.86,211.65,132.98,67.22,-77.33,362.85,343.43,Upgrade
19,Income Tax Expense,7.3,137.87,24.31,73.85,106.56,84.79,57.86,28.12,100.38,100.31,Upgrade
20,Earnings From Continuing Operations,-101.86,-208.11,-120.72,-46.99,105.1,48.19,9.36,-105.45,262.47,243.12,Upgrade
21,Minority Interest in Earnings,33.16,34.36,63.64,104.49,9.56,77.67,27.18,8.54,-35.05,-49.86,Upgrade
22,Net Income,-68.7,-173.74,-57.07,57.49,114.66,125.86,36.53,-96.91,227.42,193.27,Upgrade
23,Net Income to Common,-68.7,-173.74,-57.07,57.49,114.66,125.86,36.53,-96.91,227.42,193.27,Upgrade
24,Net Income Growth,-,-,-,-54.32%,213.85%,-,-83.94%,-,-,-34.07%,Upgrade
25,Shares Outstanding (Basic),846,846,846,846,846,846,846,848,877,909,Upgrade
26,Shares Outstanding (Diluted),846,846,846,846,846,846,853,872,887,916,Upgrade
27,Shares Change (YoY),-,-,-,-0.06%,-0.87%,-3.01%,-3.86%,-4.79%,-5.15%,-5.70%,Upgrade
28,EPS (Basic),-0.08,-0.21,-0.07,0.07,0.14,0.15,0.04,-0.11,0.26,0.21,Upgrade
29,EPS (Diluted),-0.08,-0.21,-0.07,0.07,0.14,0.15,0.04,-0.11,0.26,0.21,Upgrade
30,EPS Growth,-,-,-,-54.20%,215.31%,-,-83.20%,-,-,-29.76%,Upgrade
31,Free Cash Flow,201.36,299.03,120.21,1240,469.87,-504.75,171.86,-341.55,-327.73,70.51,Upgrade
32,Free Cash Flow Per Share,0.24,0.35,0.14,1.47,0.56,-0.60,0.20,-0.39,-0.37,0.08,Upgrade
33,Operating Margin,-4.99%,1.09%,-6.49%,-13.55%,1.71%,1.60%,2.42%,6.04%,5.35%,6.80%,Upgrade
34,Profit Margin,-2.29%,-5.00%,-1.65%,1.63%,2.42%,2.08%,0.70%,-1.78%,4.97%,4.22%,Upgrade
35,Free Cash Flow Margin,6.71%,8.61%,3.47%,35.21%,9.92%,-8.33%,3.29%,-6.26%,-7.17%,1.54%,Upgrade
36,EBITDA,193.17,422.36,203.3,-1.2,606.49,657.18,619.41,805.61,699.98,788.89,Upgrade
37,D&A For EBITDA,342.93,384.4,427.93,475.96,525.34,560.37,493.13,475.8,455.54,477.88,Upgrade
38,EBIT,-149.77,37.96,-224.63,-477.15,81.15,96.82,126.28,329.81,244.44,311.01,Upgrade
